bmb_indiv_junction_id	pid	event_id	stated_sex
3882	18092	3511	son
3883	18093	3512	daughter
3884	18094	3513	daughter
3885	18095	3514	unstated
3886	18096	3515	daughter
3887	18097	3516	unstated
3888	18098	3517	son
3889	18099	3518	son
3890	18100	3519	son
3891	18101	3520	unstated
3892	18102	3521	daughter
3893	18103	3522	son
3894	18104	3523	unstated
3895	18105	3524	unstated
3896	18106	3525	son
3897	18107	3526	daughter
3898	18108	3527	unstated
3899	18109	3528	son
3900	18110	3529	daughter
3901	18111	3530	daughter
3902	18112	3531	son
3903	18113	3532	wife
3904	18114	3533	daughter
3905	18115	3534	unstated
3906	18116	3535	unstated
3907	18117	3536	unstated
3908	18118	3537	wife
3909	18119	3538	unstated
3910	18120	3539	unstated
3911	18121	3540	son
3912	18122	3541	daughter
3913	18123	3542	wife
3914	18124	3543	son
3915	18125	3544	son
3916	18126	3545	daughter
3917	18127	3546	daughter
3918	18128	3547	unstated
3919	18129	3548	unstated
3920	18130	3549	unstated
3921	18131	3550	unstated
3922	18132	3551	daughter
3923	18133	3552	unstated
3924	18134	3553	unstated
3925	18135	3554	unstated
3926	18136	3555	unstated
3927	18137	3556	unstated
3928	18138	3557	son
3929	18139	3558	daughter
3930	18140	3559	wife
3931	18141	3560	unstated
3932	18142	3561	unstated
3933	18143	3562	daughter
3934	18144	3563	unstated
3935	18145	3564	daughter
3936	18146	3565	unstated
3937	18147	3566	unstated
3938	18148	3567	unstated
3939	18149	3568	son
3940	18150	3569	son
3941	18151	3570	unstated
3942	18152	3571	unstated
3943	18153	3572	unstated
3944	18154	3573	unstated
3945	18155	3574	son
3946	18156	3575	wife
3947	18157	3576	unstated
3948	18158	3577	daughter
3949	18159	3578	wife
3950	18160	3579	son
3951	18161	3580	unstated
3952	18162	3581	wife
3953	18163	3582	unstated
3954	18164	3583	wife
3955	18165	3584	daughter
3956	18166	3585	unstated
3957	18167	3586	unstated
3958	18168	3589	unstated
3959	18169	3590	unstated
3960	18170	3591	unstated
3961	18171	3592	wife
3962	18172	3593	wife
3963	18173	3594	unstated
3964	18174	3595	wife
3965	18175	3596	unstated
3966	18176	3597	son
3967	18177	3598	son
3968	18178	3599	daughter
3969	18179	3600	unstated
3970	18180	3601	wife
3971	18181	3602	unstated
3972	18182	3603	daughter
3973	18183	3604	unstated
3974	18184	3605	unstated
3975	18185	3606	daughter
3976	18186	3607	son
3977	18187	3608	unstated
3978	18188	3609	daughter
3979	18189	3610	son
3980	18190	3611	son
3981	18191	3612	son
3982	18192	3613	unstated
3983	18193	3614	wife
3984	18194	3615	son
3985	18195	3616	wife
3986	18196	3617	wife
3987	18197	3618	unstated
3988	18198	3619	unstated
3989	18199	3620	son
3990	18200	3621	daughter
3991	18201	3622	wife
3992	18202	3623	son
3993	18203	3624	daughter
3994	18204	3625	unstated
3995	18205	3626	wife
3996	18206	3627	daughter
3997	18207	3628	son
3998	18208	3629	unstated
3999	18209	3630	daughter
4000	18210	3631	wife
4001	18211	3632	son
4002	18212	3633	unstated
4003	18213	3634	unstated
4004	18214	3635	daughter
4005	18215	3636	son
4006	18216	3637	daughter
4007	18217	3638	unstated
4008	18218	3639	daughter
4009	18219	3640	woman
4010	18220	3641	unstated
4011	18221	3642	unstated
4012	18222	3643	unstated
4013	18223	3644	daughter
4014	18224	3645	unstated
4015	18225	3646	unstated
4016	18226	3647	wife
4017	18227	3648	unstated
4018	18228	3649	daughter
4019	18229	3650	son
4020	18230	3651	wife
4021	18231	3652	unstated
4022	18232	3653	wife
4023	18233	3654	son
4024	18234	3655	unstated
4025	18235	3656	unstated
4026	18236	3657	daughter
4027	18237	3658	unstated
4028	18238	3659	unstated
4029	18239	3660	unstated
4030	18240	3661	son
4031	18241	3662	
4032	18242	3663	unstated
4033	18243	3664	son
4034	18244	3665	unstated
4035	18245	3666	unstated
4036	18246	3667	daughter
4037	18247	3668	unstated
4038	18248	3669	son
4039	18249	3670	unstated
4040	18250	3671	son
4041	18251	3672	wife
4042	18252	3673	unstated
4043	18253	3674	unstated
4044	18254	3675	unstated
4045	18255	3676	son
4046	18256	3677	unstated
4047	18257	3678	son
4048	18258	3679	unstated
4049	18259	3680	unstated
4050	18260	3681	son
4051	18261	3682	son
4052	18262	3683	unstated
4053	18263	3684	unstated
4054	18264	3685	unstated
4055	18265	3686	unstated
4056	18266	3687	unstated
4057	18267	3688	son
4058	18268	3690	unstated
4059	18269	3691	son
4060	18270	3692	unstated
4061	18271	3693	son
4062	18272	3694	son
4063	18273	3695	son
4064	18274	3696	wife
4065	18275	3697	son
4066	18276	3698	daughter
4067	18277	3699	unstated
4068	18278	3700	daughter
4069	18279	3701	daughter
4070	18280	3702	daughter
4071	18281	3703	son
4072	18282	3704	unstated
4073	18283	3705	unstated
4074	18284	3706	unstated
4075	18285	3707	son
4076	18286	3708	unstated
4077	18287	3709	daughter
4078	18288	3710	wife
4079	18289	3711	son
4080	18290	3712	son
4081	18291	3713	daughter
4082	18292	3714	daughter
4083	18293	3715	wife
4084	18294	3716	wife
4085	18295	3717	daughter
4086	18296	3718	unstated
4087	18297	3719	son
4088	18298	3720	unstated
4089	18299	3721	son
4090	18300	3722	unstated
4091	18301	3723	daughter
4092	18302	3724	unstated
4093	18303	3725	unstated
4094	18304	3726	son
4095	18305	3727	unstated
4096	18306	3728	unstated
4097	18307	3729	unstated
4098	18308	3730	son
4099	18309	3731	unstated
4100	18310	3732	son
4101	18311	3733	unstated
4102	18312	3734	unstated
4103	18313	3735	son
4104	18314	3736	unstated
4105	18315	3737	daughter
4106	18316	3738	unstated
4107	18317	3739	unstated
4108	18318	3740	daughter
4109	18319	3741	unstated
4110	18320	3742	son
4111	18321	3743	unstated
4112	18322	3744	unstated
4113	18323	3745	unstated
4114	18324	3746	unstated
4115	18325	3747	son
4116	18326	3748	unstated
4117	18327	3749	unstated
4118	18328	3750	son
4119	18329	3751	unstated
4120	18330	3752	female
4121	18331	3753	unstated
4122	18332	3754	unstated
4123	18333	3755	wife
4124	18334	3756	unstated
4125	18335	3757	wife
4126	18336	3758	daughter
4127	18337	3759	wife
4128	18338	3760	daughter
4129	18339	3761	daughter
4130	18340	3762	unstated
4131	18341	3763	unstated
4132	18342	3764	daughter
4133	18343	3765	daughter
4134	18344	3766	daughter
4135	18345	3767	unstated
4136	18346	3768	unstated
4137	18347	3769	son
4138	18348	3770	wife
4139	18349	3771	unstated
4140	18350	3772	daughter
4141	18351	3773	daughter
4142	18352	3774	son
4143	18353	3775	unstated
4144	18354	3776	unstated
4145	18355	3777	unstated
4146	18356	3778	unstated
4147	18357	3779	unstated
4148	18358	3780	son
4149	18359	3781	wife
4150	18360	3782	unstated
4151	18361	3783	son
4152	18362	3784	unstated
4153	18363	3785	son
4154	18364	3786	unstated
4155	18365	3787	son
4156	18366	3788	son
4157	18367	3789	unstated
4158	18368	3790	unstated
4159	18369	3791	daughter
4160	18370	3792	unstated
4161	18371	3793	unstated
4162	18372	3794	son
4163	18373	3795	unstated
4164	18374	3796	son
4165	18375	3797	unstated
4166	18376	3798	unstated
4167	18377	3799	unstated
4168	18378	3800	son
4169	18379	3801	unstated
4170	18380	3802	unstated
4171	18381	3803	son
4172	18382	3804	unstated
4173	18383	3805	unstated
4174	18384	3806	unstated
4175	18385	3807	daughter
4176	18386	3808	unstated
4177	18387	3809	daughter
4178	18388	3810	daughter
4179	18389	3811	daughter
4180	18390	3812	son
4181	18391	3813	unstated
4182	18392	3814	unstated
4183	18393	3815	unstated
4184	18394	3816	unstated
4185	18395	3817	daughter
4186	18396	3818	daughter
4187	18397	3819	son
4188	18398	3820	unstated
4189	18399	3821	wife
4190	18400	3822	unstated
4191	18401	3823	unstated
4192	18402	3824	wife
4193	18403	3825	unstated
4194	18404	3826	son
4195	18405	3827	son
4196	18406	3828	daughter
4197	18407	3829	daughter
4198	18408	3830	unstated
4199	18409	3831	daughter
4200	18410	3832	son
4201	18411	3833	unstated
4202	18412	3834	unstated
4203	18413	3835	unstated
4204	18414	3836	unstated
4205	18415	3837	unstated
4206	18416	3838	unstated
4207	18417	3839	unstated
4208	18418	3840	unstated
4209	18419	3841	wife
4210	18420	3842	female
4211	18421	3842	female
4212	18422	3843	unstated
4213	18423	3844	unstated
4214	18424	3845	unstated
4215	18425	3846	unstated
4216	18426	3847	son
4217	18427	3848	daughter
4218	18428	3849	unstated
4219	18429	3850	wife
4220	18430	3851	son
4221	18431	3852	son
4222	18432	3853	daughter
4223	18433	3854	unstated
4224	18434	3855	daughter
4225	18435	3856	son
4226	18436	3857	son
4227	18437	3858	wife
4228	18438	3859	unstated
4229	18439	3860	unstated
4230	18440	3861	son
4231	18441	3862	son
4232	18442	3863	wife
4233	18443	3864	daughter
4234	18444	3865	unstated
4235	18445	3866	unstated
4236	18446	3867	son
4237	18447	3868	daughter
4238	18448	3869	daughter
4239	18449	3870	unstated
4240	18450	3871	unstated
4241	18451	3871	unstated
4242	18452	3872	unstated
4243	18453	3872	unstated
4244	18454	3873	unstated
4245	18455	3873	unstated
4246	18456	3874	unstated
4247	18457	3874	unstated
4248	18458	3875	unstated
4249	18459	3875	unstated
4250	18460	3876	unstated
4251	18461	3876	unstated
4252	18462	3877	unstated
4253	18463	3877	unstated
4254	18464	3878	unstated
4255	18465	3878	unstated
4256	18466	3879	unstated
4257	18467	3879	unstated
4258	18468	3880	unstated
4259	18469	3880	unstated
4260	18470	3881	unstated
4261	18471	3881	unstated
4262	18472	3882	unstated
4263	18473	3882	unstated
4264	18474	3883	unstated
4265	18475	3883	unstated
4266	18476	3884	unstated
4267	18477	3884	unstated
4268	18478	3885	unstated
4269	18479	3885	unstated
4270	18480	3886	unstated
4271	18481	3886	unstated
4272	18482	3887	unstated
4273	18483	3887	unstated
4274	18484	3888	unstated
4275	18485	3888	unstated
4276	18486	3889	unstated
4277	18487	3889	unstated
4278	18488	3890	unstated
4279	18489	3890	unstated
4280	18490	3892	unstated
4281	18491	3892	unstated
4282	18492	3893	unstated
4283	18493	3893	unstated
4284	18494	3894	unstated
4285	18495	3894	unstated
4286	18496	3895	unstated
4287	18497	3895	daughter
4288	18498	3896	unstated
4289	18499	3896	unstated
4290	18500	3897	unstated
4291	18501	3897	unstated
4292	18502	3898	unstated
4293	18503	3898	unstated
4294	18504	3899	unstated
4295	18505	3899	unstated
4296	18506	3900	unstated
4297	18507	3900	unstated
4298	18508	3901	unstated
4299	18509	3901	unstated
4300	18510	3902	unstated
4301	18511	3902	unstated
4302	18512	3903	unstated
4303	18513	3903	unstated
4304	18514	3904	unstated
4305	18515	3904	unstated
4306	18516	3905	unstated
4307	18517	3905	unstated
4308	18518	3906	unstated
4309	18519	3906	unstated
4310	18520	3907	unstated
4311	18521	3907	unstated
4312	18522	3908	unstated
4313	18523	3908	unstated
4314	18524	3909	unstated
4315	18525	3909	unstated
4316	18526	3910	unstated
4317	18527	3910	unstated
4318	18528	3911	unstated
4319	18529	3911	unstated
4320	18530	3912	unstated
4321	18531	3912	unstated
4322	18532	3913	unstated
4323	18533	3913	unstated
4324	18534	3914	unstated
4325	18535	3914	unstated
4326	18536	3915	unstated
4327	18537	3915	unstated
4328	18538	3916	unstated
4329	18539	3916	unstated
4330	18540	3917	unstated
4331	18541	3917	unstated
4332	18542	3918	unstated
4333	18543	3918	unstated
4334	18544	3919	unstated
4335	18545	3919	unstated
4336	18546	3920	unstated
4337	18547	3920	unstated
4338	18548	3921	unstated
4339	18549	3921	unstated
4340	18550	3922	unstated
4341	18551	3922	unstated
4342	18552	3923	unstated
4343	18553	3923	unstated
4344	18554	3924	unstated
4345	18555	3924	unstated
4346	18556	3925	unstated
4347	18557	3925	unstated
4348	18558	3926	unstated
4349	18559	3926	unstated
4350	18560	3927	unstated
4351	18561	3927	unstated
4352	18562	3928	unstated
4353	18563	3928	unstated
4354	18564	3929	unstated
4355	18565	3929	unstated
4356	18566	3930	unstated
4357	18567	3930	unstated
4358	18568	3931	unstated
4359	18569	3931	unstated
4360	18570	3932	unstated
4361	18571	3932	unstated
4362	18572	3933	unstated
4363	18573	3933	unstated
4364	18574	3934	unstated
4365	18575	3934	unstated
4366	18576	3935	unstated
4367	18577	3935	unstated
4368	18578	3936	unstated
4369	18579	3936	unstated
4370	18580	3937	unstated
4371	18581	3937	unstated
4372	18582	3938	unstated
4373	18583	3938	unstated
4374	18584	3939	unstated
4375	18585	3939	unstated
4376	18586	3940	unstated
4377	18587	3940	unstated
4378	18588	3941	unstated
4379	18589	3941	unstated
4380	18590	3942	unstated
4381	18591	3942	unstated
4382	18592	3943	unstated
4383	18593	3943	unstated
4384	18594	3944	unstated
4385	18595	3944	unstated
4386	18596	3945	unstated
4387	18597	3945	unstated
4388	18598	3946	unstated
4389	18599	3946	unstated
4390	18600	3947	unstated
4391	18601	3947	unstated
4392	18602	3948	unstated
4393	18603	3948	unstated
4394	18604	3949	unstated
4395	18605	3949	unstated
4396	18606	3950	unstated
4397	18607	3950	unstated
4398	18608	3951	unstated
4399	18609	3951	unstated
4400	18610	3952	unstated
4401	18611	3952	unstated
4402	18612	3953	unstated
4403	18613	3953	unstated
4404	18614	3954	unstated
4405	18615	3954	unstated
4406	18616	3955	unstated
4407	18617	3955	unstated
4408	18618	3956	unstated
4409	18619	3956	unstated
4410	18620	3957	unstated
4411	18621	3957	unstated
4412	18622	3958	unstated
4413	18623	3958	unstated
4414	18624	3959	unstated
4415	18625	3959	unstated
4416	18626	3960	unstated
4417	18627	3960	unstated
4418	18628	3961	unstated
4419	18629	3961	unstated
4420	18630	3962	unstated
4421	18631	3962	unstated
4422	18632	3963	unstated
4423	18633	3963	unstated
4424	18634	3964	unstated
4425	18635	3964	unstated
4426	18636	3965	unstated
4427	18637	3965	unstated
4428	18638	3966	unstated
4429	18639	3966	unstated
4430	18640	3967	unstated
4431	18641	3967	unstated
4432	18642	3968	unstated
4433	18643	3968	unstated
4434	18644	3969	unstated
4435	18645	3969	unstated
4436	18646	3970	unstated
4437	18647	3970	unstated
4438	18648	3971	unstated
4439	18649	3971	unstated
4440	18650	3972	unstated
4441	18651	3972	unstated
4442	18652	3973	unstated
4443	18653	3973	unstated
4444	18654	3974	unstated
4445	18655	3974	unstated
4446	18656	3975	unstated
4447	18657	3975	unstated
4448	18658	3976	unstated
4449	18659	3976	unstated
4450	18660	3977	unstated
4451	18661	3977	unstated
4452	18662	3978	unstated
4453	18663	3978	unstated
4454	18664	3979	unstated
4455	18665	3979	unstated
4456	18666	3980	unstated
4457	18667	3980	unstated
4458	18668	3981	unstated
4459	18669	3981	unstated
4460	18670	3982	unstated
4461	18671	3982	unstated
4462	18672	3983	unstated
4463	18673	3983	unstated
4464	18674	3984	unstated
4465	18675	3984	unstated
4466	18676	3985	unstated
4467	18677	3985	unstated
4468	18678	3986	unstated
4469	18679	3986	unstated
4470	18680	3987	unstated
4471	18681	3987	unstated
4472	18682	3988	unstated
4473	18683	3988	unstated
4474	18684	3989	unstated
4475	18685	3990	unstated
4476	18686	3989	unstated
4477	18687	3990	unstated
4478	18688	3991	unstated
4479	18689	3991	unstated
4480	18690	3992	unstated
4481	18691	3992	unstated
4482	18692	3993	unstated
4483	18693	3993	unstated
4484	18694	3994	unstated
4485	18695	3994	unstated
4486	18696	3995	unstated
4487	18697	3995	unstated
4488	18698	3996	unstated
4489	18699	3996	unstated
4490	18700	3997	unstated
4491	18701	3997	unstated
4492	18702	3998	unstated
4493	18703	3998	unstated
4494	18704	3999	unstated
4495	18705	3999	unstated
4496	18706	4000	unstated
4497	18707	4000	unstated
4498	18708	4001	unstated
4499	18709	4001	unstated
4500	18710	4002	unstated
4501	18711	4002	unstated
4502	18712	4003	unstated
4503	18713	4003	unstated
4504	18714	4004	unstated
4505	18715	4004	unstated
4506	18716	4005	unstated
4507	18717	4005	unstated
4508	18718	4006	unstated
4509	18719	4006	unstated
4510	18720	4007	unstated
4511	18721	4007	unstated
4512	18722	4008	unstated
4513	18723	4008	unstated
4514	18724	4009	unstated
4515	18725	4009	unstated
4516	18726	4010	unstated
4517	18727	4010	unstated
4518	18728	4011	unstated
4519	18729	4011	unstated
4520	18730	4012	unstated
4521	18731	4012	unstated
4522	18732	4013	unstated
4523	18733	4013	unstated
4524	18734	4014	unstated
4525	18735	4014	unstated
4526	18736	4015	unstated
4527	18737	4015	unstated
4528	18738	4016	unstated
4529	18739	4016	unstated
4530	18740	4017	unstated
4531	18741	4017	unstated
4532	18742	4018	unstated
4533	18743	4018	unstated
4534	18744	4019	unstated
4535	18745	4019	unstated
4536	18746	4020	unstated
4537	18747	4020	unstated
4538	18748	4021	unstated
4539	18749	4021	unstated
4540	18750	4022	unstated
4541	18751	4022	unstated
4542	18752	4023	unstated
4543	18753	4023	unstated
4544	18754	4024	unstated
4545	18755	4024	unstated
4546	18756	4025	unstated
4547	18757	4025	unstated
4548	18758	4026	unstated
4549	18759	4026	unstated
4550	18760	4027	unstated
4551	18761	4027	unstated
4552	18762	4028	unstated
4553	18763	4028	unstated
4554	18764	4029	unstated
4555	18765	4029	unstated
4556	18766	4030	unstated
4557	18767	4030	unstated
4558	18768	4031	unstated
4559	18769	4031	unstated
4560	18770	4032	unstated
4561	18771	4032	unstated
4562	18772	4033	unstated
4563	18773	4033	unstated
4564	18774	4034	unstated
4565	18775	4034	unstated
4566	18776	4035	unstated
4567	18777	4035	unstated
4568	18778	4036	unstated
4569	18779	4036	unstated
4570	18780	4037	unstated
4571	18781	4037	unstated
4572	18782	4038	unstated
4573	18783	4038	unstated
4574	18784	4039	unstated
4575	18785	4039	unstated
4576	18786	4040	unstated
4577	18787	4040	unstated
4578	18788	4041	unstated
4579	18789	4041	unstated
4580	18790	4042	unstated
4581	18791	4042	unstated
4582	18792	4043	unstated
4583	18793	4043	unstated
4584	18794	4044	unstated
4585	18795	4044	unstated
4586	18796	4045	unstated
4587	18797	4045	unstated
4588	18798	4046	unstated
4589	18799	4046	unstated
4590	18800	4047	unstated
4591	18801	4047	unstated
4592	18802	4048	unstated
4593	18803	4048	unstated
4594	18804	4049	unstated
4595	18805	4049	unstated
4596	18806	4050	unstated
4597	18807	4050	unstated
4598	18808	4051	unstated
4599	18809	4051	unstated
4600	18810	4052	unstated
4601	18811	4052	unstated
4602	18812	4053	unstated
4603	18813	4053	unstated
4604	18814	4054	unstated
4605	18815	4054	unstated
4606	18816	4055	unstated
4607	18817	4055	unstated
4608	18818	4056	unstated
4609	18819	4056	unstated
4610	18820	4057	unstated
4611	18821	4057	unstated
4612	18822	4058	unstated
4613	18823	4058	unstated
4614	18824	4059	unstated
4615	18825	4059	unstated
4616	18826	4060	unstated
4617	18827	4060	unstated
4618	18828	4061	unstated
4619	18829	4061	unstated
4620	18830	4062	unstated
4621	18831	4062	unstated
4622	18832	4063	unstated
4623	18833	4063	unstated
4624	18834	4064	unstated
4625	18835	4064	unstated
4626	18836	4065	unstated
4627	18837	4065	unstated
4628	18838	4066	unstated
4629	18839	4066	unstated
4630	18840	4067	unstated
4631	18841	4067	unstated
4632	18842	4068	unstated
4633	18843	4068	unstated
4634	18844	4069	unstated
4635	18845	4069	unstated
4636	18846	4070	unstated
4637	18847	4070	unstated
4638	18848	4071	unstated
4639	18849	4071	unstated
4640	18850	4072	unstated
4641	18851	4072	unstated
4642	18852	4073	unstated
4643	18853	4073	unstated
4644	18854	4074	unstated
4645	18855	4074	unstated
4646	18856	4075	unstated
4647	18857	4075	unstated
4648	18858	4076	unstated
4649	18859	4076	unstated
4650	18860	4077	unstated
4651	18861	4077	unstated
4652	18862	4078	unstated
4653	18863	4078	unstated
4654	18864	4079	unstated
4655	18865	4079	unstated
4656	18866	4080	unstated
4657	18867	4080	unstated
4658	18868	4081	unstated
4659	18869	4081	unstated
4660	18870	4082	unstated
4661	18871	4082	unstated
4662	18872	4083	unstated
4663	18873	4083	unstated
4664	18874	4084	unstated
4665	18875	4084	unstated
4666	18876	4085	unstated
4667	18877	4085	unstated
4668	18878	4086	unstated
4669	18879	4086	unstated
4670	18880	4087	unstated
4671	18881	4087	unstated
4672	18882	4088	unstated
4673	18883	4088	unstated
4674	18884	4089	unstated
4675	18885	4089	unstated
4676	18886	4090	unstated
4677	18887	4090	unstated
4678	18888	4091	unstated
4679	18889	4091	unstated
4680	18890	4092	unstated
4681	18891	4092	unstated
4682	18892	4093	unstated
4683	18893	4093	unstated
4684	18894	4094	unstated
4685	18895	4094	unstated
4686	18896	4095	unstated
4687	18897	4095	unstated
4688	18898	4096	unstated
4689	18899	4096	unstated
4690	18900	4097	unstated
4691	18901	4097	unstated
4692	18902	4098	unstated
4693	18903	4098	unstated
4694	18904	4099	unstated
4695	18905	4099	unstated
4696	18906	4100	unstated
4697	18907	4100	unstated
4698	18908	4101	unstated
4699	18909	4101	unstated
4700	18910	4102	unstated
4701	18911	4102	unstated
4702	18912	4103	unstated
4703	18913	4103	unstated
4704	18914	4104	unstated
4705	18915	4104	unstated
4706	18916	4105	unstated
4707	18917	4105	unstated
4708	18918	4106	unstated
4709	18919	4106	unstated
4710	18920	4107	unstated
4711	18921	4107	unstated
4712	18922	4108	unstated
4713	18923	4108	unstated
4714	18924	4109	unstated
4715	18925	4109	unstated
4716	18926	4110	unstated
4717	18927	4110	unstated
4718	18928	4111	unstated
4719	18929	4111	unstated
4720	18930	4112	unstated
4721	18931	4113	unstated
4722	18932	4112	unstated
4723	18933	4113	unstated
4724	18934	4114	unstated
4725	18935	4114	unstated
4726	18936	4115	unstated
4727	18937	4115	unstated
4728	18938	4116	unstated
4729	18939	4116	unstated
4730	18940	4117	unstated
4731	18941	4117	unstated
4732	18942	4118	unstated
4733	18943	4118	unstated
4734	18944	4119	unstated
4735	18945	4119	unstated
4736	18946	4120	unstated
4737	18947	4120	unstated
4738	18948	4121	unstated
4739	18949	4121	unstated
4740	18950	4122	unstated
4741	18951	4122	unstated
4742	18952	4123	unstated
4743	18953	4123	unstated
4744	18954	4124	unstated
4745	18955	4124	unstated
4746	18956	4125	unstated
4747	18957	4125	unstated
4748	18958	4126	unstated
4749	18959	4126	unstated
4750	18960	4127	unstated
4751	18961	4127	unstated
4752	18962	4128	unstated
4753	18963	4128	unstated
4754	18964	4129	unstated
4755	18965	4129	unstated
4756	18966	4130	unstated
4757	18967	4130	unstated
4758	18968	4131	unstated
4759	18969	4131	unstated
4760	18970	4132	unstated
4761	18971	4132	unstated
4762	18972	4133	unstated
4763	18973	4133	unstated
4764	18974	4134	unstated
4765	18975	4134	unstated
4766	18976	4135	unstated
4767	18977	4135	unstated
4768	18978	4136	unstated
4769	18979	4136	unstated
4770	18980	4137	unstated
4771	18981	4137	unstated
4772	18982	4138	unstated
4773	18983	4138	unstated
4774	18984	4139	unstated
4775	18985	4139	unstated
4776	18986	4140	unstated
4777	18987	4140	unstated
4778	18988	4141	unstated
4779	18989	4141	unstated
4780	18990	4142	unstated
4781	18991	4142	unstated
4782	18992	4143	unstated
4783	18993	4143	unstated
4784	18994	4144	unstated
4785	18995	4144	unstated
4786	18996	4145	unstated
4787	18997	4145	unstated
4788	18998	4146	unstated
4789	18999	4146	unstated
4790	19000	4147	unstated
4791	19001	4147	unstated
4792	19002	4148	unstated
4793	19003	4148	unstated
4794	19004	4149	unstated
4795	19005	4149	unstated
4796	19006	4150	unstated
4797	19007	4150	unstated
4798	19008	4151	unstated
4799	19009	4151	unstated
4800	19010	4152	unstated
4801	19011	4152	unstated
4802	19012	4153	unstated
4803	19013	4153	unstated
4804	19014	4154	unstated
4805	19015	4154	unstated
4806	19016	4155	unstated
4807	19017	4155	unstated
4808	19018	4156	Sir
4809	19019	4156	unstated
4810	19020	4157	unstated
4811	19021	4157	unstated
4812	19022	4158	unstated
4813	19023	4158	unstated
4814	19024	4159	unstated
4815	19025	4159	unstated
4816	19026	4160	unstated
4817	19027	4160	unstated
4818	19028	4161	unstated
4819	19029	4161	unstated
4820	19030	4162	unstated
4821	19031	4162	unstated
4822	19032	4163	unstated
4823	19033	4163	unstated
4824	19034	4164	unstated
4825	19035	4164	unstated
4826	19036	4165	unstated
4827	19037	4165	unstated
4828	19038	4166	unstated
4829	19039	4166	unstated
4830	19040	4167	unstated
4831	19041	4167	unstated
4832	19042	4168	unstated
4833	19043	4168	unstated
4834	19044	4169	unstated
4835	19045	4169	unstated
4836	19046	4170	unstated
4837	19047	4170	unstated
4838	19048	4171	unstated
4839	19049	4171	unstated
4840	19050	4172	unstated
4841	19051	4172	unstated
4842	19052	4173	unstated
4843	19053	4173	unstated
4844	19054	4174	unstated
4845	19055	4174	unstated
4846	19056	4175	unstated
4847	19057	4175	unstated
4848	19058	4176	unstated
4849	19059	4176	unstated
4850	19060	4177	unstated
4851	19061	4177	unstated
4852	19062	4178	unstated
4853	19063	4178	unstated
4854	19064	4179	unstated
4855	19065	4179	unstated
4856	19066	4180	unstated
4857	19067	4180	unstated
4858	19068	4181	unstated
4859	19069	4181	unstated
4860	19070	4182	unstated
4861	19071	4182	unstated
4862	19072	4183	unstated
4863	19073	4183	unstated
4864	19074	4184	unstated
4865	19075	4184	unstated
4866	19076	4185	unstated
4867	19077	4185	unstated
4868	19078	4186	unstated
4869	19079	4186	unstated
4870	19080	4187	unstated
4871	19081	4187	unstated
4872	19082	4188	unstated
4873	19083	4188	unstated
4874	19084	4189	unstated
4875	19085	4189	unstated
4876	19086	4190	unstated
4877	19087	4190	unstated
4878	19088	4191	unstated
4879	19089	4191	unstated
4880	19090	4192	unstated
4881	19091	4192	unstated
4882	19092	4193	unstated
4883	19093	4193	unstated
4884	19094	4194	unstated
4885	19095	4194	unstated
4886	19096	4195	unstated
4887	19097	4195	unstated
4888	19098	4196	unstated
4889	19099	4196	unstated
4890	19100	4197	unstated
4891	19101	4197	unstated
4892	19102	4198	unstated
4893	19103	4198	unstated
4894	19104	4199	unstated
4895	19105	4199	unstated
4896	19106	4200	unstated
4897	19107	4200	unstated
4898	19108	4201	unstated
4899	19109	4201	unstated
4900	19110	4202	unstated
4901	19111	4202	unstated
4902	19112	4203	unstated
4903	19113	4203	unstated
4904	19114	4204	unstated
4905	19115	4204	unstated
4906	19116	4205	unstated
4907	19117	4205	unstated
4908	19118	4206	unstated
4909	19119	4206	unstated
4910	19120	4208	unstated
4911	19121	4208	unstated
4912	19122	4209	unstated
4913	19123	4209	unstated
4914	19124	4210	unstated
4915	19125	4210	unstated
4916	19126	4211	unstated
4917	19127	4211	unstated
4918	19128	4212	unstated
4919	19129	4212	unstated
4920	19130	4213	unstated
4921	19131	4213	unstated
4922	19132	4214	unstated
4923	19133	4214	unstated
4924	19134	4215	unstated
4925	19135	4215	unstated
4926	19136	4216	unstated
4927	19137	4216	unstated
4928	19138	4217	unstated
4929	19139	4217	unstated
4930	19140	4218	unstated
4931	19141	4218	unstated
4932	19142	4219	unstated
4933	19143	4219	unstated
4934	19144	4220	unstated
4935	19145	4220	unstated
4936	19146	4221	unstated
4937	19147	4221	unstated
4938	19148	4222	unstated
4939	19149	4222	unstated
4940	19150	4223	unstated
4941	19151	4223	unstated
4942	19152	4224	unstated
4943	19153	4224	unstated
4944	19154	4225	unstated
4945	19155	4225	unstated
4946	19156	4226	unstated
4947	19157	4226	unstated
4948	19158	4227	unstated
4949	19159	4227	unstated
4950	19160	4228	unstated
4951	19161	4228	unstated
4952	19162	4229	unstated
4953	19163	4229	unstated
4954	19164	4230	unstated
4955	19165	4230	unstated
4956	19166	4231	unstated
4957	19167	4231	unstated
4958	19168	4232	unstated
4959	19169	4232	unstated
4960	19170	4233	unstated
4961	19171	4233	unstated
4962	19172	4234	unstated
4963	19173	4234	unstated
4964	19174	4235	unstated
4965	19175	4235	unstated
4966	19176	4236	unstated
4967	19177	4236	unstated
4968	19178	4237	unstated
4969	19179	4237	unstated
4970	19180	4238	unstated
4971	19181	4238	unstated
4972	19182	4239	unstated
