ind_age_mar_stat_id	pid	agemaritalstatus
4523	6003	isservant
4524	6004	isservant
4525	6008	isservant
4526	6009	isservant
4527	6010	isservant
4528	6011	isservant
4529	6018	isservant
4530	6019	isservant
4531	6020	isservant
4532	6021	isservant
4533	6027	isservant
4534	6028	isservant
4535	6029	isservant
4536	6030	isservant
4537	6032	isservant
4538	6033	isservant
4539	6034	isservant
4540	6035	isservant
4541	6036	isservant
4542	6037	isservant
4543	6038	isservant
4544	6039	isservant
4545	6043	isservant
4546	6050	isservant
4547	6051	isservant
4548	6052	isservant
4549	6053	isservant
4550	6056	isservant
4551	6057	isservant
4552	6058	isservant
4553	6063	isservant
4554	6064	isservant
4555	6065	isservant
4556	6066	isservant
4557	6067	isservant
4558	6070	isservant
4559	6071	isservant
4560	6072	isservant
4561	6074	isservant
4562	6075	isservant
4563	6079	isservant
4564	6080	isservant
4565	6084	isservant
4566	6089	isservant
4567	6094	isservant
4568	6095	isservant
4569	6098	isservant
4570	6100	isservant
4571	6103	isservant
4572	6104	isservant
4573	6107	isservant
4574	6115	isservant
4575	6116	isservant
4576	6120	isservant
4577	6121	isservant
4578	6124	isservant
4579	6125	isservant
4580	6128	isservant
4581	6134	isservant
4582	6135	isservant
4583	6136	isservant
4584	6137	isservant
4585	6140	isservant
4586	6141	isservant
4587	6146	isservant
4588	6149	isservant
4589	6156	isservant
4590	6172	isservant
4591	6173	isservant
4592	6177	isservant
4593	6180	isservant
4594	6181	isservant
4595	6184	isservant
4596	6185	isservant
4597	6194	isservant
4598	6195	isservant
4599	6196	isservant
4600	6199	isservant
4601	6200	isservant
4602	6206	isservant
4603	6207	isservant
4604	6209	isservant
4605	6210	isservant
4606	6211	isservant
4607	6217	isservant
4608	6218	isservant
4609	6219	isservant
4610	6220	isservant
4611	6224	isservant
4612	6225	isservant
4613	6229	isservant
4614	6230	isservant
4615	6231	isservant
4616	6234	isservant
4617	6241	isservant
4618	6242	isservant
4619	6243	isservant
4620	6250	isservant
4621	6259	isservant
4622	6282	isservant
4623	6283	isservant
4624	6284	isservant
4625	6285	isservant
4626	6289	isservant
4627	6290	isservant
4628	6293	isservant
4629	6301	isservant
4630	6302	isservant
4631	6327	isservant
4632	6335	isservant
4633	6336	isservant
4634	6337	isservant
4635	6338	isservant
4636	6339	isservant
4637	6349	isservant
4638	6350	isservant
4639	5996	hasservant
4640	5997	hasservant
4641	6005	hasservant
4642	6006	hasservant
4643	6012	hasservant
4644	6013	hasservant
4645	6023	hasservant
4646	6024	hasservant
4647	6031	hasservant
4648	6041	hasservant
4649	6042	hasservant
4650	6054	hasservant
4651	6055	hasservant
4652	6059	hasservant
4653	6060	hasservant
4654	6069	hasservant
4655	6077	hasservant
4656	6078	hasservant
4657	6086	hasservant
4658	6090	hasservant
4659	6096	hasservant
4660	6097	hasservant
4661	6099	hasservant
4662	6101	hasservant
4663	6102	hasservant
4664	6109	hasservant
4665	6110	hasservant
4666	6118	hasservant
4667	6119	hasservant
4668	6122	hasservant
4669	6123	hasservant
4670	6126	hasservant
4671	6127	hasservant
4672	6129	hasservant
4673	6130	hasservant
4674	6131	hasservant
4675	6132	hasservant
4676	6138	hasservant
4677	6139	hasservant
4678	6142	hasservant
4679	6143	hasservant
4680	6147	hasservant
4681	6148	hasservant
4682	6155	hasservant
4683	6170	hasservant
4684	6171	hasservant
4685	6174	hasservant
4686	6175	hasservant
4687	6178	hasservant
4688	6182	hasservant
4689	6183	hasservant
4690	6190	hasservant
4691	6191	hasservant
4692	6197	hasservant
4693	6198	hasservant
4694	6205	hasservant
4695	6208	hasservant
4696	6212	hasservant
4697	6213	hasservant
4698	6221	hasservant
4699	6222	hasservant
4700	6226	hasservant
4701	6227	hasservant
4702	6235	hasservant
4703	6236	hasservant
4704	6249	hasservant
4705	6250	hasservant
4706	6257	hasservant
4707	6258	hasservant
4708	6259	hasservant
4709	6286	hasservant
4710	6287	hasservant
4711	6291	hasservant
4712	6293	hasservant
4713	6298	hasservant
4714	6299	hasservant
4715	6326	hasservant
4716	6327	hasservant
4717	6334	hasservant
4718	6340	hasservant
4719	6341	hasservant
4720	6027	bachelor
4721	6034	bachelor
4722	6041	bachelor
4723	6042	bachelor
4724	6063	bachelor
4725	6069	bachelor
4726	6076	bachelor
4727	6081	bachelor
4728	6082	bachelor
4729	6085	bachelor
4730	6103	bachelor
4731	6105	bachelor
4732	6106	bachelor
4733	6186	bachelor
4734	6187	bachelor
4735	6205	bachelor
4736	6229	bachelor
4737	6249	bachelor
4738	6291	bachelor
4739	6335	bachelor
4740	6348	bachelor
4741	6086	widow
4742	6178	widow
4743	6232	widow
4744	6254	widow
4745	6308	widow
4746	6309	widow
4747	6326	widow
4748	6331	widow
4749	6208	widower
4750	6334	widower
4751	6347	widower
4752	6022	lodger
4753	6068	lodger
4755	6081	lodger
4757	6152	lodger
4759	6170	lodger
4760	6186	lodger
4761	6187	lodger
4763	6202	lodger
4765	6204	lodger
4767	6254	lodger
4769	6256	lodger
4772	6296	lodger
4774	6307	lodger
4775	6331	lodger
4778	6163	single
4779	6188	single
4780	6189	single
4781	5996	married
4782	5997	married
4783	6005	married
4784	6006	married
4785	6012	married
4786	6013	married
4787	6017	married
4788	6018	married
4789	6023	married
4790	6024	married
4791	6045	married
4792	6046	married
4793	6054	married
4794	6055	married
4795	6059	married
4796	6060	married
4797	6077	married
4798	6078	married
4799	6090	married
4800	6091	married
4801	6096	married
4802	6097	married
4803	6101	married
4804	6102	married
4805	6109	married
4806	6110	married
4807	6118	married
4808	6119	married
4809	6122	married
4810	6123	married
4811	6126	married
4812	6127	married
4813	6129	married
4814	6130	married
4815	6131	married
4816	6132	married
4817	6138	married
4818	6139	married
4819	6142	married
4820	6143	married
4821	6147	married
4822	6148	married
4823	6159	married
4824	6160	married
4825	6164	married
4826	6165	married
4827	6170	married
4828	6171	married
4829	6174	married
4830	6175	married
4831	6182	married
4832	6183	married
4833	6190	married
4834	6191	married
4835	6197	married
4836	6198	married
4837	6203	married
4838	6204	married
4839	6212	married
4840	6213	married
4841	6221	married
4842	6222	married
4843	6226	married
4844	6227	married
4845	6235	married
4846	6236	married
4847	6244	married
4848	6245	married
4849	6251	married
4850	6252	married
4851	6253	married
4852	6257	married
4853	6258	married
4854	6260	married
4855	6261	married
4856	6268	married
4857	6269	married
4858	6278	married
4859	6279	married
4860	6286	married
4861	6287	married
4862	6298	married
4863	6299	married
4864	6303	married
4865	6304	married
4866	6310	married
4867	6311	married
4868	6313	married
4869	6314	married
4870	6317	married
4871	6318	married
4872	6319	married
4873	6320	married
4874	6324	married
4875	6325	married
4876	6328	married
4877	6329	married
4878	6340	married
4879	6341	married
4880	6351	married
4881	6352	married
4882	5996	children
4883	5997	children
4884	6005	children
4885	6006	children
4886	6012	children
4887	6013	children
4888	6023	children
4889	6024	children
4890	6059	children
4891	6060	children
4892	6086	children
4893	6090	children
4894	6091	children
4895	6109	children
4896	6110	children
4897	6131	children
4898	6132	children
4899	6142	children
4900	6143	children
4901	6150	children
4902	6152	children
4903	6159	children
4904	6160	children
4905	6174	children
4906	6175	children
4907	6178	children
4908	6179	children
4909	6190	children
4910	6191	children
4911	6212	children
4912	6213	children
4913	6221	children
4914	6222	children
4915	6226	children
4916	6227	children
4917	6232	children
4918	6235	children
4919	6236	children
4920	6254	children
4921	6260	children
4922	6261	children
4923	6268	children
4924	6269	children
4925	6276	children
4926	6278	children
4927	6279	children
4928	6286	children
4929	6287	children
4930	6292	children
4931	6298	children
4932	6299	children
4933	6303	children
4934	6304	children
4935	6310	children
4936	6311	children
4937	6313	children
4938	6314	children
4939	6319	children
4940	6320	children
4941	6329	children
4942	6331	children
4943	6332	children
4944	6333	children
4945	6340	children
4946	6341	children
4947	5998	livingparent
4948	5999	livingparent
4949	6000	livingparent
4950	6001	livingparent
4951	6007	livingparent
4952	6014	livingparent
4953	6015	livingparent
4954	6016	livingparent
4955	6025	livingparent
4956	6026	livingparent
4957	6061	livingparent
4958	6062	livingparent
4959	6087	livingparent
4960	6088	livingparent
4961	6092	livingparent
4962	6093	livingparent
4963	6111	livingparent
4964	6112	livingparent
4965	6113	livingparent
4966	6114	livingparent
4967	6133	livingparent
4968	6144	livingparent
4969	6145	livingparent
4970	6151	livingparent
4971	6153	livingparent
4972	6161	livingparent
4973	6162	livingparent
4974	6176	livingparent
4975	6179	livingparent
4976	6192	livingparent
4977	6214	livingparent
4978	6215	livingparent
4979	6216	livingparent
4980	6223	livingparent
4981	6228	livingparent
4982	6233	livingparent
4983	6237	livingparent
4984	6238	livingparent
4985	6239	livingparent
4986	6240	livingparent
4987	6255	livingparent
4988	6256	livingparent
4989	6262	livingparent
4990	6263	livingparent
4991	6264	livingparent
4992	6270	livingparent
4993	6271	livingparent
4994	6272	livingparent
4995	6277	livingparent
4996	6280	livingparent
4997	6281	livingparent
4998	6288	livingparent
4999	6291	livingparent
5000	6300	livingparent
5001	6305	livingparent
5002	6306	livingparent
5003	6312	livingparent
5004	6315	livingparent
5005	6316	livingparent
5006	6321	livingparent
5007	6330	livingparent
5008	6332	livingparent
5009	6333	livingparent
5010		livingparent
5011	6342	livingparent
5012	6343	livingparent
5013	6344	livingparent
5014	5998	sibling
5015	5999	sibling
5016	6000	sibling
5017	6001	sibling
5018	6014	sibling
5019	6015	sibling
5020	6016	sibling
5021	6025	sibling
5022	6026	sibling
5023	6061	sibling
5024	6062	sibling
5025	6082	sibling
5026	6083	sibling
5027	6084	sibling
5028	6087	sibling
5029	6088	sibling
5030	6092	sibling
5031	6093	sibling
5032	6111	sibling
5033	6112	sibling
5034	6113	sibling
5035	6114	sibling
5036	6144	sibling
5037	6145	sibling
5038	6157	sibling
5039	6158	sibling
5040	6161	sibling
5041	6162	sibling
5042	6190	sibling
5043	6193	sibling
5044	6194	sibling
5045	6214	sibling
5046	6215	sibling
5047	6216	sibling
5048	6237	sibling
5049	6238	sibling
5050	6239	sibling
5051	6240	sibling
5052	6255	sibling
5053	6256	sibling
5054	6262	sibling
5055	6263	sibling
5056	6264	sibling
5057	6270	sibling
5058	6271	sibling
5059	6272	sibling
5060	6280	sibling
5061	6281	sibling
5062	6305	sibling
5063	6306	sibling
5064	6315	sibling
5065	6316	sibling
5066	6332	sibling
5067	6333	sibling
5068	6342	sibling
5069	6343	sibling
5070	6344	sibling
5071	6276	senior
5072	6278	junior
5073	6001	isdead
5074	6010	married
5075	6073	hasservant
5076	6355	married
5077	6356	married
5078	6363	married
5079	6364	married
5080	6368	married
5081	6369	married
5082	6374	married
5083	6375	married
5084	6376	married
5085	6377	married
5086	6391	married
5087	6392	married
5088	6398	married
5089	6399	married
5090	6403	married
5091	6404	married
5092	6406	married
5093	6407	married
5094	6423	married
5095	6424	married
5096	6425	married
5097	6426	married
5098	6432	married
5099	6433	married
5100	6435	married
5101	6436	married
5102	6437	married
5103	6438	married
5104	6442	married
5105	6443	married
5106	6457	married
5107	6461	married
5108	6462	married
5109	6467	married
5110	6468	married
5111	6469	married
5112	6470	married
5113	6472	married
5114	6473	married
5115	6475	married
5116	6476	married
5117	6483	married
5118	6484	married
5119	6495	married
5120	6496	married
5121	6501	married
5122	6502	married
5123	6512	married
5124	6513	married
5125	6521	married
5126	6522	married
5127	6534	married
5128	6535	married
5129	6544	married
5130	6545	married
5131	6550	married
5132	6551	married
5133	6558	married
5134	6559	married
5135	6567	married
5136	6568	married
5137	6573	married
5138	6574	married
5139	6575	married
5140	6578	married
5141	6579	married
5142	6587	married
5143	6588	married
5144	6593	married
5145	6594	married
5146	6603	married
5147	6604	married
5148	6610	married
5149	6611	married
5150	6620	married
5151	6621	married
5152	6623	married
5153	6624	married
5154	6628	married
5155	6629	married
5156	6633	married
5157	6634	married
5158	6646	married
5159	6647	married
5160	6651	married
5161	6652	married
5162	6653	married
5163	6654	married
5164	6658	married
5165	6659	married
5166	6669	married
5167	6670	married
5168	6674	married
5169	6675	married
5170	6677	married
5171	6678	married
5172	6682	married
5173	6683	married
5174	6693	married
5175	6694	married
5176	6698	married
5177	6699	married
5178	6703	married
5179	6704	married
5180	6710	married
5181	6711	married
5182	6717	married
5183	6718	married
5184	6727	married
5185	6728	married
5186	6733	married
5187	6734	married
5188	6742	married
5189	6743	married
5190	6749	married
5191	6750	married
5192	6753	married
5193	6754	married
5194	6756	married
5195	6757	married
5196	6762	married
5197	6763	married
5198	6764	married
5199	6765	married
5200	6769	married
5201	6770	married
5202	6776	married
5203	6777	married
5204	6780	married
5205	6781	married
5206	6782	married
5207	6783	married
5208	6785	married
5209	6786	married
5210	6788	married
5211	6789	married
5212	6797	married
5213	6798	married
5214	6801	married
5215	6802	married
5216	6810	married
5217	6811	married
5218	6815	married
5219	6816	married
5220	6820	married
5221	6821	married
5222	6834	married
5223	6835	married
5224	6842	married
5225	6843	married
5226	6856	married
5227	6857	married
5228	6869	married
5229	6870	married
5230	6873	married
5231	6874	married
5232	6882	married
5233	6883	married
5234	6891	married
5235	6892	married
5236	6895	married
5237	6896	married
5238	6903	married
5239	6904	married
5240	6906	married
5241	6907	married
5242	6918	married
5243	6919	married
5244	6926	married
5245	6927	married
5246	6934	married
5247	6935	married
5248	6941	married
5249	6942	married
5250	6943	married
5251	6944	married
5252	6951	married
5253	6952	married
5254	6953	married
5255	6954	married
5256	6965	married
5257	6966	married
5258	6972	married
5259	6973	married
5260	6978	married
5261	6979	married
5262	6996	married
5263	6997	married
5264	7000	married
5265	7001	married
5266	7004	married
5267	7005	married
5268	7011	married
5269	7012	married
5270	7019	married
5271	7020	married
5272	7021	married
5273	7022	married
5274	6357	child
5275	6358	child
5276	6359	child
5277	6365	child
5278	6366	child
5279	6370	child
5280	6373	child
5281	6378	child
5282	6379	child
5283	6386	child
5284	6387	child
5285	6388	child
5286	6389	child
5287	6393	child
5288	6394	child
5289	6397	child
5290	6400	child
5291	6401	child
5292	6402	child
5293	6415	child
5294	6418	child
5295	6419	child
5296	6420	child
5297	6421	child
5298	6422	child
5299	6428	child
5300	6429	child
5301	6430	child
5302	6431	child
5303	6434	child
5304	6439	child
5305	6440	child
5306	6441	child
5307	6444	child
5308	6449	child
5309	6452	child
5310	6453	child
5311	6458	child
5312	6463	child
5313	6474	child
5314	6480	child
5315	6490	child
5316	6492	child
5317	6514	child
5318	6515	child
5319	6523	child
5320	6524	child
5321	6525	child
5322	6537	child
5323	6538	child
5324	6546	child
5325	6552	child
5326	6560	child
5327	6576	child
5328	6577	child
5329	6580	child
5330	6581	child
5331	6589	child
5332	6590	child
5333	6602	child
5334	6609	child
5335	6613	child
5336	6614	child
5337	6625	child
5338	6626	child
5339	6635	child
5340	6636	child
5341	6642	child
5342	6644	child
5343	6645	child
5344	6648	child
5345	6655	child
5346	6656	child
5347	6660	child
5348	6661	child
5349	6679	child
5350	6689	child
5351	6695	child
5352	6696	child
5353	6705	child
5354	6706	child
5355	6712	child
5356	6713	child
5357	6714	child
5358	6719	child
5359	6720	child
5360	6729	child
5361	6730	child
5362	6731	child
5363	6738	child
5364	6745	child
5365	6746	child
5366	6747	child
5367	6758	child
5368	6759	child
5369	6771	child
5370	6772	child
5371	6773	child
5372	6778	child
5373	6790	child
5374	6803	child
5375	6804	child
5376	6805	child
5377	6806	child
5378	6812	child
5379	6813	child
5380	6814	child
5381	6822	child
5382	6823	child
5383	6824	child
5384	6825	child
5385	6836	child
5386	6858	child
5387	6864	child
5388	6875	child
5389	6900	child
5390	6901	child
5391	6908	child
5392	6920	child
5393	6921	child
5394	6928	child
5395	6929	child
5396	6930	child
5397	6945	child
5398	6955	child
5399	6967	child
5400	6968	child
5401	6969	child
5402	6980	child
5403	6981	child
5404	6982	child
5405	6983	child
5406	7002	child
5407	7017	child
5408	7023	child
5409	6355	children
5410	6356	children
5411	6363	children
5412	6364	children
5413	6368	children
5414	6369	children
5415	6372	children
5416	6376	children
5417	6377	children
5418	6385	children
5419	6391	children
5420	6392	children
5421	6398	children
5422	6399	children
5423	6410	children
5424	6411	children
5425	6414	children
5426	6427	children
5427	6432	children
5428	6433	children
5429	6437	children
5430	6438	children
5431	6442	children
5432	6443	children
5433	6448	children
5434	6451	children
5435	6456	children
5436	6457	children
5437	6461	children
5438	6462	children
5439	6472	children
5440	6473	children
5441	6479	children
5442	6489	children
5443	6491	children
5444	6512	children
5445	6513	children
5446	6521	children
5447	6522	children
5448	6536	children
5449	6544	children
5450	6545	children
5451	6550	children
5452	6551	children
5453	6558	children
5454	6559	children
5455	6574	children
5456	6575	children
5457	6578	children
5458	6579	children
5459	6587	children
5460	6588	children
5461	6601	children
5462	6608	children
5463	6610	children
5464	6611	children
5465	6623	children
5466	6624	children
5467	6633	children
5468	6634	children
5469	6641	children
5470	6643	children
5471	6646	children
5472	6647	children
5473	6653	children
5474	6654	children
5475	6658	children
5476	6659	children
5477	6677	children
5478	6678	children
5479	6688	children
5480	6693	children
5481	6694	children
5482	6703	children
5483	6704	children
5484	6710	children
5485	6711	children
5486	6717	children
5487	6718	children
5488	6727	children
5489	6728	children
5490	6733	children
5491	6734	children
5492	6742	children
5493	6743	children
5494	6756	children
5495	6757	children
5496	6769	children
5497	6770	children
5498	6776	children
5499	6777	children
5500	6788	children
5501	6789	children
5502	6801	children
5503	6802	children
5504	6810	children
5505	6811	children
5506	6820	children
5507	6821	children
5508	6834	children
5509	6835	children
5510	6856	children
5511	6857	children
5512	6863	children
5513	6873	children
5514	6874	children
5515	6895	children
5516	6896	children
5517	6906	children
5518	6907	children
5519	6918	children
5520	6919	children
5521	6926	children
5522	6927	children
5523	6943	children
5524	6944	children
5525	6951	children
5526	6952	children
5527	6953	children
5528	6954	children
5529	6965	children
5530	6966	children
5531	6978	children
5532	6979	children
5533	7000	children
5534	7001	children
5535	7016	children
5536	7021	children
5537	7022	children
5538	6357	sibling
5539	6358	sibling
5540	6359	sibling
5541	6365	sibling
5542	6366	sibling
5543	6378	sibling
5544	6379	sibling
5545	6380	sibling
5546	6381	sibling
5547	6386	sibling
5548	6387	sibling
5549	6388	sibling
5550	6389	sibling
5551	6393	sibling
5552	6394	sibling
5553	6400	sibling
5554	6401	sibling
5555	6402	sibling
5556	6418	sibling
5557	6419	sibling
5558	6428	sibling
5559	6429	sibling
5560	6430	sibling
5561	6431	sibling
5562	6439	sibling
5563	6440	sibling
5564	6441	sibling
5565	6452	sibling
5566	6453	sibling
5567	6514	sibling
5568	6515	sibling
5569	6523	sibling
5570	6524	sibling
5571	6525	sibling
5572	6537	sibling
5573	6538	sibling
5574	6555	sibling
5575	6564	sibling
5576	6565	sibling
5577	6570	sibling
5578	6576	sibling
5579	6577	sibling
5580	6580	sibling
5581	6581	sibling
5582	6589	sibling
5583	6590	sibling
5584	6613	sibling
5585	6614	sibling
5586	6625	sibling
5587	6626	sibling
5588	6635	sibling
5589	6636	sibling
5590	6644	sibling
5591	6645	sibling
5592	6655	sibling
5593	6656	sibling
5594	6660	sibling
5595	6661	sibling
5596	6695	sibling
5597	6696	sibling
5598	6705	sibling
5599	6706	sibling
5600	6712	sibling
5601	6713	sibling
5602	6714	sibling
5603	6719	sibling
5604	6720	sibling
5605	6729	sibling
5606	6730	sibling
5607	6745	sibling
5608	6746	sibling
5609	6758	sibling
5610	6759	sibling
5611	6771	sibling
5612	6772	sibling
5613	6773	sibling
5614	6803	sibling
5615	6804	sibling
5616	6805	sibling
5617	6806	sibling
5618	6812	sibling
5619	6813	sibling
5620	6814	sibling
5621	6822	sibling
5622	6823	sibling
5623	6824	sibling
5624	6825	sibling
5625	6884	sibling
5626	6885	sibling
5627	6900	sibling
5628	6901	sibling
5629	6920	sibling
5630	6921	sibling
5631	6928	sibling
5632	6929	sibling
5633	6930	sibling
5634	6953	sibling
5635	6955	sibling
5636	6967	sibling
5637	6968	sibling
5638	6969	sibling
5639	6980	sibling
5640	6981	sibling
5641	6982	sibling
5642	6983	sibling
5643	6357	livingparent
5644	6358	livingparent
5645	6359	livingparent
5646	6365	livingparent
5647	6366	livingparent
5648	6370	livingparent
5649	6373	livingparent
5650	6378	livingparent
5651	6379	livingparent
5652	6386	livingparent
5653	6387	livingparent
5654	6388	livingparent
5655	6389	livingparent
5656	6393	livingparent
5657	6394	livingparent
5659	6400	livingparent
5660	6401	livingparent
5661	6402	livingparent
5662	6415	livingparent
5663	6418	livingparent
5664	6419	livingparent
5668	6428	livingparent
5669	6429	livingparent
5670	6430	livingparent
5671	6431	livingparent
5672	6434	livingparent
5673	6439	livingparent
5674	6440	livingparent
5675	6441	livingparent
5676	6444	livingparent
5677	6449	livingparent
5678	6452	livingparent
5679	6453	livingparent
5680	6458	livingparent
5681	6463	livingparent
5682	6474	livingparent
5683	6480	livingparent
5684	6490	livingparent
5685	6492	livingparent
5686	6514	livingparent
5687	6515	livingparent
5688	6523	livingparent
5689	6524	livingparent
5690	6525	livingparent
5691	6537	livingparent
5692	6538	livingparent
5693	6546	livingparent
5694	6552	livingparent
5695	6560	livingparent
5696	6576	livingparent
5697	6577	livingparent
5698	6580	livingparent
5699	6581	livingparent
5700	6589	livingparent
5701	6590	livingparent
5702	6602	livingparent
5703	6609	livingparent
5704	6613	livingparent
5705	6614	livingparent
5706	6625	livingparent
5707	6626	livingparent
5708	6635	livingparent
5709	6636	livingparent
5710	6642	livingparent
5711	6644	livingparent
5712	6645	livingparent
5713	6648	livingparent
5714	6655	livingparent
5715	6656	livingparent
5716	6660	livingparent
5717	6661	livingparent
5718	6679	livingparent
5719	6689	livingparent
5720	6695	livingparent
5721	6696	livingparent
5722	6705	livingparent
5723	6706	livingparent
5724	6712	livingparent
5725	6713	livingparent
5726	6714	livingparent
5727	6719	livingparent
5728	6720	livingparent
5729	6729	livingparent
5730	6730	livingparent
5731	6731	livingparent
5732	6738	livingparent
5733	6745	livingparent
5734	6746	livingparent
5735	6747	livingparent
5736	6758	livingparent
5737	6759	livingparent
5738	6771	livingparent
5739	6772	livingparent
5740	6773	livingparent
5741	6778	livingparent
5742	6790	livingparent
5743	6803	livingparent
5744	6804	livingparent
5745	6805	livingparent
5746	6806	livingparent
5747	6812	livingparent
5748	6813	livingparent
5749	6814	livingparent
5750	6822	livingparent
5751	6823	livingparent
5752	6824	livingparent
5753	6825	livingparent
5754	6836	livingparent
5755	6858	livingparent
5756	6864	livingparent
5757	6875	livingparent
5758	6900	livingparent
5759	6901	livingparent
5760	6908	livingparent
5761	6920	livingparent
5762	6921	livingparent
5763	6928	livingparent
5764	6929	livingparent
5765	6930	livingparent
5766	6945	livingparent
5767	6955	livingparent
5768	6967	livingparent
5769	6968	livingparent
5770	6969	livingparent
5771	6980	livingparent
5772	6981	livingparent
5773	6982	livingparent
5774	6983	livingparent
5775	7002	livingparent
5776	7017	livingparent
5777	7023	livingparent
5778	6505	single
5779	6529	single
5780	6562	single
5781	6607	single
5782	6666	single
5783	6667	single
5784	6680	single
5785	6735	single
5786	6736	single
5787	6737	single
5788	6819	single
5789	6862	single
5790	6867	single
5791	6905	single
5792	6963	single
5793	6455	bachelor
5794	6488	bachelor
5796	6511	bachelor
5797	6516	bachelor
5798	6526	bachelor
5799	6528	bachelor
5800	6539	bachelor
5801	6547	bachelor
5802	6553	bachelor
5803	6563	bachelor
5804	6631	bachelor
5805	6665	bachelor
5806	6692	bachelor
5807	6700	bachelor
5808	6701	bachelor
5809	6726	bachelor
5810	6744	bachelor
5811	6817	bachelor
5812	6844	bachelor
5813	6848	bachelor
5814	6851	bachelor
5815	6872	bachelor
5816	6880	bachelor
5817	6881	bachelor
5818	6889	bachelor
5819	6917	bachelor
5820	6946	bachelor
5821	6976	bachelor
5822	6977	bachelor
5823	6988	bachelor
5824	6991	bachelor
5825	6994	bachelor
5826	6995	bachelor
5827	6998	bachelor
5828	7006	bachelor
5829	7015	bachelor
5830	6501	junior
5831	6503	senior
5832	1330	lodger
5834	1366	lodger
5836	1389	lodger
5837	1390	lodger
5838	1391	lodger
5839	1392	lodger
5840	1393	lodger
5841	1394	lodger
5844	1397	lodger
5848	1405	lodger
5849	1406	lodger
5852	6076	lodger
5854	6108	lodger
5856	6154	lodger
5860	6201	lodger
5862	6203	lodger
5864	6232	lodger
5866	6255	lodger
5868	6294	lodger
5869	6295	lodger
5871	6297	lodger
5874	6332	lodger
5875	6333	lodger
5876	6665	lodger
5877	6355	hasservant
5878	6356	hasservant
5879	6385	hasservant
5880	6456	hasservant
5881	6457	hasservant
5882	6483	hasservant
5883	6484	hasservant
5884	6495	hasservant
5885	6496	hasservant
5886	6507	hasservant
5887	6544	hasservant
5888	6545	hasservant
5889	6587	hasservant
5890	6588	hasservant
5891	6603	hasservant
5892	6604	hasservant
5893	6620	hasservant
5894	6621	hasservant
5895	6623	hasservant
5896	6624	hasservant
5897	6628	hasservant
5898	6629	hasservant
5899	6646	hasservant
5900	6647	hasservant
5901	6653	hasservant
5902	6654	hasservant
5903	6658	hasservant
5904	6659	hasservant
5905	6669	hasservant
5906	6670	hasservant
5907	6680	hasservant
5908	6682	hasservant
5909	6683	hasservant
5910	6688	hasservant
5911	6693	hasservant
5912	6694	hasservant
5913	6698	hasservant
5914	6699	hasservant
5915	6703	hasservant
5916	6704	hasservant
5917	6710	hasservant
5918	6711	hasservant
5919	6717	hasservant
5920	6718	hasservant
5921	6753	hasservant
5922	6754	hasservant
5923	6756	hasservant
5924	6757	hasservant
5925	6769	hasservant
5926	6770	hasservant
5927	6776	hasservant
5928	6777	hasservant
5929	6782	hasservant
5930	6783	hasservant
5931	6785	hasservant
5932	6786	hasservant
5935	6797	hasservant
5936	6798	hasservant
5937	6801	hasservant
5938	6802	hasservant
5939	6820	hasservant
5940	6821	hasservant
5941	6834	hasservant
5942	6835	hasservant
5945	6856	hasservant
5946	6857	hasservant
5947	6873	hasservant
5948	6874	hasservant
5949	6882	hasservant
5950	6883	hasservant
5951	6891	hasservant
5952	6892	hasservant
5953	6895	hasservant
5954	6896	hasservant
5955	6906	hasservant
5956	6907	hasservant
5957	6918	hasservant
5958	6919	hasservant
5959	6926	hasservant
5960	6927	hasservant
5961	6934	hasservant
5962	6935	hasservant
5965	6961	hasservant
5966	6963	hasservant
5967	6965	hasservant
5968	6966	hasservant
5969	6972	hasservant
5970	6973	hasservant
5971	6978	hasservant
5972	6979	hasservant
5973	6989	hasservant
5976	7000	hasservant
5977	7001	hasservant
5978	7011	hasservant
5979	7012	hasservant
5980	7021	hasservant
5981	7022	hasservant
5982	6360	isservant
5983	6361	isservant
5984	6362	isservant
5985	6382	isservant
5986	6383	isservant
5987	6384	isservant
5988	6390	isservant
5989	6410	isservant
5990	6446	isservant
5991	6448	isservant
5992	6454	isservant
5993	6459	isservant
5994	6464	isservant
5995	6465	isservant
5996	6466	isservant
5997	6471	isservant
5998	6478	isservant
5999	6482	isservant
6000	6487	isservant
6001	6494	isservant
6002	6498	isservant
6003	6499	isservant
6004	6500	isservant
6005	6506	isservant
6006	6508	isservant
6007	6518	isservant
6008	6519	isservant
6009	6520	isservant
6010	6530	isservant
6011	6531	isservant
6012	6541	isservant
6013	6542	isservant
6014	6543	isservant
6015	6547	isservant
6016	6548	isservant
6017	6549	isservant
6018	6556	isservant
6019	6557	isservant
6020	6566	isservant
6021	6571	isservant
6022	6572	isservant
6023	6584	isservant
6024	6585	isservant
6025	6592	isservant
6026	6600	isservant
6027	6606	isservant
6028	6612	isservant
6029	6616	isservant
6030	6617	isservant
6031	6618	isservant
6032	6622	isservant
6033	6627	isservant
6034	6630	isservant
6035	6650	isservant
6036	6657	isservant
6037	6662	isservant
6038	6668	isservant
6039	6671	isservant
6040	6672	isservant
6041	6681	isservant
6042	6684	isservant
6043	6687	isservant
6044	6691	isservant
6045	6697	isservant
6046	6700	isservant
6047	6701	isservant
6048	6702	isservant
6049	6707	isservant
6050	6708	isservant
6051	6709	isservant
6052	6715	isservant
6053	6716	isservant
