image_name,x1,x2,y1,y2,category,text,page,note,line,tr_text,eo_text,pt_text,tr_parish,eo_parish,pt_parish,gemini_parish
little_subsidy1642_page_127.png,543,1624,2803,2882,left_column,,127,2,11,Richard Hawk gent 9,Richard Hawk gent) 3 9,Richard Hawk gent) 45,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,2878,2957,left_column,,127,2,12,Joan Burden wid ),Joan Burden wid ) 05,YJoan Burden wid ) ~~,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,2955,3034,left_column,,127,2,13,Richard Gilbert,Richard Gilbert,Richard Gilbert,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3029,3108,left_column,,127,2,14,() Gcent 15,gent 15 0,gent 15,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3107,3191,left_column,,127,2,15,Thomas Rowe gent 11,Thonas Rowe gent11 2,Thomas Rowe gent11 2,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3188,3267,left_column,,127,2,16,John Phillipp gent 19,John Phillipp gent 19 0,John Phillipp gent 19 O,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3263,3342,left_column,,127,2,17,Mary Bate wid 12,Mary Bate Wid 12 0,Mary Bate wid©,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3337,3416,left_column,,127,2,18,Alice Bate wid 6,Alic e Bate Wid 6   0,Alice Bate wid,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3412,3491,left_column,,127,2,19,John Crocdecott 5,John Crodocott 5   6,John Crodocott,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3487,3567,left_column,,127,2,20,George Eggecom 7,George Edg ecomb 6,George EdgecombyO),NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3562,3641,left_column,,127,2,21,John Prout 10,John Prout 0,John Prout,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3635,3714,left_column,,127,2,22,Henry Chapman 7/ 6,Henry Chapman 17 6,Henry Chapman17,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3712,3791,left_column,,127,2,23,John Pomecoy 6,John Pomeroy 6,John Pomeroy»O),NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3787,3866,left_column,,127,2,24,John Cock 17,John Cock 1/,John Cock.,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3861,3940,left_column,,127,2,25,Richard Kittoe 10,Richard Kittoe 10,Richard Kittoe1c,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,3935,4014,left_column,,127,2,26,William Harry 12,Wi ] ]iam Harvy 12,William HarvyLZ» CD,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4009,4088,left_column,,127,2,27,Deery Pront 7,Degory Prout,Degory Prout.y —~]1c),NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4084,4164,left_column,,127,2,28,John Prout 6,John Prout,John Prout,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4160,4240,left_column,,127,2,29,John Harry 4,John Harvy,John Harvy,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4236,4315,left_column,,127,2,30,Ambrose Dodge 7,Ambros e Dodg e,Ambrose Dodgeo@>,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4310,4389,left_column,,127,2,31,Leonard Robbins 9,Leonard Robbins '9 6,Leonard Robbins,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4382,4462,left_column,,127,2,32,William Short 12,Wi 1liamShort 12,WilliamShortLZa>,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4456,4535,left_column,,127,2,33,Edward Chapman 4,Edward Chapman,Edward Chapman,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4531,4610,left_column,,127,2,34,Departure Waivell 13,Degory Wi Ve 1 1 13,DegoryWivell .©§ 1s,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4607,4686,left_column,,127,2,35,Michael Treis .,Michael Treis,Michael Treis,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4682,4761,left_column,,127,2,36,Thomas Good 4,Thonas Good,Thomas Good) {>,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4757,4836,left_column,,127,2,37,Jacob Good 2,Jacob Good 2,Jacob Good,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4831,4910,left_column,,127,2,38,Ann Martin wid 14,Ann Martin Wid 14,Ann Martin wid 14,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4904,4983,left_column,,127,2,39,John Reed 7,John Reed 6,John Reed,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,4978,5057,left_column,,127,2,40,John Rate of,John Bate 0f,John Bate of,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,543,1624,5051,5129,left_column,,127,2,41,Keworthy 12,Kesworthy 12 0,Kesworthy,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,1967,2070,center_column,,127,3,1,William Rate 3,W i 111am Bate 3   0,William Bate3,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2065,2144,center_column,,127,3,2,William Douot 10,W i ll1am Doubt 10,William Doubt 10,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2138,2217,center_column,,127,3,3,John Chapman jun 12,John Chapman jun 12,John Chapman jun 12,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2213,2293,center_column,,127,3,4,John Strout 5,John Strout 5   0,John Strout,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2287,2366,center_column,,127,3,5,John Williams 3,John W i 1 1 1 ams 3   0,JohnWilliams3,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2361,2440,center_column,,127,3,6,William Rate 8,Will1am Bate 8   0,William Bate,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2435,2514,center_column,,127,3,7,Alice Axeworthy 8,Alic e Axeworthy 8   0,Alice Axeworthy 8 0,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2510,2589,center_column,,127,3,8,John Tom Tome 4,John Tome 4   0,John Tome,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2583,2662,center_column,,127,3,9,Henry Blaydon 4,Henry Blagdon 4   6,Henry Blagdon4,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2658,2738,center_column,,127,3,10,Leonard Williams 1,Leonard Williams 1 . 0,Leonard Williams,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2732,2811,center_column,,127,3,11,Nicholas Worth 16,Nicho 1a s Wroth 11 6,Nicholas Wroth 11 6,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2806,2885,center_column,,127,3,12,Joan Prout wid 12,Joan Prout Wid 12 0,Joan Prout wid 12 0,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2881,2960,center_column,,127,3,13,John Woode 4,John Woofe 4   0,John Woofe,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,2954,3033,center_column,,127,3,14,William Bagdon 3,William Blagdonsen 3   0,William Blagdonsen 3 O,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3029,3109,center_column,,127,3,15,William Baggdon jun 2,William Blagdon jun 2   0,William Blagdon jun 2 0O,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3105,3184,center_column,,127,3,16,Edward Crodeott 7,Edward Crodocott,Edward Crodocott 7,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3180,3260,center_column,,127,3,17,Alice Bate wid 10,Alice Bate wid 31   0,Alice Bate wid1,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3255,3334,center_column,,127,3,18,Edward Jewell 18,Edward Jewel1 18 8,Edward Jewell 18,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3329,3408,center_column,,127,3,19,William Prest 6,Wiliam Preist 6   0,William Preist 6,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3404,3484,center_column,,127,3,20,Thomas Crocont 4,Thomas Crodocott 4   0,Thomas Crodocott,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3480,3560,center_column,,127,3,21,Samuel Rogers 2,Samuel Rogers 2   0,Samuel Rogers 2,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3554,3633,center_column,,127,3,22,Pegny Crodcott 10,Degory Crodocott 1   0,Degory Crodocott10),NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3628,3707,center_column,,127,3,23,Walter Crodeott 17,Walter Crodocott 17 0,Walter Crodocott 17 O,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3703,3783,center_column,,127,3,24,John Bate of,John Bate of,John Bate of,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3779,3858,center_column,,127,3,25,Colhacott 9,Collacott 9 0,Collacott,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3853,3932,center_column,,127,3,26,Thomas Pront 8,Thomas Prout 8   0,Thomas Prout,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,3928,4007,center_column,,127,3,27,Edmond Chapman 7,Edmond Chapman 7   0,Edmond Chapman7,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4003,4083,center_column,,127,3,28,Thomas Woode 3,Thomas Woo fe 3 ` 6,Thomas Woofe,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4077,4156,center_column,,127,3,29,Anthony Davy 7,Anthony Dawe 6,Anthony Dawe,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4152,4232,center_column,,127,3,30,Tristram Heme 2,Tristram Heme 2 - 6,Tristram Heme,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4227,4306,center_column,,127,3,31,Emanuel Shaplond 1,Emanuel Shaplond 1 .8,Emanuel Shaplond 1,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4302,4382,center_column,,127,3,32,Nicholas Vevy 5,Nich0 1a s Vey s y 5  0,Nicholas Veysy,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4376,4455,center_column,,127,3,33,Henry Grigg 2,Henry Grigg 2 6,Henry Grigg | 2,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4451,4530,center_column,,127,3,34,Anthony Gring 7,Anthony Grigg 7   0,Anthony Grigg,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4525,4604,center_column,,127,3,35,John Pearse 5,John Pearse 5   0,John Pearse |,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4600,4679,center_column,,127,3,36,Jacob Moyse 70,Jacob Moys e 7 10,Jacob Moyse,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4674,4753,center_column,,127,3,37,Harry Penter wid 6,Mary Penter Wid 6   0,Mary Penter wid 6 0,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4749,4828,center_column,,127,3,38,John Grigg 4,John Grigg 4   0,John Grigg,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4822,4901,center_column,,127,3,39,William Grenele 1,William Grenvile 1  0,William Grenvile1,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4897,4976,center_column,,127,3,40,Alice Tucker wid 5,Alice Tucker wid 5   3,Alice Tucker wid,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,4970,5049,center_column,,127,3,41,Aaron Moyse 26,Aaron Moy s e 2 6,Aaron Moyse,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,1741,2894,5046,5125,center_column,,127,3,42,.... Glan vcle 22,Glanvile 22 0,». Glanvile 22,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,1976,2067,right_column,,127,4,1,Robert Bate 9,Robert Bate 9   0,Robert Bate9,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2046,2125,right_column,,127,4,2,Doble 10,Dob Ie 10.,Doble.,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2118,2213,right_column,,127,4,3,Christian Hary wid 8,Christian Harvy wid 8   0,_— eee cee =Christian Harvy wid 8 0,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2210,2290,right_column,,127,4,4,Thomas Harry 4,Thomas Harry 4   6,Thomas Harry ©4,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2277,2357,right_column,,127,4,5,Rob Rose 4,Roe  4   0,Roe,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2353,2438,right_column,,127,4,6,____Heare 7,Heare 1 0,_Heare,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2434,2513,right_column,,127,4,7,____ Taylor 14,Taylor 14 0,Taylor | 14,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2500,2579,right_column,,127,4,8,Friday Fudge 10,Fuidqe 10,Fuidge,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2575,2660,right_column,,127,4,9,Timothy Seccomb,Timothy Seccomb,imothy Seccomb,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2645,2724,right_column,,127,4,10,()() gent 6,aent 6,gent,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2719,2806,right_column,,127,4,11,Robert Cock 8,Robert Cock,Robert Cock,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2802,2881,right_column,,127,4,12,John Hambly 3,John Hambly 3,John Hambly,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2877,2956,right_column,,127,4,13,John Bottrell 10,John Bottrell 1,John Bottrell,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,2951,3030,right_column,,127,4,14,Pegry Hill 4,Degory Hi11,Degory Hill,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3026,3105,right_column,,127,4,15,Nicholas Hill 4,Nicholas Hill 4,Nicholas Hill,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3100,3179,right_column,,127,4,16,Agnes Prust wid 5,Agnes Prust Wid 5,Agnes Prust wid 5 0,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3175,3255,right_column,,127,4,17,John Crococott 5,John Crodocott 5,John Crodocott5,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3251,3331,right_column,,127,4,18,John Bate 4,John Bate 4   0,John Bate,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3325,3404,right_column,,127,4,19,Anthony Robbins 1,Anthony Robbins 1,Anthony Robbins 1 0,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3400,3480,right_column,,127,4,20,Anthony Hambly 1,AnthonV . Hambly 1 0,Anthony Hambly,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3474,3553,right_column,,127,4,21,William Robins 1,William Robins 1,William Robins 1,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3549,3629,right_column,,127,4,22,William Sanderock,William Sandercock,William Sandercock,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3628,3779,right_column,,127,4,23,John Prout 30,sen John Prout 0f,senJohn Prout of,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3774,3853,right_column,,127,4,24,Sibdon. 2,Sliddon 2,Sliddon,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3849,3929,right_column,,127,4,25,John Beare 10,John Beare 1,John Beare,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3923,4002,right_column,,127,4,26,William Penter 10,William Penter 1,WilliamPenter,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,3998,4078,right_column,,127,4,27,Gabriel. . . . 2,Gabriel 2 0,Gabriel.,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
little_subsidy1642_page_127.png,3029,4141,4074,4153,right_column,,127,4,28,Leonard Tomme 10,Leonard Tomme 1,Leonard Tomme1,NORTH PITHERWIN PARTSH,NORTH PITHERWIN PARISH,NORTH PITHERWIN. PARISH,North Petherwin
