1050	97	1	KEN	"2,9"	-	"Canterbury (Christ Church), archbishop of"		135500	6	geld	10	10	-	N
1070	98	1	KEN	"2,10"	-	"Canterbury (Christ Church), archbishop of"		135500	8	geld	15	15	-	N
1090	99	1	KEN	"2,11"	-	"Canterbury (Christ Church), archbishop of"		135500	10	geld	14	14	-	N
1110	100	1	KEN	"2,12"	-	"Canterbury (Christ Church), archbishop of"		135500	6	geld	15	15	-	N
1120	101	1	KEN	"2,13"	-	"Canterbury (Christ Church), archbishop of"		135500	8	geld	14	14	-	N
1140	102	1	KEN	"2,14"	-	"Canterbury (Christ Church), archbishop of"		135500	13	geld	24.25	24.25	-	N
1160	103	1	KEN	"2,15"	-	"Canterbury (Christ Church), archbishop of"		135500	7	geld	17.31	17.31	-	N
1180	104	1	KEN	"2,16"	-	"Canterbury (Christ Church), archbishop of"		135500	6.5	geld	19.62	19.62	-	N
1190	104	2	KEN	"2,16"	"Canterbury (Christ Church), archbishop of"	Alfred Bicga	135500	35550	0.5	geld	5	5	-	N
1200	105	1	KEN	"2,17"	-	"Canterbury (Christ Church), archbishop of"		135500	6	geld	20	20	-	N
1210	106	1	KEN	"2,18"	-	"Canterbury (Christ Church), archbishop of"		135500	5	geld	15.81	15.81	-	N
1220	107	1	KEN	"2,19"	-	"Canterbury (Christ Church), archbishop of"		135500	8	geld	24	24	-	N
1230	108	1	KEN	"2,20"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	12	12	-	N
1260	109	1	KEN	"2,21"	-	"Canterbury (Christ Church), archbishop of"		135500	40	geld	77	77	-	N
1270	110	1	KEN	"2,22"	-	"Canterbury (Christ Church), archbishop of"		135500	6	geld	10	10	-	N
1280	111	1	KEN	"2,23"	-	"Canterbury (Christ Church), archbishop of"		135500	21	geld	62	62	-	N
1300	112	1	KEN	"2,24"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	11	11	-	N
1310	113	2	KEN	"2,25"	-	"Canterbury (Christ Church), archbishop of"		135500	0.25	geld	12	12	-	N
1320	113	1	KEN	"2,25"	"Canterbury (Christ Church), archbishop of"	Alfhere	135500	33000	1.5	geld	8	8	-	N
1330	114	1	KEN	"2,26"	-	"Canterbury (Christ Church), archbishop of"		135500	7	geld	24	24	-	N
1350	115	1	KEN	"2,27"	"Canterbury (Christ Church), archbishop of"	Leofric	135500	334150	1	geld	5	5	-	N
1370	117	1	KEN	"2,28"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	7	7	-	N
1380	118	1	KEN	"2,29"	-	"Canterbury (Christ Church), archbishop of"		135500	6	geld	16	16	-	N
1390	119	1	KEN	"2,30"	-	"free man, one"		643050	0.75	geld	2	2	-	N
1400	120	1	KEN	"2,31"	"Canterbury (Christ Church), archbishop of"	Abbot Alnoth	135500	50700	1.5	geld	10	10	-	N
1410	121	1	KEN	"2,32"	"Canterbury (Christ Church), archbishop of"	Alfhere	135500	33000	2.5	geld	10	10	-	N
1420	122	1	KEN	"2,33"	"Canterbury (Christ Church), archbishop of"	Ratel	135500	426900	0.5	geld	2	2	-	N
1430	123	1	KEN	"2,34"	"Canterbury (Christ Church), archbishop of"	deacon of Canterbury	135500	640350	1	geld	1.5	1.5	-	N
1440	124	1	KEN	"2,35"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	5	5	-	N
1450	125	1	KEN	"2,36"	-	"Canterbury (Christ Church), archbishop of"		135500	2	geld		8	1086 value	N
1460	126	1	KEN	"2,37"	"Canterbury (Christ Church), archbishop of"	Osward (of Norton)	135500	395060	0.5	geld	1.5	1.5	-	N
1470	127	1	KEN	"2,38"	-	"Canterbury (Christ Church), archbishop of"		135500	0.25	geld		0.5	1086 value	N
1480	128	2	KEN	"2,39"	"Canterbury (Christ Church), archbishop of"	Godwin	135500	241950	0.5	geld	1	1	equal	N
1490	128	1	KEN	"2,39"	"Canterbury (Christ Church), archbishop of"	Leofnoth	135500	332150	0.5	geld	1	1	equal	N
1500	129	1	KEN	"2,40"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	1	1	-	N
1510	130	1	KEN	"2,41"	-	Earl Godwin		244550	7	geld	16	16	-	N
1520	131	1	KEN	"2,42"	-	Godric the deacon		239100	0.5	geld	3	3	-	N
1530	132	1	KEN	"2,43"	-	Earl Godwin		244550	1.5	geld	10	10	-	N
1550	134	1	KEN	"3,1"	-	"Canterbury (Christ Church), archbishop of"		135500	3	geld	15	15	-	N
1560	135	2	KEN	"3,2"	King Edward	Edric (of Elham)	171350	166930	0.5	geld			not separately valued	N
1580	135	1	KEN	"3,2"	-	"Canterbury (Christ Church), archbishop of"		135500	5.5	geld	12	12	-	N
1590	136	1	KEN	"3,3"	-	"Canterbury (Christ Church), archbishop of"		135500	6	geld	20	20	-	N
1600	137	1	KEN	"3,4"	-	"Canterbury (Christ Church), archbishop of"		135500	10	geld	15.5	15.5	-	N
1620	138	1	KEN	"3,5"	-	"Canterbury (Christ Church), archbishop of"		135500	6	geld	16	16	-	N
1630	139	1	KEN	"3,6"	-	"Canterbury (Christ Church), archbishop of"		135500	3.5	geld	6	6	-	N
1640	140	1	KEN	"3,7"	-	"Canterbury (Christ Church), archbishop of"		135500	20	geld	20	20	-	N
1650	141	1	KEN	"3,8"	-	"Canterbury (Christ Church), archbishop of"		135500	4	geld	22	22	-	N
1660	142	1	KEN	"3,9"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	17	17	-	N
1670	143	1	KEN	"3,10"	-	"Canterbury (Christ Church), archbishop of"		135500	2	ploughlands	1.25	1.25	-	N
1680	144	1	KEN	"3,11"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	10	10	-	N
1690	145	1	KEN	"3,12"	-	"Canterbury (Christ Church), archbishop of"		135500	4	geld	12	12	-	N
1700	146	1	KEN	"3,13"	-	"Canterbury (Christ Church), archbishop of"		135500	8	geld	12	12	-	N
1710	147	1	KEN	"3,14"	-	"Canterbury (Christ Church), archbishop of"		135500	3	geld	12	12	-	N
1720	148	1	KEN	"3,15"	-	"Canterbury (Christ Church), archbishop of"		135500	3	geld	5	5	-	N
1740	149	1	KEN	"3,16"	-	"Canterbury (Christ Church), archbishop of"		135500	7	geld	17.56	17.56	-	N
1750	150	1	KEN	"3,17"	-	"Canterbury (Christ Church), archbishop of"		135500	7.79	geld	26.51	26.51	-	N
1770	151	1	KEN	"3,18"	-	"Canterbury (Christ Church), archbishop of"		135500	17	geld	40	40	-	N
1780	152	1	KEN	"3,19"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	1	1	-	N
1790	153	1	KEN	"3,20"	-	"Canterbury (Christ Church), archbishop of"		135500	2	geld	6	6	-	N
1800	154	1	KEN	"3,21"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	2.5	2.5	-	N
1810	155	1	KEN	"3,22"	-	"Canterbury (Christ Church), archbishop of"		135500	1	geld	3.15	3.15	-	N
1830	156	1	KEN	"3,23"	-	"Canterbury (Christ Church), archbishop of"		135500		-			-	N
1850	158	1	KEN	"4,1"	-	"Rochester (St Andrew), bishop of"		460700	6	geld	11	11	-	N
1860	159	1	KEN	"4,2"	-	"Rochester (St Andrew), bishop of"		460700	6	geld	13	13	-	N
1870	160	1	KEN	"4,3"	-	"Rochester (St Andrew), bishop of"		460700	2	geld	7	7	-	N
1880	161	1	KEN	"4,4"	-	Ansketil the priest		86050	1	geld	3.5	3.5	-	N
1890	162	1	KEN	"4,5"	-	"Rochester (St Andrew), bishop of"		460700	6	geld	12.5	12.5	-	N
1900	163	1	KEN	"4,6"	-	"Rochester (St Andrew), bishop of"		460700	6	geld	8	8	-	N
1910	164	1	KEN	"4,7"	-	"Rochester (St Andrew), bishop of"		460700	3	geld	2	2	-	N
1920	165	1	KEN	"4,8"	-	"Rochester (St Andrew), bishop of"		460700	3	geld	3	3	-	N
1930	166	1	KEN	"4,9"	-	"Rochester (St Andrew), bishop of"		460700	6	geld	6	6	-	N
1940	167	1	KEN	"4,10"	-	"Rochester (St Andrew), bishop of"		460700	2.5	geld	4.5	4.5	-	N
1950	168	1	KEN	"4,11"	-	"Rochester (St Andrew), bishop of"		460700	2	geld	5	5	-	N
1960	169	1	KEN	"4,12"	-	"Rochester (St Andrew), bishop of"		460700	6	geld	7	7	-	N
1970	170	1	KEN	"4,13"	-	"Rochester (St Andrew), bishop of"		460700	10	geld	8	8	-	N
1980	171	1	KEN	"4,14"	-	"Rochester (St Andrew), bishop of"		460700	2	geld	6	6	-	N
1990	172	1	KEN	"4,15"	-	"Rochester (St Andrew), bishop of"		460700	0	-	3	3	-	N
2000	173	1	KEN	"4,16"	-	Earl Godwin		244550	5	geld	8.08	8.08	-	N
2020	175	1	KEN	"5,1"	-	-			0.5	geld		15.25	1086 value	N
2030	176	1	KEN	"5,2"	-	-			10	geld	20	20	-	N
2040	177	1	KEN	"5,3"	-	"woman, one"		683100	1	geld	3	3	-	N
2050	178	1	KEN	"5,4"	King Edward	Leofstan	171350	339300	0.5	geld	4	4	-	N
2060	179	1	KEN	"5,5"	King Edward	Estan <of Farningham>	171350	192350	0.5	geld	4	4	-	N
2070	180	1	KEN	"5,6"	King Edward	Siward	171350	494100	1	geld	3	3	-	N
2090	181	1	KEN	"5,7"	King Edward	Godric	171350	235450	3	geld	7	7	-	N
2095	181	2	KEN	"5,7"	King Edward	"men, two"	171350	665950	0.5	geld	1	1	-	N
2100	182	1	KEN	"5,8"	King Edward	Brictsi the noble	171350	125250	1	geld		3	QR value	N
2110	183	1	KEN	"5,9"	King Edward	Bruning	171350	129600	0.5	geld	3	3	-	N
2120	184	1	KEN	"5,10"	-	Brunsunu		130550	0.12	geld	0.75	0.75	-	N
2130	185	1	KEN	"5,11"	-	Alfred		34800	0.5	geld	0.8	0.8	-	N
2140	186	1	KEN	"5,12"	-	Siward Sot		496500	0.5	geld	3	3	-	N
2150	187	1	KEN	"5,13"	-	Estan <of Farningham>		192350	0.62	geld	4	4	-	N
2160	188	1	KEN	"5,14"	(Earl) Harold	Wulfstan	269450	622950	0.5	geld	3	3	-	N
2170	189	1	KEN	"5,15"	-	Deoring		146500	0.75	geld	3	3	-	N
2180	190	1	KEN	"5,16"	King Edward	Aelfric	171350	6700	0.5	geld	5	5	-	N
2190	191	1	KEN	"5,17"	King Edward	Osgeard <of Darenth>	171350	390000	0.5	geld	3	3	-	N
2200	192	1	KEN	"5,18"	Brictsi (the noble)	Godel	125260	229200	1	geld	4	4	-	N
2210	192	3	KEN	"5,18"	King Edward	Ording (of Horton)	171350	381300	0.5	geld	2	2	-	N
2220	192	2	KEN	"5,18"	(Earl) Harold	Alward (the noble)	269450	65685	1	geld	4	4	-	N
2230	193	1	KEN	"5,19"	-	Azur		98050	10	geld	20	20	-	N
2240	194	1	KEN	"5,20"	King Edward	Eskil	171350	190700	1	geld	3	3	-	N
2250	195	1	KEN	"5,21"	King Edward	Brictsi the noble	171350	125250	2.25	geld	10	10	-	N
2260	196	1	KEN	"5,22"	King Edward	Alward (the noble)	171350	62450	1	geld	4	4	-	N
2270	197	1	KEN	"5,23"	King Edward	Toki	171350	531950	2	geld	16	16	-	N
2280	198	1	KEN	"5,24"	King Edward	Toli	171350	533350	1	geld	6	6	-	N
2290	199	1	KEN	"5,25"	King Edward	Godric son of Karli	171350	238950	1	geld	8	8	-	N
2300	200	1	KEN	"5,26"	King Edward	Brictsi the noble	171350	125250	7	geld	30	30	-	N
2310	201	1	KEN	"5,27"	King Edward	Leofric	171350	334150	0.5	geld	4	4	-	N
2320	202	1	KEN	"5,28"	Alnoth the noble (of Kent)	Alwin	50830	66950	0.5	geld	4	4	-	N
2330	203	2	KEN	"5,29"	-	Brictsi (the noble)		125260	1	geld	4	4	equal	N
2340	203	1	KEN	"5,29"	-	Earl Harold		269400	1	geld	4	4	equal	N
2350	204	1	KEN	"5,30"	King Edward	Aethelwold (of Eltham)	171350	19710	1.5	geld	16	16	-	N
2360	205	1	KEN	"5,31"	King Edward	Eskil	171350	190700	1	geld	5	5	-	N
2370	206	1	KEN	"5,32"	King Edward	Alwin	171350	66950	0.5	geld	3	3	-	N
2380	207	1	KEN	"5,33"	King Edward	Godwin brother of Alward	171350	244150	0.5	geld	3.5	3.5	equal	N
2390	207	2	KEN	"5,33"	King Edward	Alward (the noble)	171350	65685	0.5	geld	3.5	3.5	equal	N
2400	208	1	KEN	"5,34"	King Edward	Godwin Foot	171350	245250	0.5	geld	4	4	-	N
2410	209	1	KEN	"5,35"	King Edward	Alwin	171350	66950	1.25	geld	5	5	-	N
2420	210	1	KEN	"5,36"	-	-			4	geld	20	20	-	N
2430	211	1	KEN	"5,37"	King Edward	Esbiorn Bicga	171350	188800	0.5	geld	3	3	-	N
2440	212	1	KEN	"5,38"	"Canterbury (Christ Church), archbishop of"	Bondi (the constable)	135500	115325	1.5	geld	8	8	-	N
2450	213	1	KEN	"5,39"	King Edward	Eskil	171350	190700	2	geld	9	9	-	N
2460	214	1	KEN	"5,40"	Earl Godwin	Thorgisl	244550	521850	2	geld	8	8	-	N
2470	215	1	KEN	"5,41"	Alnoth the noble (of Kent)	Wulfric	50830	617400	1	geld	5	5	-	N
2480	216	1	KEN	"5,42"	King Edward	Esbiorn (Bicga)	171350	188810	1	geld	8	8	-	N
2490	217	2	KEN	"5,43"	-	Leofwin		341150	0.37	equal	1	1	equal	N
2500	217	1	KEN	"5,43"	-	Wulfwin		627300	0.37	equal	1	1	equal	N
2510	218	1	KEN	"5,44"	-	Alnoth the noble (of Kent)		51275	0.75	geld	3	3	-	N
2520	219	1	KEN	"5,45"	King Edward	Godric	171350	235450	0.5	geld	1	1	-	N
2530	220	1	KEN	"5,46"	King Edward	Aelfric	171350	6700	2.5	geld	8	8	-	N
2540	221	1	KEN	"5,47"	King Edward	Godric	171350	235450	1	geld	2	2	-	N
2550	222	1	KEN	"5,48"	-	Earl Leofwin		343700	1	geld	3	3	-	N
2560	223	1	KEN	"5,49"	King Edward	Wulfnoth	171350	615700	0.5	geld	1.5	1.5	-	N
2570	224	1	KEN	"5,50"	King Edward	Godwin	171350	241950	0.25	geld	0.5	0.5	-	N
2580	225	1	KEN	"5,51"	King Edward	Alred (of Yalding)	171350	51850	2.5	geld	8	8	-	N
2590	226	1	KEN	"5,52"	-	Earl Leofwin		343700	1.75	geld	4	4	-	N
2600	227	1	KEN	"5,53"	-	Earl Leofwin		343700	2.62	geld	6	6	-	N
2610	228	3	KEN	"5,54"	-	Godwin		241950	0.75	equal	3.33	3.33	equal	N
2620	228	2	KEN	"5,54"	-	Leofric		334150	0.75	equal	3.33	3.33	equal	N
2630	228	1	KEN	"5,54"	-	Wulfwin		627300	0.75	equal	3.33	3.33	equal	N
2640	229	1	KEN	"5,55"	King Edward	Wulfstan	171350	622950	2	geld	4	4	-	N
2650	230	1	KEN	"5,56"	Alnoth the noble (of Kent)	Wulfric	50830	617400	1	geld	5	5	-	N
2660	231	1	KEN	"5,57"	King Edward	Esbiorn Bicga	171350	188800	6	geld	12	12	-	N
2670	232	1	KEN	"5,58"	-	Earl Leofwin		343700	6	geld	10	10	-	N
2680	233	1	KEN	"5,59"	-	Earl Leofwin		343700	2	geld	12	12	-	N
2690	234	1	KEN	"5,60"	King Edward	Edeva (the fair)	171350	157560	6	geld	30	30	-	N
2700	235	1	KEN	"5,61"	-	"free men, two"		652350	0.5	geld		1	1086 value	N
2710	236	1	KEN	"5,62"	King Edward	Edeva (the fair)	171350	157560	0.25	geld	0.75	0.75	-	N
2720	237	1	KEN	"5,63"	King Edward	Osward (of Norton)	171350	395060	2	geld	10	10	-	N
2730	238	1	KEN	"5,64"	Earl Godwin	Alwin	244550	66950	1	geld	4	4	-	N
2740	239	1	KEN	"5,65"	Earl Godwin	Alwin	244550	66950	0.25	geld	1	1	-	N
2750	240	1	KEN	"5,66"	King Edward	(Earl) Leofwin	171350	343720	1	geld	1	1	-	N
2760	241	1	KEN	"5,67"	-	Earl Leofwin		343700	3	geld	16	16	-	N
2780	242	2	KEN	"5,68"	King Edward	Alwin	171350	66950	1	equal	2	2	equal	N
2790	242	1	KEN	"5,68"	King Edward	Godwin	171350	241950	1	equal	2	2	equal	N
2800	243	1	KEN	"5,69"	King Edward	Aelfeva	171350	4500	2	geld	4	4	-	N
2810	244	1	KEN	"5,70"	King Edward	Osward (of Norton)	171350	395060	3	geld	9	9	-	N
2820	245	1	KEN	"5,71"	-	Earl Leofwin		343700	4	geld	12	12	-	N
2830	246	1	KEN	"5,72"	-	Alnoth the noble (of Kent)		51275	3	geld	12	12	-	N
2840	247	1	KEN	"5,73"	King Edward	Leofnoth	171350	332150	1.5	geld	10	10	-	N
2850	248	1	KEN	"5,74"	King Edward	Thorgisl	171350	521850	2	geld	6	6	-	N
2860	249	1	KEN	"5,75"	King Edward	Thorgisl	171350	521850	1.5	geld	3	3	-	N
2870	250	1	KEN	"5,76"	King Edward	Alward (the noble)	171350	65685	0.5	geld	0.5	0.5	-	N
2880	251	1	KEN	"5,77"	King Edward	Godric	171350	235450	0.5	geld	1	1	-	N
2890	252	1	KEN	"5,78"	King Edward	Edith	171350	158650	1	geld	4	4	-	N
2900	253	1	KEN	"5,79"	Earl Godwin	Alwin	244550	66950	1	geld	8	8	-	N
2910	254	1	KEN	"5,80"	King Edward	Edwin	171350	174600	1	geld	4	4	-	N
2920	255	1	KEN	"5,81"	King Edward	Wulfgeat	171350	610400	0.5	geld	5	5	-	N
2930	256	1	KEN	"5,82"	King Edward	Wulfgeat	171350	610400	0.5	geld	2	2	-	N
2940	257	1	KEN	"5,83"	King Edward	Alwin	171350	66950	1.25	geld	4	4	-	N
2950	258	1	KEN	"5,84"	Earl Godwin	Aelfric	244550	6700	1	geld	3	3	-	N
2960	259	1	KEN	"5,85"	Earl Godwin	Alwin	244550	66950	1	geld	4	4	-	N
2970	260	1	KEN	"5,86"	King Edward	Esbiorn Bicga	171350	188800	3	geld	10	10	-	N
2980	261	1	KEN	"5,87"	King Edward	Esbiorn Bicga	171350	188800	1	geld	1.5	1.5	-	N
2990	262	1	KEN	"5,88"	-	-			0.5	geld	2	2	-	N
3000	263	1	KEN	"5,89"	-	Earl Godwin		244550	6	geld	12	12	-	N
3010	264	1	KEN	"5,90"	King Edward	Godric	171350	235450	1.25	geld	3	3	-	N
3020	265	1	KEN	"5,91"	King Edward	Osward (of Norton)	171350	395060	1	geld	5	5	-	N
3030	266	1	KEN	"5,92"	King Edward	Eskil	171350	190700	2	geld	5	5	-	N
3050	267	1	KEN	"5,93"	-	Earl Godwin		244550	50	geld	69.5	69.5	-	N
3080	268	1	KEN	"5,94"	King Edward	Godric	171350	235450	0.25	geld	0.3	0.3	-	N
3100	269	1	KEN	"5,95"	King Edward	Alnoth the noble (of Kent)	171350	51275	1	geld	8	8	-	N
3110	270	1	KEN	"5,96"	King Edward	Northmann <of Mereworth>	171350	372060	3	geld	8	8	-	N
3120	271	1	KEN	"5,97"	King Edward	Leofeva	171350	327600	2	geld	2	2	-	N
3130	272	1	KEN	"5,98"	King Edward	Godhild <of Greensted>	171350	231700	2	geld	4	4	-	N
3140	273	1	KEN	"5,99"	King Edward	"brothers, three"	171350	636750	1	geld	5	5	-	N
3150	274	1	KEN	"5,100"	Alnoth the noble (of Kent)	Godric	50830	235450	0.25	geld	1	1	-	N
3160	275	1	KEN	"5,101"	-	-			0.25	geld	0.75	0.75	-	N
3180	276	1	KEN	"5,102"	-	Alnoth the noble (of Kent)		51275	7	geld	25	25	-	N
3190	277	1	KEN	"5,103"	-	Godwin		241950	0.75	equal	1	1	equal	N
3200	277	2	KEN	"5,103"	-	Edwin		174600	0.75	equal	1	1	equal	N
3215	278	1	KEN	"5,104"	-	Godwin son of Dudemann		246700	4	geld	7	7	-	N
3220	279	2	KEN	"5,105"	-	Godwin son of Karli		246900	2.5	equal	6	6	equal	N
3230	279	1	KEN	"5,105"	-	Toli		533350	2.5	equal	6	6	equal	N
3240	280	1	KEN	"5,106"	Earl Leofwin	Wulfwin	343700	627300	1.5	geld	2	2	-	N
3250	281	1	KEN	"5,107"	Earl Leofwin	Wulfwin	343700	627300	0.5	geld	0.5	0.5	-	N
3260	282	1	KEN	"5,108"	Earl Harold	Hunef <of Oakleigh>	269400	302950	1	geld	2	2	-	N
3270	283	1	KEN	"5,109"	Earl Godwin	Godwin	244550	241950	0.5	geld	1	1	-	N
3280	284	1	KEN	"5,110"	King Edward	Ordric brother of Aelfric	171350	382750	0.25	equal	0.75	0.75	equal	N
3290	284	2	KEN	"5,110"	King Edward	Aelfric brother of Ordric	171350	9000	0.25	equal	0.75	0.75	equal	N
3300	285	1	KEN	"5,111"	King Edward	Osward (of Norton)	171350	395060	0.75	geld	2.5	2.5	-	N
3310	286	1	KEN	"5,112"	-	-			0.25	geld	1	1	-	N
3320	287	1	KEN	"5,113"	King Edward	God	171350	226950	0.5	geld	1	1	-	N
3330	288	1	KEN	"5,114"	King Edward	Wulfward White (the noble)	171350	626100	0.5	geld	0.5	0.5	-	N
3340	289	1	KEN	"5,115"	King Edward	Osward (of Norton)	171350	395060	3.5	geld	7	7	-	N
