surname,occup,occupation,loc,location,location_in,county,topo,nick,rel,English:,French:,Welsh:,Cornish:,Norman:
Grimsted,0,,0,,,,0,0,0,1,0,0,0,0
Grimster,0,,0,,,,0,0,0,1,0,0,0,0
Grimston,0,,0,,,,0,0,0,1,0,0,0,0
Grimstone,0,,0,,,,0,0,0,1,0,0,0,0
Grimsune,0,,0,,,,0,0,1,1,0,0,0,0
Grimuld,0,,0,,,,0,0,1,1,0,0,0,0
Grimulfifilius,0,,0,,,,0,0,1,1,0,0,0,0
Grimwade,0,,0,,,,0,0,0,1,0,0,0,0
Grimward,0,,0,,,,0,0,0,1,0,0,0,0
Grimwood,0,,0,,,,0,0,0,1,0,0,0,0
Grindal,0,,1,,,,0,0,0,1,0,0,0,0
Grindale,0,,1,,,,0,0,0,1,0,0,0,0
Grindall,0,,1,,,,0,0,0,1,0,0,0,0
Grindalythe,0,,1,,,,0,0,0,1,0,0,0,0
Grindel,0,,1,,,,0,0,0,1,0,0,0,0
Grindell,0,,1,,,,0,0,0,1,0,0,0,0
Grinder,0,,0,,,,0,0,0,1,0,0,0,0
Grindey,0,,0,,,,0,0,0,1,0,0,0,0
Grindlay,0,,0,,,,0,0,0,1,0,0,0,0
Grindle,0,,0,,,,0,0,0,1,0,0,0,0
Grindle,0,,1,,,,0,0,0,1,0,0,0,0
Grindley,0,,0,,,,0,0,0,1,0,0,0,0
Grindley,0,,0,,,,0,0,0,1,0,0,0,0
Grindon,0,,0,,,,0,0,0,1,0,0,0,0
Grindrod,0,,0,,,,0,0,0,1,0,0,0,0
Grinham,0,,0,,,,0,0,0,1,0,0,0,0
Grinley,0,,0,,,,0,0,0,1,0,0,0,0
Grinnall,0,,0,,,,0,0,0,1,0,0,0,0
Grinnell,0,,0,,,,0,0,0,1,0,0,0,0
Grinsell,0,,0,,,,0,0,0,1,0,0,0,0
Grinshaw,0,,1,,,,0,0,0,1,0,0,0,0
Grinstead,0,,0,,,,0,0,0,1,0,0,0,0
Grinsted,0,,0,,,,0,0,0,1,0,0,0,0
Grint,0,,0,,,,0,0,0,1,0,0,0,0
Grinter,0,,0,,,,0,0,0,1,0,0,0,0
Grinter,0,,0,,,,0,0,0,1,0,0,0,0
Grinyer,0,,0,,,,0,0,0,1,0,0,0,0
Gripe,0,,0,,,,0,0,0,1,0,0,0,0
Gripton,0,,0,,,,0,0,0,1,0,0,0,0
Grisdale,0,,0,,,,0,0,0,1,0,0,0,0
Grise,0,,0,,,,0,0,0,1,0,0,0,0
Grisedale,0,,0,,,,0,0,0,1,0,0,0,0
Griseley,0,,1,,,,0,0,0,1,0,0,0,0
Grisham,0,,0,,,,0,0,0,1,0,0,0,0
Grisle,0,,1,,,,0,0,0,1,0,0,0,0
Grisley,0,,1,,,,0,0,0,1,0,0,0,0
Grisman,0,,0,,,,0,0,0,1,0,0,0,0
Griss,0,,0,,,,0,0,0,1,0,0,0,0
Grissell,0,,0,,,,0,0,0,1,0,0,0,0
Grissell,0,,0,,,,0,0,0,1,0,0,0,0
Grissin,0,,0,,,,0,0,0,1,0,0,0,0
Grissom,0,,0,,,,0,0,0,1,0,0,0,0
Grisson,0,,0,,,,0,0,0,1,0,0,0,0
Grist,0,,0,,,,0,0,0,1,0,0,0,0
Gristock,0,,0,,,,0,0,0,1,0,0,0,0
Gristwood,0,,0,,,,0,0,0,1,0,0,0,0
Griswold,0,,0,,,,0,0,0,1,0,0,0,0
Gritt,0,,0,,,,0,0,0,1,0,0,0,0
Gritten,0,,0,,,,0,0,0,1,0,0,0,0
Gritton,0,,0,,,,0,0,0,1,0,0,0,0
Grix,0,,0,,,,0,0,0,1,0,0,0,0
Grix,0,,0,,,,0,0,0,1,0,0,0,0
Grix,0,,0,,,,0,0,0,1,0,0,0,0
Grizzell,0,,0,,,,0,0,0,1,0,0,0,0
Grizzle,0,,0,,,,0,0,0,1,0,0,0,0
Groat,0,,1,,,,0,1,0,1,0,0,0,0
Grobber,1,,1,,,,0,0,0,1,0,0,0,0
Grober,1,,1,,,,0,0,0,1,0,0,0,0
Groce,0,,0,,,,0,1,1,1,0,0,0,0
Grocock,0,,0,,,,0,0,0,1,0,0,0,0
Grocott,0,,0,,,,0,0,0,1,0,0,0,0
Grocutt,0,,0,,,,0,0,0,1,0,0,0,0
Gromet,0,,0,,,,0,0,1,1,0,0,0,0
Gromley,0,,1,Grimley,,Worcs,0,0,0,1,0,0,0,0
Gromly,0,,1,Grimley,,Worcs,0,0,0,1,0,0,0,0
Grond,0,,0,,,,0,1,1,1,0,0,0,0
Gronde,0,,0,,,,0,1,1,1,0,0,0,0
Gronell,0,,0,,,,0,0,0,1,0,0,0,0
Gronnell,0,,0,,,,0,0,0,1,0,0,0,0
Gronow,0,,0,,,,0,0,0,0,0,1,0,0
Grooby,0,,0,,,,0,0,0,1,0,0,0,0
Groocock,0,,0,,,,0,0,0,1,0,0,0,0
Groom,0,,0,,,,0,0,0,1,0,0,0,0
Groombridge,0,,0,,,,0,0,0,1,0,0,0,0
Groome,0,,0,,,,0,0,0,1,0,0,0,0
Groome,0,,0,,,,0,0,0,1,0,0,0,0
Groomes,0,,0,,,,0,0,0,1,0,0,0,0
Grooms,0,,0,,,,0,0,0,1,0,0,0,0
Grooms,0,,0,,,,0,0,0,1,0,0,0,0
Groos,0,,0,,,,0,1,1,1,0,0,0,0
Gros,0,,0,,,,0,1,1,1,0,0,0,0
Grose,0,,0,,,,0,1,1,1,0,0,0,0
Groser,0,,0,,,,0,0,0,1,0,0,0,0
Gross,0,,0,,,,0,1,1,1,0,0,0,0
Grosse,0,,0,,,,0,1,1,1,0,0,0,0
Grossmith,0,,0,,,,0,0,0,1,0,0,0,0
Grossus,0,,0,,,,0,1,1,1,0,0,0,0
Grosvenor,0,,0,,,,0,0,0,1,0,0,0,0
Grot,0,,1,,,,0,1,0,1,0,0,0,0
Grote,0,,1,Crowdy,,Mill,0,0,0,1,0,0,0,0
Grote,0,,1,,,,0,1,0,1,0,0,0,0
Grotene,0,,1,Florence,,Italy,0,0,1,1,0,0,0,0
Groucott,0,,0,,,,0,0,0,1,0,0,0,0
Groucutt,0,,0,,,,0,0,0,1,0,0,0,0
Groue,0,,0,,,,0,1,0,1,0,0,0,0
Ground,0,,0,,,,0,0,0,1,0,0,0,0
Grounds,0,,0,,,,0,0,0,1,0,0,0,0
Grounds,0,,0,,,,0,0,0,1,0,0,0,0
Groundsell,0,,0,,,,0,0,0,1,0,0,0,0
Groundwell,0,,0,,,,0,0,0,1,0,0,0,0
Grounsell,0,,0,,,,0,0,0,1,0,0,0,0
Grout,0,,0,,,,0,0,0,1,0,0,0,0
Grout,0,,1,Crowdy,,Mill,0,0,0,1,0,0,0,0
Grove,0,,0,,,,0,0,0,1,0,0,0,0
Grovenor,0,,0,,,,0,0,0,1,0,0,0,0
Grover,0,,0,,,,0,0,0,1,0,0,0,0
Groves,0,,0,,,,0,0,0,1,0,0,0,0
Groves,0,,0,,,,0,0,0,1,0,0,0,0
Growcock,0,,0,,,,0,0,0,1,0,0,0,0
Growcott,0,,0,,,,0,0,0,1,0,0,0,0
Growden,0,,0,,,,0,0,0,1,0,0,0,0
Growden,0,,0,,,,0,0,0,1,0,0,0,0
Growns,0,,0,,,,0,0,0,1,0,0,0,0
Gru,0,,0,,,,0,1,0,1,0,0,0,0
Grubb,0,,0,,,,0,0,0,1,0,0,0,0
Grubbe,0,,0,,,,0,0,0,1,0,0,0,0
Grubber,1,,1,,,,0,0,0,1,0,0,0,0
Grubbs,0,,0,,,,0,0,0,1,0,0,0,0
Grubbs,0,,0,,,,0,0,0,1,0,0,0,0
Gruber,1,,1,,,,0,0,0,1,0,0,0,0
Grubur,1,,1,,,,0,0,0,1,0,0,0,0
Gruchy,0,,0,,,,0,0,0,0,1,0,0,0
Grudgings,0,,0,,,,0,0,0,1,0,0,0,0
Grue,0,,0,,,,0,1,0,1,0,0,0,0
Gruel,0,,0,,,,0,1,0,1,0,0,0,0
Gruell,0,,0,,,,0,1,0,1,0,0,0,0
Gruffydd,0,,0,,,,0,0,0,0,0,1,0,0
Gruffydd,0,,0,,,,0,0,0,0,0,1,0,0
Grumble,0,,0,,,,0,0,0,1,0,0,0,0
Grumbridge,0,,0,,,,0,0,0,1,0,0,0,0
Grumet,0,,0,,,,0,0,1,1,0,0,0,0
Grumett,0,,0,,,,0,0,1,1,0,0,0,0
Grumit,0,,0,,,,0,0,1,1,0,0,0,0
Grumitt,0,,0,,,,0,0,1,1,0,0,0,0
Grummett,0,,0,,,,0,0,1,1,0,0,0,0
Grummit,0,,0,,,,0,0,1,1,0,0,0,0
Grummitt,0,,0,,,,0,0,1,1,0,0,0,0
Grundey,0,,0,,,,0,0,0,1,0,0,0,0
Grundon,0,,0,,,,0,0,0,1,0,0,0,0
Grundon,0,,0,,,,0,0,0,1,0,0,0,0
Grundy,0,,0,,,,0,0,0,1,0,0,0,0
Grundy,0,,0,,,,0,0,0,1,0,0,0,0
Grunhill,0,,0,,,,0,0,0,1,0,0,0,0
Grunnel,0,,0,,,,0,0,0,1,0,0,0,0
Grunnell,0,,0,,,,0,0,0,1,0,0,0,0
Grunnil,0,,0,,,,0,0,0,1,0,0,0,0
Grunnill,0,,0,,,,0,0,0,1,0,0,0,0
Grunnill,0,,0,,,,0,0,0,1,0,0,0,0
Grunnill,0,,0,,,,0,0,0,1,0,0,0,0
Grunshaw,0,,1,,,,0,0,0,1,0,0,0,0
Grunshawe,0,,1,,,,0,0,0,1,0,0,0,0
Grunwell,0,,0,,,,0,0,0,1,0,0,0,0
Grunwell,0,,0,,,,0,0,0,1,0,0,0,0
Grunwell,0,,0,,,,0,0,0,1,0,0,0,0
Gruomy,0,,0,,,,0,0,1,1,0,0,0,0
Grut,0,,0,,,,0,0,0,1,0,0,0,0
Grute,0,,1,Crowdy,,Mill,0,0,0,1,0,0,0,0
Grute,0,,0,,,,0,0,0,1,0,0,0,0
Grydelond,0,,1,,,,0,0,0,1,0,0,0,0
Gryf,0,,1,,,,1,0,1,1,0,0,0,0
Gryff,0,,1,,,,1,0,1,1,0,0,0,0
Gryffen',0,,1,,,,0,0,1,1,0,0,0,0
Gryffyn,0,,0,,,,0,0,1,0,0,1,0,0
Grylls,0,,0,,,,0,0,0,1,0,0,0,0
Grylls,0,,0,,,,0,0,0,1,0,0,0,0
Grym,0,,0,,,,0,0,1,1,0,0,0,0
Grym,0,,0,,,,0,1,1,1,0,0,0,0
Gryme,0,,0,,,,0,0,1,1,0,0,0,0
Grymeley,0,,1,Grimley,,Worcs,0,0,0,1,0,0,0,0
Grymely,0,,1,Grimley,,Worcs,0,0,0,1,0,0,0,0
Grymes,0,,0,,,,0,0,1,1,0,0,0,0
Grymeschagh,0,,1,,,,0,0,0,1,0,0,0,0
Grymeshagh',0,,1,,,,0,0,0,1,0,0,0,0
Grymeson,0,,0,,,,0,0,1,1,0,0,0,0
Grymet,0,,0,,,,0,0,1,1,0,0,0,0
Grymett,0,,0,,,,0,0,1,1,0,0,0,0
Grymley,0,,1,Grimley,,Worcs,0,0,0,1,0,0,0,0
Grymleye,0,,1,Grimley,,Worcs,0,0,0,1,0,0,0,0
Grymme,0,,0,,,,0,1,1,1,0,0,0,0
Grymmot,0,,0,,,,0,0,1,1,0,0,0,0
Grymshaw,0,,1,,,,0,0,0,1,0,0,0,0
Grymshey,0,,1,,,,0,0,0,1,0,0,0,0
Grymyd,0,,0,,,,0,0,1,1,0,0,0,0
Grymyld,0,,0,,,,0,0,1,1,0,0,0,0
Gryndall,0,,1,,,,0,0,0,1,0,0,0,0
Gryndel,0,,1,,,,0,0,0,1,0,0,0,0
Gryndell,0,,1,,,,0,0,0,1,0,0,0,0
Gryndell',0,,1,,,,0,0,0,1,0,0,0,0
Gryndle,0,,1,,,,0,0,0,1,0,0,0,0
Guaite,1,,0,,,,0,1,0,1,0,0,0,0
Guard,0,,0,,,,0,0,0,1,0,0,0,0
Gubb,0,,0,,,,0,0,0,1,0,0,0,0
Gubbay,0,,0,,,,0,0,0,1,0,0,0,0
Gubbey,0,,0,,,,0,0,0,1,0,0,0,0
Gubbin,0,,0,,,,0,0,0,1,0,0,0,0
Gubbings,0,,0,,,,0,0,0,1,0,0,0,0
Gubbings,0,,0,,,,0,0,0,1,0,0,0,0
Gubbins,0,,0,,,,0,0,0,1,0,0,0,0
Gubbins,0,,0,,,,0,0,0,1,0,0,0,0
Gubby,0,,0,,,,0,0,0,1,0,0,0,0
Gubby,0,,0,,,,0,0,0,1,0,0,0,0
Guch,0,,0,,,,0,1,1,1,0,1,0,0
Guche,0,,0,,,,0,1,1,1,0,1,0,0
Gudale,0,,1,,,,0,0,0,1,0,0,0,0
Gudd,0,,0,,,,0,0,0,1,0,0,0,0
Guddrig,0,,1,Goodrich,,Herefs,0,0,1,1,0,0,0,0
Gude,0,,0,,,,0,0,0,1,0,0,0,0
Gudeale,0,,1,,,,0,0,0,1,0,0,0,0
Guderych,0,,1,Goodrich,,Herefs,0,0,1,1,0,0,0,0
Gudge,0,,0,,,,0,1,1,1,0,1,0,0
Gudgeon,0,,0,,,,0,0,0,1,0,0,0,0
Gudger,0,,0,,,,0,0,0,1,0,0,0,0
Gudgin,0,,0,,,,0,0,0,1,0,0,0,0
Gudhall,0,,1,,,,0,0,0,1,0,0,0,0
Guditson,0,,0,,,,0,0,1,1,0,0,0,0
Gudknave,0,,0,,,,0,1,0,1,0,0,0,0
Gudman,0,,0,,,,0,1,1,1,0,0,0,0
Gudmund,0,,0,,,,0,1,1,1,0,0,0,0
Gudsell,0,,1,Gadshill,,Kent,0,0,0,1,0,0,0,0
Gudus,0,,0,,,,0,0,1,1,0,0,0,0
Gudwen,0,,0,,,,0,0,1,1,0,0,0,0
Gudwyn,0,,0,,,,0,0,1,1,0,0,0,0
Guernsey,0,,0,,,,0,0,0,1,0,0,0,0
Guess,0,,0,,,,0,0,0,1,0,0,0,0
Guess,0,,0,,,,0,0,0,1,0,0,0,0
Guest,0,,0,,,,0,0,0,1,0,0,0,0
Gugge,0,,0,,,,0,1,1,1,0,1,0,0
Guher,0,,1,,,,0,0,1,1,0,0,0,1
Guidaill,0,,1,,,,0,0,0,1,0,0,0,0
Guiddall,0,,1,,,,0,0,0,1,0,0,0,0
Guidell,0,,1,,,,0,0,0,1,0,0,0,0
Guilbert,0,,0,,,,0,0,0,1,0,0,0,0
Guilder,0,,0,,,,0,0,0,1,0,0,0,0
Guildford,0,,0,,,,0,0,0,1,0,0,0,0
Guilding,0,,0,,,,0,0,0,1,0,0,0,0
Guile,0,,1,,,,1,0,1,1,0,0,0,0
Guiler,0,,0,,,,0,0,0,1,0,0,0,0
Guilford,0,,0,,,,0,0,0,1,0,0,0,0
Guillaume,0,,0,,,,0,0,0,0,1,0,0,0
Guinery,0,,0,,,,0,0,1,1,0,0,0,0
Guinn,0,,0,,,,0,0,0,0,0,1,0,0
Guise,0,,0,,,,0,0,0,1,0,0,0,0
Guite,0,,0,,,,0,0,0,1,0,0,0,0
Guiver,0,,0,,,,0,0,0,1,0,0,0,0
Guiver,0,,0,,,,0,0,0,1,0,0,0,0
Gul,0,,0,,,,0,0,0,1,0,0,0,0
Gulde,0,,0,,,,0,1,1,1,0,0,0,0
Gulden,0,,0,,,,0,1,0,1,0,0,0,0
Guldene,0,,0,,,,0,1,0,1,0,0,0,0
Gulding,0,,0,,,,0,0,1,1,0,0,0,0
Gulick,0,,0,,,,0,0,0,1,0,0,0,0
Gull,0,,0,,,,0,0,0,1,0,0,0,0
Gulle,0,,0,,,,0,0,0,1,0,0,0,0
Gulle,0,,0,,,,0,1,1,1,0,0,0,0
Gullett,0,,0,,,,0,0,0,1,0,0,0,0
Gulley,0,,0,,,,0,0,0,1,0,0,0,0
Gullick,0,,0,,,,0,0,0,1,0,0,0,0
Gullidge,0,,0,,,,0,0,0,1,0,0,0,0
Gulliford,0,,0,,,,0,0,0,1,0,0,0,0
Gulling,0,,0,,,,0,1,0,1,0,0,0,0
Gullis,0,,0,,,,0,0,0,1,0,0,0,0
Gulliver,0,,0,,,,0,0,0,1,0,0,0,0
Gully,0,,0,,,,0,0,0,1,0,0,0,0
Gullyes,0,,0,,,,0,0,0,1,0,0,0,0
Gulson,0,,0,,,,0,0,0,1,0,0,0,0
Gulston,0,,1,Goldstone,,Kent,0,0,1,1,0,0,0,0
Gulvin,0,,0,,,,0,0,0,1,0,0,0,0
Gulwell,0,,0,,,,0,0,0,1,0,0,0,0
Gulwell,0,,1,,,,0,0,0,1,0,0,0,0
Gum,0,,0,,,,0,0,0,1,0,0,0,0
Gumb,0,,0,,,,0,0,0,1,0,0,0,0
Gumbel,0,,0,,,,0,0,0,1,0,0,0,0
Gumble,0,,0,,,,0,0,0,1,0,0,0,0
Gumbleton,0,,0,,,,0,0,0,1,0,0,0,0
Gumbley,0,,0,,,,0,0,0,1,0,0,0,0
Gumbrell,0,,0,,,,0,0,0,1,0,0,0,0
Gumbrell,0,,0,,,,0,0,0,1,0,0,0,0
Gumbrill,0,,0,,,,0,0,0,1,0,0,0,0
Gumbs,0,,0,,,,0,0,0,1,0,0,0,0
Gumbs,0,,0,,,,0,0,1,1,0,0,0,0
Gumer,0,,0,,,,0,0,1,1,0,0,0,0
Gumersall,0,,0,,,,0,0,0,1,0,0,0,0
Gumes,0,,0,,,,0,0,1,1,0,0,0,0
Gumley,0,,0,,,,0,0,0,1,0,0,0,0
Gumm,0,,0,,,,0,0,0,1,0,0,0,0
Gummer,0,,0,,,,0,0,1,1,0,0,0,0
Gummersall,0,,0,,,,0,0,0,1,0,0,0,0
Gummerson,0,,0,,,,0,0,0,1,0,0,0,0
Gummery,0,,0,,,,0,0,0,1,0,0,0,0
Gummoe,0,,0,,,,0,0,0,0,0,0,1,0
Gummow,0,,0,,,,0,0,0,0,0,0,1,0
Gunbie,0,,0,,,,0,0,0,1,0,0,0,0
Gunby,0,,0,,,,0,0,0,1,0,0,0,0
Gundewin,0,,0,,,,0,0,1,1,0,0,0,0
Gundewyn,0,,0,,,,0,0,1,1,0,0,0,0
Gundewyne,0,,0,,,,0,0,1,1,0,0,0,0
Gundrey,0,,0,,,,0,0,0,1,0,0,0,0
Gundry,0,,0,,,,0,0,0,1,0,0,0,0
Gundy,0,,0,,,,0,0,0,1,0,0,0,0
Gunel,0,,0,,,,0,0,1,1,0,0,0,0
Gunes,0,,0,,,,0,0,0,1,0,0,0,0
Gunhouse,0,,0,,,,0,0,0,1,0,0,0,0
Guning,0,,0,,,,0,0,1,1,0,0,0,0
Guninge,0,,0,,,,0,0,1,1,0,0,0,0
Gunnell,0,,0,,,,0,0,1,1,0,0,0,0
Gunner,1,,0,,,,0,0,1,1,0,0,0,0
Gunnere,1,,0,,,,0,0,1,1,0,0,0,0
Gunnett,0,,0,,,,0,0,0,1,0,0,0,0
Gunnild,0,,0,,,,0,0,1,1,0,0,0,0
Gunnilt,0,,0,,,,0,0,1,1,0,0,0,0
Gunning,0,,0,,,,0,0,1,1,0,0,0,0
Gunningham,0,,0,,,,0,0,0,1,0,0,0,0
Gunnis,0,,0,,,,0,0,0,1,0,0,0,0
Gunnore,1,,0,,,,0,0,1,1,0,0,0,0
Gunns,0,,0,,,,0,0,0,1,0,0,0,0
Gunnyl,0,,0,,,,0,0,1,1,0,0,0,0
Gunnyld,0,,0,,,,0,0,1,1,0,0,0,0
Gunson,0,,0,,,,0,0,0,1,0,0,0,0
Gunston,0,,0,,,,0,0,0,1,0,0,0,0
Gunstone,0,,0,,,,0,0,0,1,0,0,0,0
Gunter,0,,0,,,,0,0,0,1,0,0,0,0
Gunthorp,0,,0,,,,0,0,0,1,0,0,0,0
Gunthorpe,0,,0,,,,0,0,0,1,0,0,0,0
Gunton,0,,0,,,,0,0,0,1,0,0,0,0
Guntrip,0,,0,,,,0,0,0,1,0,0,0,0
Guntripp,0,,0,,,,0,0,0,1,0,0,0,0
Gunwar,1,,0,,,,0,0,1,1,0,0,0,0
Gunwin,0,,0,,,,0,0,1,1,0,0,0,0
Gunwyn,0,,0,,,,0,0,1,1,0,0,0,0
Gunyn,0,,0,,,,0,0,1,1,0,0,0,0
Guppy,0,,0,,,,0,0,0,1,0,0,0,0
Gupwell,0,,0,,,,0,0,0,1,0,0,0,0
Gurd,0,,0,,,,0,0,0,1,0,0,0,0
Gurden,0,,1,Gordon,,Berwicks,0,0,0,1,0,0,0,0
Gurdler,0,,0,,,,0,0,0,1,0,0,0,0
Gurdon,0,,1,Gordon,,Berwicks,0,0,0,1,0,0,0,0
Gurdun,0,,1,Gordon,,Berwicks,0,0,0,1,0,0,0,0
Gurley,0,,0,,,,0,0,0,0,0,0,0,1
Gurling,0,,0,,,,0,0,0,1,0,0,0,0
Gurmin,0,,0,,,,0,0,1,1,0,0,0,0
Gurmine,0,,0,,,,0,0,1,1,0,0,0,0
Gurmon,0,,0,,,,0,0,1,1,0,0,0,0
Gurmond,0,,1,,,,0,0,1,1,0,0,0,0
Gurmyn,0,,0,,,,0,0,1,1,0,0,0,0
Gurnal,0,,0,,,,0,0,0,1,0,0,0,0
Gurnall,0,,0,,,,0,0,0,1,0,0,0,0
Gurnall,0,,0,,,,0,0,0,1,0,0,0,0
Gurnel,0,,0,,,,0,0,0,1,0,0,0,0
Gurnell,0,,0,,,,0,0,0,1,0,0,0,0
Gurnell,0,,0,,,,0,0,0,1,0,0,0,0
Gurnett,0,,0,,,,0,0,0,1,0,0,0,0
Gurney,0,,0,,,,0,0,0,1,0,0,0,0
Gurnhill,0,,0,,,,0,0,0,1,0,0,0,0
Gurnhill,0,,0,,,,0,0,0,1,0,0,0,0
Gurnhill,0,,0,,,,0,0,0,1,0,0,0,0
Gurnill,0,,0,,,,0,0,0,1,0,0,0,0
Gurnsey,0,,0,,,,0,0,0,1,0,0,0,0
Gurnsey,0,,0,,,,0,0,0,1,0,0,0,0
Gurr,0,,1,,,,0,0,1,1,0,0,0,1
Gurr,0,,0,,,,0,0,0,1,0,0,0,0
Gurr,0,,0,,,,0,0,0,1,0,0,0,0
Gurry,0,,0,,,,0,0,0,1,0,0,0,0
Gurt,0,,0,,,,0,0,0,1,0,0,0,0
Gurt,0,,0,,,,0,0,1,1,0,0,0,0
Gurtler,0,,0,,,,0,0,0,1,0,0,0,0
Gurton,0,,0,,,,0,0,0,1,0,0,0,0
Guruyll,0,,1,Gorrel,,Devon,1,1,1,1,0,0,0,0
Gurwood,0,,0,,,,0,0,0,1,0,0,0,0
Guscott,0,,0,,,,0,0,0,1,0,0,0,0
Gush,0,,0,,,,0,0,0,1,0,0,0,0
Gush,0,,0,,,,0,0,0,1,0,0,0,0
Guss,0,,0,,,,0,0,0,1,0,0,0,0
Gust,0,,1,,,,0,1,0,1,0,0,0,0
Gustar,0,,0,,,,0,0,0,1,0,0,0,0
Gustard,0,,0,,,,0,0,0,1,0,0,0,0
Gustard,0,,0,,,,0,0,0,1,0,0,0,0
Gustav,0,,1,,,,0,1,0,1,0,0,0,0
Guste,0,,0,,,,0,0,1,1,0,0,0,0
Gusterson,0,,0,,,,0,0,0,1,0,0,0,0
Gusterson,0,,0,,,,0,0,0,1,0,0,0,0
Gut,0,,0,,,,0,1,0,1,0,0,0,0
Gutch,0,,0,,,,0,1,1,1,0,1,0,0
Gute,0,,1,,,,0,1,0,1,0,0,0,0
Guthmond,0,,0,,,,0,1,1,1,0,0,0,0
Guthmund,0,,0,,,,0,1,1,1,0,0,0,0
Guthridge,0,,0,,,,0,0,0,1,0,0,0,0
Gutman,0,,0,,,,0,1,1,1,0,0,0,0
Gutridge,0,,0,,,,0,0,0,1,0,0,0,0
Gutsell,0,,1,Gadshill,,Kent,0,0,0,1,0,0,0,0
Gutselle,0,,1,Gadshill,,Kent,0,0,0,1,0,0,0,0
Gutt,0,,0,,,,0,1,0,1,0,0,0,0
Gutter,0,,0,,,,0,0,0,1,0,0,0,0
Gutteridge,0,,1,Goodrich,,Herefs,0,0,1,1,0,0,0,0
Gutteridge,0,,0,,,,0,0,0,1,0,0,0,0
Gutteridge,0,,0,,,,0,0,0,1,0,0,0,0
Guttery,0,,0,,,,0,0,0,1,0,0,0,0
Guttridge,0,,0,,,,0,0,0,1,0,0,0,0
Guuer,0,,1,,,,0,0,1,1,0,0,0,1
Guwer,0,,1,,,,0,0,1,1,0,0,0,1
Guy,1,,0,,,,0,0,1,1,0,0,0,0
Guyde,0,,1,,,,0,0,1,1,0,0,0,0
Guye,1,,0,,,,0,0,1,1,0,0,0,0
Guyer,0,,0,,,,0,0,0,1,0,0,0,0
Guyle,0,,1,,,,1,0,1,1,0,0,0,0
Guyler,1,,0,,,,0,0,0,1,0,0,0,0
Guyler,0,,0,,,,0,0,0,1,0,0,0,0
Guymer,0,,0,,,,0,0,0,1,0,0,0,0
Guyn,0,,0,,,,0,0,0,0,0,1,0,0
Guyon,0,,0,,,,0,0,1,1,0,0,0,0
Guyse,0,,0,,,,0,0,0,1,0,0,0,0
Guyton,0,,0,,,,0,0,0,1,0,0,0,0
Guyver,0,,0,,,,0,0,0,1,0,0,0,0
Gwatkin,0,,0,,,,0,0,0,0,0,1,0,0
Gwillam,0,,0,,,,0,0,0,0,0,1,0,0
Gwilliam,0,,0,,,,0,0,0,0,0,1,0,0
Gwilliams,0,,0,,,,0,0,0,0,0,1,0,0
Gwilliams,0,,0,,,,0,0,0,0,0,1,0,0
Gwillim,0,,0,,,,0,0,0,0,0,1,0,0
Gwillym,0,,0,,,,0,0,0,0,0,1,0,0
Gwilt,0,,0,,,,0,0,0,0,0,1,0,0
Gwilym,0,,0,,,,0,0,0,0,0,1,0,0
Gwin,0,,0,,,,0,0,0,0,0,1,0,0
Gwinn,0,,0,,,,0,0,0,0,0,1,0,0
Gwinnell,0,,0,,,,0,0,0,0,0,1,0,0
Gwinnett,0,,0,,,,0,0,0,0,0,1,0,0
Gwyer,1,,0,,,,0,0,1,1,0,0,0,0
Gwyer,0,,0,,,,0,0,0,0,1,0,0,0
Gwyn,0,,0,,,,0,0,0,0,0,1,0,0
Gwyne,0,,0,,,,0,0,0,0,0,1,0,0
Gwynn,0,,0,,,,0,0,0,0,0,1,0,0
Gwynne,0,,0,,,,0,0,0,0,0,1,0,0
Gwyther,0,,0,,,,0,0,0,0,0,1,0,0
Gy,1,,0,,,,0,0,1,1,0,0,0,0
Gybbon,0,,0,,,,0,0,1,1,0,0,0,0
Gybelyn,0,,0,,,,0,0,1,1,0,0,0,0
Gybon,0,,0,,,,0,0,1,1,0,0,0,0
Gybons,0,,0,,,,0,0,1,1,0,0,0,0
Gyde,0,,0,,,,0,0,0,1,0,0,0,0
Gye,1,,0,,,,0,0,1,1,0,0,0,0
Gyer,0,,0,,,,0,0,0,1,0,0,0,0
Gylamour,0,,1,,,,0,0,0,1,0,0,0,0
Gyle,0,,1,,,,1,0,1,1,0,0,0,0
Gyler,1,,0,,,,0,0,0,1,0,0,0,0
Gyles,0,,0,,,,0,0,1,1,0,0,0,0
Gylhaste,0,,0,,,,0,0,1,1,0,0,0,0
Gylion,0,,0,,,,0,0,1,1,0,0,0,0
Gyll,0,,1,,,,1,0,1,1,0,0,0,0
Gyllard,0,,0,,,,0,0,1,1,0,0,0,0
Gylle,0,,1,,,,1,0,1,1,0,0,0,0
Gyllen,0,,1,,,,0,0,0,1,0,0,0,0
Gyllingmor,0,,1,,,,0,0,0,1,0,0,0,0
Gyllon,0,,1,,,,0,0,0,1,0,0,0,0
Gyllpin,0,,0,,,,0,0,0,1,0,0,0,0
Gylon,0,,1,,,,0,0,0,1,0,0,0,0
Gylour,1,,0,,,,0,0,0,1,0,0,0,0
Gylpen,0,,0,,,,0,0,0,1,0,0,0,0
Gylpin,0,,0,,,,0,0,0,1,0,0,0,0
Gylpyn,0,,0,,,,0,0,0,1,0,0,0,0
