recipient_surname,recipient_surname_id,recipient_value,recipient_surname_count,match_surname,match_surname_id,match_value,match_surname_count
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Foster,1522,220.0,53,Wake,surname_count,239.0,56
Foster,1522,220.0,53,Wake,surname,239.0,56
Foster,1522,220.0,53,Wake,value,239.0,56
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Hart,1901,120.0,17,Lytyllon,surname_count,106.0,19
Hart,1901,120.0,17,Lytyllon,surname,106.0,19
Hart,1901,120.0,17,Lytyllon,value,106.0,19
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Barrettouse,215,201.0,35,Wynter,surname_count,188.0,40
Barrettouse,215,201.0,35,Wynter,surname,188.0,40
Barrettouse,215,201.0,35,Wynter,value,188.0,40
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Yeallston,4115,20.0,7,Bylysford,surname_count,19.0,7
Yeallston,4115,20.0,7,Bylysford,surname,19.0,7
Yeallston,4115,20.0,7,Bylysford,value,19.0,7
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Cotton,993,70.0,11,Zewy,surname_count,76.0,12
Cotton,993,70.0,11,Zewy,surname,76.0,12
Cotton,993,70.0,11,Zewy,value,76.0,12
Nolys,4125,239.5,44,Wyett,surname_count,216.0,43
Nolys,4125,239.5,44,Wyett,surname,216.0,43
Nolys,4125,239.5,44,Wyett,value,216.0,43
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Parker,2939,59.0,17,Wonston,surname_count,67.66666666666666,16
Parker,2939,59.0,17,Wonston,surname,67.66666666666666,16
Parker,2939,59.0,17,Wonston,value,67.66666666666666,16
Smyth,3601,18.0,3,Whytynge,surname_count,17.0,3
Smyth,3601,18.0,3,Whytynge,surname,17.0,3
Smyth,3601,18.0,3,Whytynge,value,17.0,3
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Cotton,1000,49.0,10,Ser,surname_count,51.0,11
Cotton,1000,49.0,10,Ser,surname,51.0,11
Cotton,1000,49.0,10,Ser,value,51.0,11
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Yeallatan,4115,20.0,7,Bylysford,surname_count,19.0,7
Yeallatan,4115,20.0,7,Bylysford,surname,19.0,7
Yeallatan,4115,20.0,7,Bylysford,value,19.0,7
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Predyaux,3161,8492.0,41,Predian,surname_count,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname,8492.0,41
Predyaux,3161,8492.0,41,Predian,value,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname_count,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname,8492.0,41
Predyaux,3161,8492.0,41,Predian,value,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname_count,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname,8492.0,41
Predyaux,3161,8492.0,41,Predian,value,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname_count,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname,8492.0,41
Predyaux,3161,8492.0,41,Predian,value,8492.0,41
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Predian,3161,8492.0,41,Predian,surname_count,8492.0,41
Predian,3161,8492.0,41,Predian,surname,8492.0,41
Predian,3161,8492.0,41,Predian,value,8492.0,41
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Clerk,834,709.0,148,Elyett,surname_count,723.5,160
Clerk,834,709.0,148,Elyett,surname,723.5,160
Clerk,834,709.0,148,Elyett,value,723.5,160
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Fulfford,1565,103.0,15,Vodleigh,surname_count,106.0,15
Fulfford,1565,103.0,15,Vodleigh,surname,106.0,15
Fulfford,1565,103.0,15,Vodleigh,value,106.0,15
Willyams,4273,335.0,58,William,surname_count,335.0,58
Willyams,4273,335.0,58,William,surname,335.0,58
Willyams,4273,335.0,58,William,value,335.0,58
Gyle,1586,358.0,44,Notton,surname_count,337.0,46
Gyle,1586,358.0,44,Notton,surname,337.0,46
Gyle,1586,358.0,44,Notton,value,337.0,46
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Fr,1541,81.0,21,Clardfyld,surname_count,80.0,21
Fr,1541,81.0,21,Clardfyld,surname,80.0,21
Fr,1541,81.0,21,Clardfyld,value,80.0,21
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Frye,1541,81.0,21,Clardfyld,surname_count,80.0,21
Frye,1541,81.0,21,Clardfyld,surname,80.0,21
Frye,1541,81.0,21,Clardfyld,value,80.0,21
Frye,1541,81.0,21,Clardfyld,surname_count,80.0,21
Frye,1541,81.0,21,Clardfyld,surname,80.0,21
Frye,1541,81.0,21,Clardfyld,value,80.0,21
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Frye,1541,81.0,21,Clardfyld,surname_count,80.0,21
Frye,1541,81.0,21,Clardfyld,surname,80.0,21
Frye,1541,81.0,21,Clardfyld,value,80.0,21
Fry,1541,81.0,21,Clardfyld,surname_count,80.0,21
Fry,1541,81.0,21,Clardfyld,surname,80.0,21
Fry,1541,81.0,21,Clardfyld,value,80.0,21
Frye,1541,81.0,21,Clardfyld,surname_count,80.0,21
Frye,1541,81.0,21,Clardfyld,surname,80.0,21
Frye,1541,81.0,21,Clardfyld,value,80.0,21
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Davye,1159,637.0,165,Walshe,surname_count,551.5,141
Davye,1159,637.0,165,Walshe,surname,551.5,141
Davye,1159,637.0,165,Walshe,value,551.5,141
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Frye,1541,81.0,21,Clardfyld,surname_count,80.0,21
Frye,1541,81.0,21,Clardfyld,surname,80.0,21
Frye,1541,81.0,21,Clardfyld,value,80.0,21
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Frye,1541,81.0,21,Clardfyld,surname_count,80.0,21
Frye,1541,81.0,21,Clardfyld,surname,80.0,21
Frye,1541,81.0,21,Clardfyld,value,80.0,21
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Pope,3129,489.0,113,Wodd,surname_count,510.0,109
Pope,3129,489.0,113,Wodd,surname,510.0,109
Pope,3129,489.0,113,Wodd,value,510.0,109
Grey,1541,81.0,21,Clardfyld,surname_count,80.0,21
Grey,1541,81.0,21,Clardfyld,surname,80.0,21
Grey,1541,81.0,21,Clardfyld,value,80.0,21
Duke,1308,25.0,10,Northampton,surname_count,24.0,11
Duke,1308,25.0,10,Northampton,surname,24.0,11
Duke,1308,25.0,10,Northampton,value,24.0,11
Wyllam,4273,335.0,58,William,surname_count,335.0,58
Wyllam,4273,335.0,58,William,surname,335.0,58
Wyllam,4273,335.0,58,William,value,335.0,58
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Predyam,3161,8492.0,41,Predian,surname_count,8492.0,41
Predyam,3161,8492.0,41,Predian,surname,8492.0,41
Predyam,3161,8492.0,41,Predian,value,8492.0,41
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Hart,1900,164.0,20,Weston,surname_count,174.0,22
Hart,1900,164.0,20,Weston,surname,174.0,22
Hart,1900,164.0,20,Weston,value,174.0,22
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Smyth,4676,10.0,3,Wylcockes,surname_count,9.0,3
Smyth,4676,10.0,3,Wylcockes,surname,9.0,3
Smyth,4676,10.0,3,Wylcockes,value,9.0,3
Pape,3129,489.0,113,Wodd,surname_count,510.0,109
Pape,3129,489.0,113,Wodd,surname,510.0,109
Pape,3129,489.0,113,Wodd,value,510.0,109
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Pope,3129,489.0,113,Wodd,surname_count,510.0,109
Pope,3129,489.0,113,Wodd,surname,510.0,109
Pope,3129,489.0,113,Wodd,value,510.0,109
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Parker,2939,59.0,17,Wonston,surname_count,67.66666666666666,16
Parker,2939,59.0,17,Wonston,surname,67.66666666666666,16
Parker,2939,59.0,17,Wonston,value,67.66666666666666,16
Parker,2939,59.0,17,Wonston,surname_count,67.66666666666666,16
Parker,2939,59.0,17,Wonston,surname,67.66666666666666,16
Parker,2939,59.0,17,Wonston,value,67.66666666666666,16
Walter,4112,51.0,9,Semens,surname_count,47.0,9
Walter,4112,51.0,9,Semens,surname,47.0,9
Walter,4112,51.0,9,Semens,value,47.0,9
Rolle,3338,15.0,2,Flysmond,surname_count,15.0,2
Rolle,3338,15.0,2,Flysmond,surname,15.0,2
Rolle,3338,15.0,2,Flysmond,value,15.0,2
Wyllians,4273,335.0,58,William,surname_count,335.0,58
Wyllians,4273,335.0,58,William,surname,335.0,58
Wyllians,4273,335.0,58,William,value,335.0,58
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Smythcote,3631,789.0,21,Cheman,surname_count,680.0,16
Smythcote,3631,789.0,21,Cheman,surname,680.0,16
Smythcote,3631,789.0,21,Cheman,value,680.0,16
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Predyaux,3161,8492.0,41,Predian,surname_count,8492.0,41
Predyaux,3161,8492.0,41,Predian,surname,8492.0,41
Predyaux,3161,8492.0,41,Predian,value,8492.0,41
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Cotton,1000,49.0,10,Ser,surname_count,51.0,11
Cotton,1000,49.0,10,Ser,surname,51.0,11
Cotton,1000,49.0,10,Ser,value,51.0,11
Harvey,1903,349.0,58,William,surname_count,335.0,58
Harvey,1903,349.0,58,William,surname,335.0,58
Harvey,1903,349.0,58,William,value,335.0,58
Clerk,834,709.0,148,Elyett,surname_count,723.5,160
Clerk,834,709.0,148,Elyett,surname,723.5,160
Clerk,834,709.0,148,Elyett,value,723.5,160
Boteler,650,75.0,21,Clardfyld,surname_count,80.0,21
Boteler,650,75.0,21,Clardfyld,surname,80.0,21
Boteler,650,75.0,21,Clardfyld,value,80.0,21
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Smythye,3629,16.0,6,Bromemede,surname_count,17.0,6
Smythye,3629,16.0,6,Bromemede,surname,17.0,6
Smythye,3629,16.0,6,Bromemede,value,17.0,6
Williams,4273,335.0,58,William,surname_count,335.0,58
Williams,4273,335.0,58,William,surname,335.0,58
Williams,4273,335.0,58,William,value,335.0,58
Butler,650,75.0,21,Clardfyld,surname_count,80.0,21
Butler,650,75.0,21,Clardfyld,surname,80.0,21
Butler,650,75.0,21,Clardfyld,value,80.0,21
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Maynerd,2670,285.0,40,Tanner,surname_count,302.0,44
Maynerd,2670,285.0,40,Tanner,surname,302.0,44
Maynerd,2670,285.0,40,Tanner,value,302.0,44
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smythcote,3631,789.0,21,Cheman,surname_count,680.0,16
Smythcote,3631,789.0,21,Cheman,surname,680.0,16
Smythcote,3631,789.0,21,Cheman,value,680.0,16
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Russell,3353,178.5,57,Russell,surname_count,178.5,57
Russell,3353,178.5,57,Russell,surname,178.5,57
Russell,3353,178.5,57,Russell,value,178.5,57
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Smythcote,3631,789.0,21,Cheman,surname_count,680.0,16
Smythcote,3631,789.0,21,Cheman,surname,680.0,16
Smythcote,3631,789.0,21,Cheman,value,680.0,16
Parker,2939,59.0,17,Wonston,surname_count,67.66666666666666,16
Parker,2939,59.0,17,Wonston,surname,67.66666666666666,16
Parker,2939,59.0,17,Wonston,value,67.66666666666666,16
Grey,1775,196.0,47,Wyett,surname_count,216.0,43
Grey,1775,196.0,47,Wyett,surname,216.0,43
Grey,1775,196.0,47,Wyett,value,216.0,43
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Smyth,3599,17.0,4,Scrapleigh,surname_count,18.0,4
Smyth,3599,17.0,4,Scrapleigh,surname,18.0,4
Smyth,3599,17.0,4,Scrapleigh,value,18.0,4
Verde,4377,147.0,17,Yarde,surname_count,147.0,17
Verde,4377,147.0,17,Yarde,surname,147.0,17
Verde,4377,147.0,17,Yarde,value,147.0,17
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Backer,166,20.0,4,Scrapleigh,surname_count,18.0,4
Backer,166,20.0,4,Scrapleigh,surname,18.0,4
Backer,166,20.0,4,Scrapleigh,value,18.0,4
Yereley,1386,213.0,42,Wyett,surname_count,216.0,43
Yereley,1386,213.0,42,Wyett,surname,216.0,43
Yereley,1386,213.0,42,Wyett,value,216.0,43
Yereley,1386,213.0,42,Wyett,surname_count,216.0,43
Yereley,1386,213.0,42,Wyett,surname,216.0,43
Yereley,1386,213.0,42,Wyett,value,216.0,43
Folyfford,1565,103.0,15,Vodleigh,surname_count,106.0,15
Folyfford,1565,103.0,15,Vodleigh,surname,106.0,15
Folyfford,1565,103.0,15,Vodleigh,value,106.0,15
Mamond,2670,285.0,40,Tanner,surname_count,302.0,44
Mamond,2670,285.0,40,Tanner,surname,302.0,44
Mamond,2670,285.0,40,Tanner,value,302.0,44
Williams,4273,335.0,58,William,surname_count,335.0,58
Williams,4273,335.0,58,William,surname,335.0,58
Williams,4273,335.0,58,William,value,335.0,58
William,4273,335.0,58,William,surname_count,335.0,58
William,4273,335.0,58,William,surname,335.0,58
William,4273,335.0,58,William,value,335.0,58
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Frye,1541,81.0,21,Clardfyld,surname_count,80.0,21
Frye,1541,81.0,21,Clardfyld,surname,80.0,21
Frye,1541,81.0,21,Clardfyld,value,80.0,21
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Russell,3353,178.5,57,Russell,surname_count,178.5,57
Russell,3353,178.5,57,Russell,surname,178.5,57
Russell,3353,178.5,57,Russell,value,178.5,57
Baker,290,13.0,8,Brownynge,surname_count,12.0,7
Baker,290,13.0,8,Brownynge,surname,12.0,7
Baker,290,13.0,8,Brownynge,value,12.0,7
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Ellyt,1363,723.5,160,Webber,surname_count,827.0,162
Ellyt,1363,723.5,160,Webber,surname,827.0,162
Ellyt,1363,723.5,160,Webber,value,827.0,162
Ellyt,1363,723.5,160,Webber,surname_count,827.0,162
Ellyt,1363,723.5,160,Webber,surname,827.0,162
Ellyt,1363,723.5,160,Webber,value,827.0,162
Sontcott,3631,789.0,21,Cheman,surname_count,680.0,16
Sontcott,3631,789.0,21,Cheman,surname,680.0,16
Sontcott,3631,789.0,21,Cheman,value,680.0,16
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Southwest,3631,789.0,21,Cheman,surname_count,680.0,16
Southwest,3631,789.0,21,Cheman,surname,680.0,16
Southwest,3631,789.0,21,Cheman,value,680.0,16
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Willyns,4273,335.0,58,William,surname_count,335.0,58
