pt_text,eo_text,tr_text,pt_pages,eo_pages,tr_pages,pages,names,year
"123,158,132
Kirkham42,54,180
Kirton19,32,42,157,172

104","123,138,139Kirkham42, 54,180Kirton19,32,42,157,172196","SR REG1932,42157,172","[123, 158, 132, 42, 54, 180, 19, 32, 42, 157, 172, 104]","[123, 138, 139, 42, 54, 180, 19, 32, 42, 157, 172196]","[1932, 42157, 172]","['123', '138', '139', '42', '54', '180', '19', '32', '42', '157', '172', '196']",['Kirkham\nKirton'],1543
Kirwin88,Kirwin88,KIRWIN 88,[88],[88],[88],[88],['Kirwin'],1543
"Kisse129,190
Kiet890","Kisse129,190Kist89","KISSE 129,190","[129, 190, 890]","[129, 190, 89]","[129, 190]","['129', '190', '89']",['Kisse\nKist'],1543
"kA N

Kith51,137","Kith51,137","KITH 51,137","[51, 137]","[51, 137]","[51, 137]","[51, 137]",['Kith'],1543
"Kitt4,63,6577,121,133","L   ~ LIV  ~ Kitt4, 63, 65,77,121,133","KIT 4,63,65,77,121,133","[4, 63, 6577, 121, 133, 153, 155, 170, 193]","[4, 63, 65, 77, 121, 133, 153, 155, 170, 193]","[4, 63, 65, 77, 121, 133, 153, 155, 170, 193]","[4, 63, 65, 77, 121, 133, 153, 155, 170, 193]",['Kitt'],1543
"Kittow110

1 faYa",Kittow110,KITTON 110,"[110, 1]",[110],[110],[110],['Kittow'],1543
"Kknaplock3Iz
Knapman38,110,119,126","Knaplock92Knapman38,110,119,126","KNAPMAN 38,110,119,126","[3, 38, 110, 119, 126]","[92, 38, 110, 119, 126]","[38, 110, 119, 126]","['38', '110', '119', '126']",['Knaplock\nKnapman'],1543
"Kna,ppl 18",Knapp18,KNAPP 18,[18],[18],[18],[18],['Knapp'],1543
Knapping29, IKnapping29,KANAPPING 29,[29],[29],[29],[29],['Knapping'],1543
"wdd

Kneebone 95 125","L1 [ 11[  i1 JKneebone95,125","FREEBOOK 95,125","[95, 125]","[1, 11, 1, 95, 125]","[95, 125]","[95, 125]",['Kneebone'],1543
"Knight1,2,10,20,23,31","Knight 1,2,10,20,23,31","KNIGHT 1,2,10,20,23,31","[1, 2, 10, 20, 23, 31, 39, 44, 46, 55, 56, 65, 85, 89, 91, 92, 104, 110, 116, 123, 124, 128, 132, 135, 142, 143, 147, 157, 1, 2, 105, 1, 4, 100, 10]","[1, 2, 10, 20, 23, 31, 39, 44, 46, 55, 56, 65, 85, 89, 91, 92, 104, 110, 116, 123, 124, 128, 132, 135, 142, 143, 14, 15, 162, 163, 164, 168]","[1, 2, 10, 20, 23, 31, 39, 44, 46, 55, 56, 65, 85, 89, 91, 92, 104, 110, 116, 123, 12128, 132, 135, 142, 143, 147, 157, 162, 163, 164, 168]","[1, 2, 10, 20, 23, 31, 39, 44, 46, 55, 56, 65, 85, 89, 91, 92, 104, 110, 116, 123, 124, 128, 132, 135, 142, 143, '147', '157', '162', '163', '164', '168']",['Knight'],1543
Kniahton134,LJUKniahton134,INCHTON 134,[134],[134],[134],[134],['Knighton 134'],1543
"Knill82,83,88,89,92,94","Knill8283,88,89,92,94","KALL 82,83,88,89,92,94","[82, 83, 88, 89, 92, 94]","[8283, 88, 89, 92, 94]","[82, 83, 88, 89, 92, 94]","[82, 83, 88, 89, 92, 94]",['Knill'],1543
NMNISLOT20,nnisionLo,MASON 2 DAY,[20],[],[2],['26'],['Kni ston'],1543
Lenta118,Lenta 11 8,LENTA118,[118],"[11, 8]",[118],[118],['Lenta'],1543
"Leny116 L
Leonard7,40,41,162,170 L","Leny116Leonard7,40,41,162,170L","LEONARD 7,40,41,162,170","[116, 7, 40, 41, 162, 170]","[116, 7, 40, 41, 162, 170]","[7, 40, 41, 162, 170]","[116, 7, 40, 41, 162, 170]",['Leny\nLeonard'],1543
"Lerewill84,86,92,94","Lerewi118486 , 92,94","LAREWIL 84,86,92,94 L","[84, 86, 92, 94]","[118486, 92, 94]","[84, 86, 92, 94]","[84, 86, 92, 94]",['Lerewill'],1543
Irqewill 160,Lesewil160T,LESEWIL 160,[160],[160],[160],[160],['Lesewill'],1543
"Lete16,19

m","Lete16,19","LATE 16,19","[16, 19]","[16, 19]","[16, 19]","[16, 19]",['Lete'],1543
"Lethebridge74,107,116

L","Lethebridge 74,107,116","LETHEBRIDGE 74,107,116 I","[74, 107, 116]","[74, 107, 116]","[74, 107, 116]","[74, 107, 116]",['Lethebridge'],1543
"Letherent96,101","Letherent96,101","LOTHERENT 96,101","[96, 101]","[96, 101]","[96, 101]","[96, 101]",['Letherent'],1543
"Lettout49,174,196","Lettout49,174,196","LATTOUT 49,174,196","[49, 174, 196]","[49, 174, 196]","[49, 174, 196]","[49, 174, 196]",['Lettout'],1543
"Levaton41,99,116","Levaton 41,99,116","LEVATION 41,99,116","[41, 99, 116]","[41, 99, 116]","[41, 99, 116]","[41, 99, 116]",['Levaton'],1543
"Levermorga2,21,29,30

L","Levermore2,21,29,30","LEVENTORE 2,21,29,30 L","[2, 21, 29, 30]","[2, 21, 29, 30]","[2, 21, 29, 30]","[2, 21, 29, 30]",['Levermore'],1543
Levery133,Levery133,LEVERY 133,[133],[133],[133],[133],['Levery'],1543
"Levittd4l,114",Levitt 41114,"LEVITT 41,114","[4, 114]",[41114],"[41, 114]","['41', '114']",['Levitt'],1543
TewieK584R900116A,"Lewer1JjLewi s55.84.89,99 116",LEWIS 55.84.89.99 116,"[584, 900116, 129, 142, 178, 192]","[1, 55, 84, 89, 99, 116, 129, 142, 178, 192]","[55, 84, 89, 99, 116]","['55', '84', '89', '99', '116', 129, 142, 178, 192]",['Lewer\nLewis'],1543
"Leworthy86,92,93","Leworthy86, 92, 93","LEWORTHY 86,92,93","[86, 92, 93]","[86, 92, 93]","[86, 92, 93]","[86, 92, 93]",['Leworthy'],1543
"Leyman29,41,42,43,44","Leyman29,41,42,43,44","LEYMAN 29,41,42,43,44 8","[29, 41, 42, 43, 44, 9, 960, 124, 1739, 190, 195, 10]","[29, 41, 42, 43, 44, 69, 96, 124, 19, 190, 195196]","[29, 41, 42, 43, 44, 8, 69, 96, 124, 179, 190, 195]","[29, 41, 42, 43, 44, '69', '96', '124', '179', '190', '195', '196']",['Leyman'],1543
"Libbe128,137,140,160","Libbe128,137,140,160","LUBBE 128,137,140,160","[128, 137, 140, 160]","[128, 137, 140, 160]","[128, 137, 140, 160]","[128, 137, 140, 160]",['Libbe'],1543
"Libbet51,70","Libbet51, 70","LIBGET 51,70","[51, 70]","[51, 70]","[51, 70]","[51, 70]",['Libbet'],1543
"Lilchedon 02,63

PR","Lichedon62, 63","LICHEDON 62,63 1","[2, 63]","[62, 63]","[62, 63, 1]","['62', '63']",['Lichedon'],1543
"Liastonlacs,149,151,
162170","Lidston148,149,151,162.170","162.10 148,149,151,","[149, 151, 162170]","[148, 149, 151, 162, 170]","[162, 10, 148, 149, 151]","['148', '149', '151', '162', '170']",['Lidston'],1543
Liffe18,Liffe18,LIFFE 18,[18],[18],[18],[18],['Liffe'],1543
"Light24,40,128,131,156 E
Tiaghten 14","Light24,40,128,131,156Liahten 141","LIGHT 24,40,128,131,156","[24, 40, 128, 131, 156, 14]","[24, 40, 128, 131, 156, 141]","[24, 40, 128, 131, 156]","['[24', '40', '128', '131', '156', '141]']",['Light\nLighten'],1543
"Lightfoord172
147747",Lightfoord172La,LIGHTFOORD 172,"[172, 147747]",[172],[172],[172],['Lightfoord'],1543
"dhdd

LllllStOD 13",Lilliston13,LILISTON 13,[13],[13],[13],[13],['Liliston'],1543
"Llllycrop 107, 117,123","Lillycrop107 ,117 ,123","LILLYCROP 107,117,123","[107, 117, 123]","[107, 117, 123]","[107, 117, 123]","[107, 117, 123]",['Lillycrop'],1543
"20,31,39,03,00","3omoery28,31,39,63, b6","70,BERGY 28,37,39,63,66 ","[20, 31, 39, 3, 0]","[3, 28, 31, 39, 63, 6]","[70, 28, 37, 39, 63, 66]","['28', '31', '37', '39', '63', '66', '70', '95', '96']",['Limbery'],1543
"L1mpany 33,47,50,51,52","Limpany33,47,50,51,52","LIMPANY 33,47,50,51,52","[1, 33, 47, 50, 51, 52]","[33, 47, 50, 51, 52]","[33, 47, 50, 51, 52]","[33, 47, 50, 51, 52]",['Limpany'],1543
"Limscote 17,31,36","Limscote17,31,36","LIMSCOTE 17,31,36","[17, 31, 36]","[17, 31, 36]","[17, 31, 36]","[17, 31, 36]",['Limscote'],1543
"Linch96,97,98","Linch96, 97 , 98","LINCH 96,97,98","[96, 97, 98]","[96, 97, 98]","[96, 97, 98]","[96, 97, 98]",['Linch'],1543
Lincombe92,Lincombe92,LINCOMBE 92 DAY,[92],[92],[92],[92],['Lincombe'],1543
"Lina173
Lindon25,26,31,34,38
A0K7","Lind173Lindon 25,26,31,34,3840.57","4050035,26,31,34,38","[173, 25, 26, 31, 34, 38, 0, 7]","[173, 25, 26, 31, 34, 3840, 57]","[4050035, 26, 31, 34, 38]","['173', '25', '26', '31', '34', '38', '40', '57']","['Lind 173\nLindon 25,26,31,34,38\n40,57']",1543
"Line38,146,188","Line38,146,188","LINE 38,146,188","[38, 146, 188]","[38, 146, 188]","[38, 146, 188]","[38, 146, 188]",['Line'],1543
Ling163,Ling163,LINE 163,[163],[163],[163],[163],['Ling'],1543
"Link186

pm",Link186,LINK 186,[186],[186],[186],[186],['Link'],1543
Llnscot 172,Linscot172,LINSCOT 172,[172],[172],[172],[172],['Linscot'],1543
"L1nton L1n1ton 52,63","Linton,Liniton52, 63","LINTON,LINITON 52,63","[1, 1, 1, 52, 63]","[52, 63]","[52, 63]","[52, 63]","['Linton', 'Liniton']",1543
Lipincote94,Lipincote94,LIPINCOTE 94,[94],[94],[94],[94],['Lipincote'],1543
"Llpsen 50

R Ny",Lipsen50,LIPSEN 50 CASHIER,[50],[50],[50],[50],['Lipsen'],1543
"Lister170
Liston164,165","Llster10Liston164,165","LISTER 164,165","[170, 164, 165]","[10, 164, 165]","[164, 165]","['164', '165']",['Lister\nListon'],1543
"Liswill 50 ,51","Liswi]l50,51","LIEWIL 50,51","[50, 51]","[50, 51]","[50, 51]","[50, 51]",['Liswill'],1543
"L1themore 43

N AN",Lithemore43,LITHEMORE 43,"[1, 43]",[43],[43],[43],['Lithemore'],1543
"Littecot1lUo,LllU
Little82,96,180,181","Llttecot[0b,iiuLittle 82,96 , 180 , 181","LITTLE 82,96,180,181","[1, 82, 96, 180, 181]","[0, 82, 96, 180, 181]","[82, 96, 180, 181]","['82', '96', '180', '181']",['Littlecot\nLittle'],1543
"Littleclion 96,140

A2","Littledon96,140","LITTLEON 96,140","[96, 140, 2]","[96, 140]","[96, 140]","[96, 140]",['Littledon'],1543
"Littlejohn14,46,50,111","Littlejohn14,46,50,111","LITTLEJOHN 14,46,50,111","[14, 46, 50, 111, 119, 120, 124, 189]","[14, 46, 50, 111, 119, 120, 124, 189]","[14, 46, 50, 111, 119, 120, 124, 189]","[14, 46, 50, 111, 119, 120, 124, 189]",['Littlejohn'],1543
"thtleson 89

on P",Littleson89,LITTLESON 89,[89],[89],[89],[89],['Littleson'],1543
"Littletpr 134,135","Littletor 134,135","LITTLETOR 134,135","[134, 135]","[134, 135]","[134, 135]","[134, 135]",['Littletor'],1543
"L1tw1n 9

E,aY e",Litwin9,LITWIN 9 DAY,"[1, 1, 9]",[9],[9],[9],['Litwin'],1543
"Live 142 143

11 T","Live142,143","LIVE 142,143","[142, 143, 11]","[142, 143]","[142, 143]","[142, 143]",['Live'],1543
"Lobpeol,0l,115
Lobdon 26,28,48,57,58,75","Lobbe 51, 61115Lobdon26,28,48,57,58, 75","LOBON,26,28,48,57,58,75","[0, 115, 26, 28, 48, 57, 58, 75]","[51, 61115, 26, 28, 48, 57, 58, 75]","[26, 28, 48, 57, 58, 75]","['26', '28', '48', '51', '57', '58', '75', '115']",['Lobbe\nLobdon'],1543
"LobettY5
Tock3789,10,475188",Lobett95Lock37 8 9 10.47 5158,LOCK 3.78.9.10.47.51.58,"[5, 3789, 10, 475188, 62, 63, 70, 78, 80, 81, 99, 115]","[95, 37, 8, 9, 10, 47, 5158, 62, 63, 70, 78, 80, 81, 99, 115]","[3, 78, 9, 10, 47, 51, 58, 62, 63, 70, 78, 80, 81, 99, 115]","['95', '3', '7', '8', '9', '10', '47', '51', '58', 62, 63, 70, 78, 80, 81, 99, 115]",['Lobett Lock'],1543
"145,140,14,1b4a","143,143,14,104","SR 04 3,145,14,164","[145, 140, 14, 1, 4]","[143, 143, 14, 104]","[4, 3, 145, 14, 164]","['143', '145', '14', '164']","['143', '145', '147', '164']",1543
Manygam179,Manygam179,MANYGAM 179,[179],[179],[179],[179],['Manygam'],1543
Mapledurham14,Mapledurham14,MAPLEOURHAM 14,[14],[14],[14],[14],['Mapledurham'],1543
Mapowder112,Mapowder112,MAPOWER 112,[112],[112],[112],[112],['Mapowder'],1543
Marcer140,4Marcer140,MASER 140,[140],"[4, 140]",[140],[140],['Marcer'],1543
"March 3L7l,i45","March37,145","MARCH 37,145","[3, 7, 45]","[37, 145]","[37, 145]","[37, 145]",['March'],1543
"Marchant70,82,120,131","Marchant70,82 , 120,131","MARCHANT 70,82,120,131","[70, 82, 120, 131, 146, 159, 178, 181, 187]","[70, 82, 120, 131, 146, 159, 178, 181, 187]","[70, 82, 120, 131, 146, 159, 178, 181, 187]","[70, 82, 120, 131, 146, 159, 178, 181, 187]",['Marchant'],1543
"Marderer02
Mardon190,194,195","Marderer02Mardon190,194,195","MARON 190,194,195","[2, 190, 194, 195]","[2, 190, 194, 195]","[190, 194, 195]","[2, 190, 194, 195]",['Marderer\nMardon'],1543
"Mare87,157","Mare87,157","MAR 07,157","[87, 157]","[87, 157]","[7, 157]","[87, 157]",['Mare'],1543
Marford102,Marford102,MARFORD 102,[102],[102],[102],[102],['Marford'],1543
Marham146,Marham146,"MARHAM 146,",[146],[146],[146],[146],['Marham'],1543
Marigge152,Marigge152,MARIGGE 152,[152],[152],[152],[152],['Marigge'],1543
"AT7TAWW4L

Mariner141",3ipoMariner141,MARINER 14 DAY,"[7, 4, 141]","[3, 141]",[14],['141'],['Mariner'],1543
"Mark31,59,85,89,97,111","Mark 31,59,85,89, 97,111","MARK 31,59,85,89,97,111","[31, 59, 85, 89, 97, 111, 147, 180]","[31, 59, 85, 89, 97, 111, 147, 180]","[31, 59, 85, 89, 97, 111, 147, 180]","[31, 59, 85, 89, 97, 111, 147, 180]",['Mark'],1543
Markall7,Markall7,MARKAL 7,[7],[7],[7],[7],['Markall'],1543
"aTAYA

Markenfleld 71",Markenfield 71,MARKENFIELD 71,[71],[71],[71],[71],['Markenfield'],1543
"Marker n29,54,55","Marker29,54,55","MARKER 29,54,55","[29, 54, 55]","[29, 54, 55]","[29, 54, 55]","[29, 54, 55]",['Marker'],1543
"MarlerY
Marley78,79","MarlerYMarley 78,79","MARLEY 78,79","[78, 79]","[78, 79]","[78, 79]","[78, 79]",['Marler\nMarley'],1543
"marlionaJ
Marrack 166 167,168
Marcell177","Marlond1Marrack166,167,168Marsell17","MASICK 166,167,168","[166, 167, 168, 177]","[1, 166, 167, 168, 17]","[166, 167, 168]","['166', '167', '168', '177']",['Marlond\nMarrack\nMarsell'],1543
"Marsh36,58,64,82,87","Marsh36,58,64,82,87","MARSH 36,58,64,82,87","[36, 58, 64, 82, 87]","[36, 58, 64, 82, 87]","[36, 58, 64, 82, 87]","[36, 58, 64, 82, 87]",['Marsh'],1543
"Marshall  33, 43 ,447,53,5161","Marshall33,43,44,53,56","MARSHALL 33,43,44,53,56","[33, 43, 447, 53, 5161, 143, 154, 174, 179, 192, 193]","[33, 43, 44, 53, 56, 57, 60, 64, 66, 67, 97, 98, 111, 143, 154, 174, 179, 192, 193]","[33, 43, 44, 53, 56, 57, 60, 64, 66, 67, 97, 98, 111, 143, 154, 174, 179, 192, 193]","[33, 43, 44, 53, 56, 57, 60, 64, 66, 67, 97, 98, 111, 143, 154, 174, 179, 192, 193]",['Marshall'],1543
"oT2TT2yAAC2TT2TT
Marshwill119",Marshwi ll119,MARSHWILL 119,"[2, 2, 2, 2, 119]",[119],[119],[119],['Marshwill'],1543
"Martln 5 8, 1021Ja1f131fh","Martin5,8,10,11,14.16 ,","MARLIN 5,8,10,11,14,16,","[5, 8, 1021, 1, 131]","[5, 8, 10, 11, 14, 16, 17, 18, 21, 22, 23, 24, 25, 32, 36, 37, 38, 39, 41, 42, 51, 64, 65, 67, 68, 72, 78, 79, 84, 87, 9095, 101, 163, 105, 108]","[5, 8, 10, 11, 14, 16, 17, 18, 21, 22, 23, 24, 25, 32, 36, 37, 38, 39, 41, 42, 51, 64, 65, 67, 68, 72, 78, 79, 84, 87, 90, 95, 101, 103, 105, 108]","[5, 8, 10, 11, 14, 16, 17, 18, 21, 22, 23, 24, 25, 32, 36, 37, 38, 39, 41, 42, 51, 64, 65, 67, 68, 72, 78, 79, 84, 87, '90', '95', '101', '103', '105', '108']",['Martin'],1543
,J 41 U 11 U o1 U J1 U 0109.112.115.119.121.126,109.112.115 119.121.126,"[132134135140, 141145]","[41, 11, 1, 1, 109, 112, 115, 119, 121, 126, 9132134, 135, 140, 141, 145]","[109, 112, 115, 119, 121, 126, 132, 134, 135, 140, 141, 145]","['[109', '112', '115', '119', '121', '126]', '132', '134', '135', '140', '141', '145']","['9', '10', '11', '12', '15', '19', '21', '126']",1543
"1V NV NINWTyg1TWy1T1Ty1TTW

147, 150 157 158,160,162",T Ol  T1 UU [ TU1    TU147150.157 158.160.162,"17,150,157,158,160,162","[1, 1, 1, 1, 1, 147, 150, 157, 158, 160, 162]","[1, 1, 147150, 157, 158, 160, 162]","[17, 150, 157, 158, 160, 162]","['147', '150', '157', '158', '160', '162']","['147', '150', '157', '158', '160', '162']",1543
163164187169170171,"EnTOU 0 0i1 001OuIOL163164 167 169,170,171","163 164 167,169 170.171",[163164187169170171],"[0, 0, 1, 1, 163164, 167, 169, 170, 171]","[163, 164, 167, 169, 170, 171]","['163', '164', '167', '169', '170', '171']","['147', '150', '157', '158', '160', '162', '163', '164', '167', '169', '170', '171']",1543
"Trv,1ir1

179173175176177178","11 0 [I0oI  U1  172 173 175 1176177178T0t,",121773175176177 178,"[1, 1, 179173175176177178, 192, 192, 193, 194, 195, 197]","[11, 0, 0, 1, 172, 173, 175, 1176177178, 0, 179, 180, 181, 182, 186, 187, 192, 192, 193, 194, 195, 197]","[121773175176177, 178, 179, 180, 181, 182, 186, 187, 122, 192, 193, 194, 195, 197]","['172', '173', '175', '176', '177', '178', 179, 180, 181, 182, 186, 187, 192, 192, 193, 194, 195, 197]","['172', '173', '175', '176', '177', '178']",1543
"Martinrield4o
Marwood10,78,140","Martinflela23Marwood10,78,140","MARWOOD 10,78,140","[4, 10, 78, 140]","[23, 10, 78, 140]","[10, 78, 140]","['10', '78', '140']",['Martinfield\nMarwood'],1543
"Mason1,25,140,153,169,
1820","Mason1,25,140,153,169 180","MASON 1,25,140,153,169,","[1, 25, 140, 153, 169, 1820]","[1, 25, 140, 153, 169, 180]","[1, 25, 140, 153, 169]","['[1', '25', '140', '153', '169', '180]']",['Mason'],1543
"Master133,137,138,167","Master133 ,137 , 138,167","MASTER 133,137,138,167","[133, 137, 138, 167]","[133, 137, 138, 167]","[133, 137, 138, 167]","[133, 137, 138, 167]",['Master'],1543
"Matavers

nTr",Matavers174,MATAVERS 174,[],[174],[174],[174],['Matavers'],1543
"Mathe 1281129
Mqthew 1,4312v 1532733 1","Mathe1Z8, 1LyMathew1,4,12,15,27,31","MATHEW 1,4,12,15,27,31","[1281129, 1, 4312, 1532733, 1, 48, 51, 55, 56, 57, 2, 69, 88, 104, 107, 130, 131, 143, 144, 151, 159, 102, 1067, 177, 183]","[1, 8, 1, 1, 4, 12, 15, 27, 31, 48, 51, 55, 56, 57, 62, 69, 88, 104, 107, 130, 131, 143, 144, 151, 159, 162, 167, 177, 183]","[1, 4, 12, 15, 27, 31, 48, 51, 55, 56, 57, 62, 69, 88, 104, 107, 130, 131, 143, 144, 151, 159, 162, 167, 177, 183]","['1', '4', '12', '15', '27', '31', '128', '129', 48, 51, 55, 56, 57, 62, 69, 88, 104, 107, 130, 131, 143, 144, 151, 159, 162, 167, 177, 183]",['Mathew'],1543
"lof,1lcc,192,193
Mattacot29,04,92,95,","18 ,188,192,193Mattacot29,64, 92, 95,","MAR MARTRACOT 29,64,92,95,","[1, 192, 193, 29, 4, 92, 95, 109, 134, 135]","[18, 188, 192, 193, 29, 64, 92, 95, 109, 134, 135]","[29, 64, 92, 95, 1009, 134, 135]","['[29', '64', '92', '95', '187', '188', '192', '193]', 109, 134, 135]",['Mattacot'],1543
"Jy N

Mattlscombe 143",Mattiscombe143,PARTISCOMBE 143,[143],[143],[143],[143],['Mattiscombe'],1543
"Maunder25,40,43,47,48","Maunder25,40,43,4748","MANDER25,40,43,47,48","[25, 40, 43, 47, 48]","[25, 40, 43, 4748]","[25, 40, 43, 47, 48]","[25, 40, 43, 47, 48]",['Maunder'],1543
"49,01,04,1L,12,14,117,0U
Q1167","49,51,604, 1, 2i 41  ,8081 167","49,15764,71,12,14,11,80","[49, 1, 4, 1, 12, 14, 117, 0, 1167]","[49, 51, 604, 1, 2, 41, 8081, 167]","[49, 15764, 71, 12, 14, 11, 80]","['49', '51', '64', '71', '72', '74', '77', '80', '81', '167']","['49', '51', '64', '71', '72', '74', '77', '80', '81', '167']",1543
Maundon44,Maundon44,MANON 44,[44],[44],[44],[44],['Maundon'],1543
"Maundy188

N N",Maundy188,AMOUNT MAUNDY 188.00,[188],[188],"[188, 0]",[188],['Maundy'],1543
"Maunng 126,138","Maunger126,138","MANGER 126,138","[126, 138]","[126, 138]","[126, 138]","[126, 138]",['Maunger'],1543
Maunsell129,Maunsell129,MOUNSELL 129,[129],[129],[129],[129],['Maunsell'],1543
"Mawdit13,52","Mawdit13,52","WWWHT 13,52","[13, 52]","[13, 52]","[13, 52]","[13, 52]",['Mawdit'],1543
"Mawnesken 34

apege Non",Mawnesken34,WWWESKEN 34,[34],[34],[34],[34],['Mawnesken'],1543
"MawryO,lo,1lY4","Mawry5, 18 ,194","SR 01 0403 PMOUNTY 5,187,194","[1, 4]","[5, 18, 194]","[1, 403, 5, 187, 194]","['5', '187', '194']",['Mawry'],1543
Monkleigh97,Monkleigh97,MONKLEIGH 97,[97],[97],[97],[97],['Monkleigh'],1543
"Moody1
Moone16,42,110","Moody1Moone16,42,110","MOONEY 16,42,110","[1, 16, 42, 110]","[1, 16, 42, 110]","[16, 42, 110]","[1, 16, 42, 110]",['Moody\nMoone'],1543
Moragh129,Moragh129,MORASH 129,[129],[129],[129],[129],['Moragh'],1543
"w e A

Morch97",L0Morch97,MORCH 97,[97],"[0, 97]",[97],[97],['Morch'],1543
"Morcombe69,70,71,90,98","Morcombe69,70,71,90,98","MORCOMBE 69,70,71,90,98","[69, 70, 71, 90, 98, 99, 100, 115, 118, 147]","[69, 70, 71, 90, 98, 99, 100, 115, 118, 147]","[69, 70, 71, 90, 98, 99, 100, 115, 118, 147]","[69, 70, 71, 90, 98, 99, 100, 115, 118, 147]",['Morcombe'],1543
"Morrdon , 27",Mordon27,MORDON 27,[27],[27],[27],[27],['Mordon'],1543
"ATANNALWV4LA

More1,10,13,19,20,24,","More1,10,13,19,20,24","MORE 1,10,13,19,20,24,","[4, 1, 10, 13, 19, 20, 24, 22, 2, 72277277, 26, 27, 28, 29, 32, 33, 35, 39, 40, 41, 42, 46, 47, 50, 52, 54, 1, 4, 65, 7, 70, 75, 74, 7, 77, 78, 79, 80, 85, 89, 91, 92, 126, 128, 130, 132, 136, 154]","[1, 10, 13, 19, 20, 24, 26, 27, 28, 29, 32, 33, 35, 39, 40, 41, 42, 46, 47, 50, 52, 54, 6, 96477, 98, 49, 80, 85, 89, 94, 92, 93, 9495, 96, 98, 99103, 106, 111, 113, 114, 116, 122, 126, 128, 130, 132, 136, 154, 160, 162174, 175, 88, 485, 184, 155, 156, 57]","[1, 10, 13, 19, 20, 24, 26, 27, 28, 29, 32, 33, 35, 39, 40, 41, 42, 46, 47, 50, 52, 54, 77787980, 858991, 92, 93, 94, 95, 96, 98, 99, 103, 106, 111, 113, 114, 116, 122, 126, 128, 130, 132, 136, 154, 88, 92194, 195, 196, 197]","[1, 10, 13, 19, 20, 24, 26, 27, 28, 29, 32, 33, 35, 39, 40, 41, 42, 46, 47, 50, 52, 54, 'The correct page numbers are: 1', '4', '5', '6', '7', '10', '64', '65', '70', '73', '74', '75', '77', '78', '79', '80', '85', '89', '91', '92', '93', '94', '95', '96', '98', '99', '103', 106, 111, 113, 114, 116, 122, 126, 128, 130, 132, 136, 154, '[88', '160', '162', '165', '171', '174', '175', '187', '192', '194', '195', '196', '197', '198', '199]']",['More'],1543
"D

Morecock55",Morecock55,MORECOCK 55,[55],[55],[55],[55],['Morecock'],1543
"Morell10,11,51,73,82,","Morell10,11,51,73,829","MORELL 10,11,51,73,82,","[10, 11, 51, 73, 82, 99, 108, 198, 199]","[10, 11, 51, 73, 829, 99, 108, 198, 199]","[10, 11, 51, 73, 82, 99, 108, 198, 199]","[10, 11, 51, 73, 82, 99, 108, 198, 199]",['Morell'],1543
"Moreman40,63,71,94,","Moreman40,63,71,94,","MOREMAN 40,63,71,94,","[40, 63, 71, 94, 131, 176]","[40, 63, 71, 94, 131, 176]","[40, 63, 71, 94, 131, 176]","[40, 63, 71, 94, 131, 176]",['Moreman'],1543
Moreshed131,Moreshed131,MORESHED 131,[131],[131],[131],[131],['Moreshed'],1543
Morford142,Morford142,MORPORTD 142,[142],[142],[142],[142],['Morford'],1543
"Morgan1,128","Morgan1,128","MORGAN 1,128","[1, 128]","[1, 128]","[1, 128]","[1, 128]",['Morgan'],1543
"Morkin152
Morlev122126",Morkin152Morlev122 126,MORLEY 122.126,"[152, 122126]","[152, 122, 126]","[122, 126]","['132', '122', '126']",['Morkin\nMorley'],1543
"Morrin15,19,21,101","Morrin15,19,21,101","MORRIN 15,19,21,101","[15, 19, 21, 101]","[15, 19, 21, 101]","[15, 19, 21, 101]","[15, 19, 21, 101]",['Morrin'],1543
"Morris5,4,7,13,15,16
24,25,27,29,41,47,48,54","Morris3,4,7 13,15,1624,25 , 27, 29,41,47,48,54","24,25,27,29,41,47,48,54","[5, 4, 7, 13, 15, 16, 24, 25, 27, 29, 41, 47, 48, 54, 7, 78, 79, 80, 81, 83, 86, 87, 89, 90, 95, 103, 104, 144, 146, 148, 152, 153, 155, 157, 175]","[3, 4, 7, 13, 15, 1624, 25, 27, 29, 41, 47, 48, 54, 67, 78, 79, 80, 81, 83, 86, 87, 89, 90, 95, 103, 104144146, 148, 152, 1534155, 157, 175]","[24, 25, 27, 29, 41, 47, 48, 54, 67, 78, 79, 80, 81, 83, 86, 87, 89, 90, 95, 103, 104, 144, 146, 148, 152, 153, 155, 157, 175]","['3', '4', '7', '13', '15', '16', '24', '25', '27', '29', '41', '47', '48', '54', 67, 78, 79, 80, 81, 83, 86, 87, 89, 90, 95, 103, 104, 144, 146, 148, 152, 153, 155, 157, 175]",['Morris'],1543
"Mors45,72,74,75","Mors45,72,74,75","MORS 45,72,74,75","[45, 72, 74, 75]","[45, 72, 74, 75]","[45, 72, 74, 75]","[45, 72, 74, 75]",['Mors'],1543
"TSR

Morshed 16,38,168","Morshed16,38,168","MORSHED 16,38,168","[16, 38, 168]","[16, 38, 168]","[16, 38, 168]","[16, 38, 168]",['Morshed'],1543
