hundred,landowner,area_perches,gemini_surname,surname_id,count,tithe_max_value_rank
Axminster,Emma Bond,162.0,Bond,441.0,1,763.0
Axminster,Ephraim North,7803.0,North,2862.0,1,240.0
Axminster,Executors of John Lee,20.0,Lee,2442.0,1,886.0
Axminster,Executors of Samuel Bond and Christopher Flood,43.0,,,1,863.0
Axminster,Executors of the late Henry Hawker,510.0,Hawker,1917.0,1,610.0
Axminster,Fanny Grigg under the Manor,2516.0,Grigg,1785.0,1,416.0
Axminster,Fanny Wills,6774.0,Wills,4183.0,1,262.0
Axminster,Farm Roads and Wastes,4085.0,,,1,340.0
Axminster,Feoffees of Axminster Parish Lands,3321.0,,,1,369.0
Axminster,Feoffees of Budleigh and Awliscombe,576.0,,,1,594.0
Axminster,Feoffees of Gittisham Charity,3622.0,,,1,357.0
Axminster,Feoffees of Honiton,106.0,,,1,805.0
Axminster,Feoffees of Honiton Charity,2780.0,,,1,405.0
Axminster,Feoffees of The Parish of Colyton,246.0,,,1,712.0
Axminster,Fernando Bond,22704.0,Bond,441.0,1,90.0
Axminster,Flood Christopher Samuel,96.0,Samuel,3594.0,1,814.0
Axminster,Forward Edward Roberts,9585.0,Roberts,3321.0,1,203.0
Axminster,Frances Gage,46.0,,,1,860.0
Axminster,Frances Gidley,126.0,Gidley,1665.0,1,791.0
Axminster,Francis Broom,3.0,Broom,541.0,1,903.0
Axminster,Francis Copplestone under The Manor,5800.0,Copplestone,954.0,1,293.0
Axminster,"Francis Cross, Esquire",6172.0,Cross,1084.0,1,282.0
Axminster,Francis Gillett and his wife Mary Gillett,20787.0,,,1,100.0
Axminster,Francis Harvey,22.0,Harvey,1903.0,1,884.0
Axminster,Francis Hooper,11.0,Hooper,2083.0,1,895.0
Axminster,Francis Newberry,4293.0,Newberry,2839.0,1,335.0
Axminster,Francis Pearce,17.0,Pearce,2932.0,1,889.0
Axminster,Francis Stevens,8125.0,Stevens,4410.0,1,228.0
Axminster,Francis Stevens (copyhold),826.0,Stevens,4410.0,1,551.0
Axminster,"Francis Symes (Lessee),",28.0,,,1,878.0
Axminster,Francis Thomas,172.0,Thomas,3830.0,1,754.0
Axminster,Francis Wyatt (Lessee under Lord Sidmouth),175.0,Lessee,2352.0,1,753.0
Axminster,"Frederick John Cox Trenow, Reverend",36295.0,Trenow,4424.0,1,52.0
Axminster,"Frederick Joseph Cox, The (now) Reverend",32.0,Cox,668.0,1,874.0
Axminster,Gas Company,29.0,,,1,877.0
Axminster,Gay,200.0,,,1,736.0
Axminster,George Ambrose Rhodes,10674.0,Rhodes,4980.0,1,189.0
Axminster,George Bagg,49.0,Bagg,180.0,1,857.0
Axminster,George Bailey,54.0,Bailey,183.0,1,852.0
Axminster,George Berry,2685.0,Berry,230.0,1,410.0
Axminster,George Biddlecombe,2928.0,Biddlecombe,2722.0,1,395.0
Axminster,George Bowditch,6.0,Bowditch,482.0,1,900.0
Axminster,George Bradey,4388.0,Bradey,525.0,1,331.0
Axminster,George Brown,158.0,Brown,593.0,1,767.0
Axminster,George Chapple,54.0,Chapple,785.0,1,852.0
Axminster,George Clarke and Henry Collins,91.0,,,1,819.0
Axminster,George Connett,31.0,Connett,940.0,1,875.0
Axminster,George Coombs (copyhold),1664.0,Coombs,5065.0,1,475.0
Axminster,George Davey Ewens,366.0,Ewens,1406.0,1,657.0
Axminster,George Down,150.0,Down,1284.0,1,774.0
Axminster,George Enticott,249.0,Enticott,1379.0,1,711.0
Axminster,George Flood,6.0,Flood,1495.0,1,900.0
Axminster,George Gatch,396.0,Gatch,873.0,1,645.0
Axminster,"George Gatch, lifehold under The Honourable Sir John Talbot",495.0,Talbot,3778.0,1,614.0
Axminster,George Hawker,101.0,Hawker,1917.0,1,809.0
Axminster,George Henley,74.0,Henley,1876.0,1,834.0
Axminster,George Henley (now John North),1720.0,,,1,468.0
Axminster,George Jeremy and Ann his wife,14006.0,,,1,152.0
Axminster,George Kite,32.0,Kite,2329.0,1,874.0
Axminster,George Marsh,12.0,Marsh,2648.0,1,894.0
Axminster,George Mattocks,26.0,Mattocks,2597.0,1,880.0
Axminster,George Moorey,20.0,Moorey,2663.0,1,886.0
Axminster,George Murley,72.0,Murley,2785.0,1,836.0
Axminster,George Ouseley,328.0,Ouseley,2182.0,1,674.0
Axminster,George Powell,240.0,Powell,2964.0,1,715.0
Axminster,"George Powell, Sarah Fipping and Elizabeth Fipping",26.0,,,1,880.0
Axminster,George Roberts,157.0,Roberts,3321.0,1,768.0
Axminster,George Saunders,584.0,Saunders,3411.0,1,590.0
Axminster,George Shean,3.0,Shean,777.0,1,903.0
Axminster,"George Shobrooke, Lessee under Lord Sidmouth",677.0,Sidmouth,5066.0,1,571.0
Axminster,George Shore,400.0,Shore,3490.0,1,642.0
Axminster,George Starke,32.0,Starke,3702.0,1,874.0
Axminster,George Summerhays,11.0,Summerhays,3617.0,1,895.0
Axminster,George Trenchard,1052.0,Trenchard,3948.0,1,522.0
Axminster,George Waldron,4292.0,Waldron,4115.0,1,336.0
Axminster,George Ware,193.0,Ware,4140.0,1,741.0
Axminster,George Warren,6900.0,Warren,4141.0,1,259.0
Axminster,George Warren (Lessee under Lord Sidmouth),165.0,Lessee,2352.0,1,760.0
Axminster,George Welman,576.0,Welman,4283.0,1,594.0
Axminster,George Welsh,565.0,Welsh,4128.0,1,598.0
Axminster,"George White, Junior",1981.0,White,4233.0,1,447.0
Axminster,"George White, Senior",686.0,White,4233.0,1,569.0
Axminster,George Willmot (copyhold),1127.0,Willmot,4185.0,1,516.0
Axminster,Gidley,38.0,,,1,868.0
Axminster,Gidley Frances,4178.0,,,1,338.0
Axminster,Gidley under The Manor,8.0,,,1,898.0
Axminster,Giles Collier (copyhold),907.0,Collier,669.0,1,536.0
Axminster,Gillet,42.0,,,1,864.0
Axminster,Gladdis Hellier,3120.0,Hellier,1838.0,1,378.0
Axminster,Gould Daniel,9.0,Daniel,1146.0,1,897.0
Axminster,Grace Pomeroy and others,6678.0,Pomeroy,3122.0,1,265.0
Axminster,Grace Redcliff,11776.0,Redcliff,3271.0,1,174.0
Axminster,Guardians of the Axminster Union,340.0,,,1,670.0
Axminster,Hannah Gatecombe,2958.0,Gatecombe,5067.0,1,388.0
Axminster,Hannah Hellier on lives under Lord Sidmouth,1306.0,Hellier,1838.0,1,498.0
Axminster,Hannah Newbery,132.0,Newbery,2839.0,1,786.0
Axminster,Hannah Salter,16.0,Salter,3403.0,1,890.0
Axminster,Hannah Wyatt,467.0,Wyatt,4373.0,1,623.0
Axminster,Harriet Mitford,48358.0,Mitford,2600.0,1,33.0
Axminster,Harriet Tucker under The Manor,4700.0,Tucker,3871.0,1,319.0
Axminster,Harriett Flood,22.0,Flood,1495.0,1,884.0
Axminster,Harriett Tucker,3614.0,Tucker,3871.0,1,358.0
Axminster,Harriett Woollcombe under The Manor,14604.0,Harriett,1981.0,1,143.0
Axminster,Harry Buckland Lott,50497.0,Lott,2564.0,1,29.0
Axminster,Harry Buckland Lott and Minnifies Charity,849.0,Lott,2564.0,1,543.0
Axminster,Harry Buckland Lott under The Manor,2783.0,Lott,2564.0,1,404.0
Axminster,Heber Stanton,21.0,Stanton,3681.0,1,885.0
Axminster,Heir at law of late Thomas Palmer deceased,3759.0,Palmer,2928.0,1,355.0
Axminster,Henry Berry,315.0,Berry,230.0,1,679.0
Axminster,Henry Bilke,211.0,Bilke,361.0,1,731.0
Axminster,Henry Brown,124.0,Brown,593.0,1,792.0
Axminster,Henry Burrows,65.0,Burrows,215.0,1,842.0
Axminster,Henry Coles,545.0,Coles,912.0,1,603.0
Axminster,Henry Coles Lessee under Lord Sidmouth,446.0,Sidmouth,5066.0,1,630.0
Axminster,Henry Collis,360.0,Collis,912.0,1,660.0
Axminster,Henry Couch,59.0,Couch,873.0,1,848.0
Axminster,Henry Dymond,33.0,Dymond,1220.0,1,873.0
Axminster,Henry Elston,4.0,Elston,1367.0,1,902.0
Axminster,"Henry Farr Yeatman, Reverend",3939.0,Yeatman,4152.0,1,344.0
Axminster,Henry Gardner,151.0,Gardner,1601.0,1,773.0
Axminster,"Henry Gardner, John Gardner, William Lee",35.0,,,1,871.0
Axminster,Henry Gould,23.0,Gould,1751.0,1,883.0
Axminster,Henry Griffin,1272.0,Griffin,1784.0,1,503.0
Axminster,Henry Hawker,1.0,Hawker,1917.0,1,905.0
Axminster,"Henry Helyar, Reverend and Hugh Welman Helyar, Reverend (tenants in common)",38535.0,Helyar,1951.0,1,47.0
Axminster,Henry Henley,3321.0,Henley,1876.0,1,369.0
Axminster,Henry Hussey,199.0,Hussey,2155.0,1,737.0
Axminster,"Henry John Henley, Esquire",20267.0,Henley,1876.0,1,105.0
Axminster,Henry John Tooze,321.0,Tooze,3790.0,1,676.0
Axminster,"Henry John Tooze, The Reverend",3249.0,Tooze,3790.0,1,371.0
Axminster,"Henry John Tooze, The Reverend and Frederick Salter",1901.0,,,1,455.0
Axminster,Henry Kite,170.0,Kite,2329.0,1,756.0
Axminster,Henry Knight,43118.0,Knight,2335.0,1,39.0
Axminster,"Henry Knight, Copyhold",1654.0,Knight,2335.0,1,477.0
Axminster,Henry Loving,42.0,Loving,4708.0,1,864.0
Axminster,"Henry Mitchell, Reverend",15699.0,Mitchell,2719.0,1,138.0
Axminster,Henry Richards,124.0,Richards,4420.0,1,792.0
Axminster,Henry Templer (Ieasehold),13954.0,Templer,4500.0,1,153.0
Axminster,Henry Tunchard (Leasehold),1900.0,Tunchard,5068.0,1,456.0
Axminster,"Henry Utrick Coalthurst, Esquire",1535.0,Coalthurst,5069.0,1,485.0
Axminster,Henry Wakely,154.0,Wakely,4413.0,1,770.0
Axminster,Henry Wakley,19667.0,Wakley,4413.0,1,111.0
Axminster,"Henry William Marker, Reverend and Thomas John Marker, Reverend",6591.0,,,1,269.0
Axminster,"Henry William Marker, The Reverend and Thomas Marker, The Reverend",8940.0,,,1,214.0
Axminster,Henry and James White,8.0,,,1,898.0
Axminster,Honor White,124.0,White,4233.0,1,792.0
Axminster,Hugh Brown (Lessee under the Feofees of the Poor of Taunton),7677.0,Lessee,2352.0,1,243.0
Axminster,Hugh Mortimore and Thomas White Lessees under Mary Bernard,3.0,Bernard,219.0,1,903.0
Axminster,"Hugh Trenchard, Junior",19151.0,,,1,117.0
Axminster,"Hugh Trenchard, Senior",19810.0,Trenchard,3948.0,1,109.0
Axminster,Humphrey Cozens,233.0,Cozens,721.0,1,719.0
Axminster,Independent Chapel,32.0,,,1,874.0
Axminster,Isaac Deane,2461.0,Deane,1145.0,1,420.0
Axminster,"Isaac Drayton and William Loveridge, Trustees of the late James Marsh",310.0,,,1,681.0
Axminster,Isaac Harris,507.0,Harris,1898.0,1,612.0
Axminster,Isaac Henley,21.0,Henley,1876.0,1,885.0
Axminster,"Isaac Lane as Lessee under, Reverend Thomas Putt",541.0,Putt,3217.0,1,605.0
Axminster,Isaac Newton,575.0,Newton,2845.0,1,595.0
Axminster,Isaac Parkhouse,217.0,Parkhouse,2937.0,1,726.0
Axminster,Isaac Pryer,14369.0,Pryer,3178.0,1,147.0
Axminster,Isaac William Lillingston,46457.0,Lillingston,5070.0,1,36.0
Axminster,Israel Board,644.0,,,1,579.0
Axminster,Jacob French,7224.0,French,1546.0,1,255.0
Axminster,Jacob Hallett,61.0,Hallett,1947.0,1,846.0
Axminster,Jacob Newberry,33.0,Newberry,2839.0,1,873.0
Axminster,"Jacob Powell, Senior",97.0,Powell,2964.0,1,813.0
Axminster,James Anning,846.0,Anning,5071.0,1,544.0
Axminster,James Anning (copyhold),11284.0,Anning,5071.0,1,179.0
Axminster,James Basleigh,1371.0,Basleigh,345.0,1,494.0
Axminster,James Basleigh and Thomas Avery,36.0,,,1,870.0
Axminster,James Bazley,94.0,Bazley,183.0,1,816.0
Axminster,James Boles Lessee under Lord Sidmouth,135.0,Sidmouth,5066.0,1,785.0
Axminster,James Bond,20.0,Bond,441.0,1,886.0
Axminster,James Boon,144.0,Boon,453.0,1,779.0
Axminster,James Boylen and David Bowditch,212.0,,,1,730.0
Axminster,James Brown,13.0,Brown,593.0,1,893.0
Axminster,James Burrough,11057.0,Burrough,635.0,1,184.0
Axminster,James Case,604.0,Case,987.0,1,585.0
Axminster,James Chappell,6794.0,Chappell,762.0,1,261.0
Axminster,James Chard,2159.0,Chard,766.0,1,434.0
Axminster,James Charles,32.0,Charles,771.0,1,874.0
Axminster,James Churchill,34.0,Churchill,821.0,1,872.0
Axminster,James Clapp,11.0,Clapp,832.0,1,895.0
Axminster,James Cook,10.0,Cook,948.0,1,896.0
Axminster,James Cox,2515.0,Cox,668.0,1,417.0
Axminster,James Darke,46.0,Darke,1152.0,1,860.0
Axminster,James Davey,2355.0,Davey,1159.0,1,424.0
Axminster,James Davidson,34409.0,Davidson,5072.0,1,56.0
Axminster,James Denning,60.0,Denning,1196.0,1,847.0
Axminster,James Down,11.0,Down,1284.0,1,895.0
Axminster,James Downton,1280.0,Downton,5073.0,1,502.0
Axminster,James Drayton,925.0,Drayton,1295.0,1,534.0
Axminster,James Edwards,593.0,Edwards,1347.0,1,589.0
Axminster,James Fowler,7.0,Fowler,1530.0,1,899.0
Axminster,James French,418.0,French,1546.0,1,634.0
Axminster,"James French, Junior",18.0,French,1546.0,1,888.0
Axminster,"James French, Senior",407.0,French,1546.0,1,640.0
Axminster,James Fynmore Symes (copyhold),331.0,,,1,673.0
Axminster,James Gough,59.0,Gough,1750.0,1,848.0
Axminster,James Gregory,76.0,Gregory,1787.0,1,832.0
Axminster,James Gregson,12072.0,Gregson,1786.0,1,169.0
Axminster,James Griffin,2874.0,Griffin,1784.0,1,400.0
Axminster,James Hawker,26.0,Hawker,1917.0,1,880.0
Axminster,James Henley,158.0,Henley,1876.0,1,767.0
Axminster,James Henley and others,23.0,Henley,1876.0,1,883.0
Axminster,James Hitchcock,1.0,Hitchcock,2030.0,1,905.0
Axminster,James Hoare and Job Cross,23.0,Hoare,2089.0,1,883.0
Axminster,James Hurford,36.0,Hurford,1889.0,1,870.0
Axminster,James Hussey,32.0,Hussey,2155.0,1,874.0
Axminster,James Hutchings,81.0,Hutchings,5074.0,1,828.0
Axminster,James Larcombe,92.0,Larcombe,5056.0,1,818.0
Axminster,James Lee Smith,6523.0,Smith,3598.0,1,271.0
Axminster,James Loveridge,8558.0,Loveridge,2549.0,1,219.0
Axminster,James Loveridge (Lessee),50.0,,,1,856.0
Axminster,James Loving,31.0,Loving,4708.0,1,875.0
Axminster,James Manley Lessee under Lord Sidmouth,32.0,Sidmouth,5066.0,1,874.0
Axminster,"James Mansfield as Lessee under, Reverend Thomas Putt",342.0,Putt,3217.0,1,668.0
Axminster,James Melfords (Leasehold),2757.0,,,1,406.0
Axminster,James Minifie,40.0,Minifie,2697.0,1,866.0
Axminster,James Moor,297.0,Moor,2663.0,1,687.0
Axminster,James Moore,7611.0,Moore,2663.0,1,246.0
Axminster,James New,29.0,New,2838.0,1,877.0
Axminster,James Newberry,149.0,Newberry,2839.0,1,775.0
